['mare', 0.9968121957807468]
['organizer', 0.9067086941124288]
['machine', 0.9067086941124288]
['madagascar', 0.9067086941124288]
['preferable', 0.9067086941124288]
['chere', 0.9067086941124288]
['wine', 0.9067086941124288]
['urbane', 0.9067086941124288]
['fugitive', 0.9067086941124288]
['knit', 0.9067086941124288]
['dressmaking', 0.9067086941124288]
['seminary', 0.9067086941124288]
['grove', 0.9067086941124288]
['cousins', 0.9067086941124288]
['mens', 0.9067086941124288]
['vain', 0.9067086941124288]
['quarrelling', 0.9067086941124288]
['thickening', 0.9067086941124288]
['foi', 0.9067086941124288]
['shifting', 0.9067086941124288]
['call', 0.9067086941124288]
['dotted', 0.9067086941124288]
['maimed', 0.9067086941124288]
['scourging', 0.9067086941124288]
['indolent', 0.9067086941124288]
['vex', 0.9067086941124288]
['mahu', 0.9067086941124288]
['prevent', 0.9067086941124288]
['educate', 0.9067086941124288]
['cleanliness', 0.9067086941124288]
['_xvii_', 0.9067086941124288]
['studied', 0.9067086941124288]
['indolence', 0.9067086941124288]
['spot', 0.9067086941124288]
['filthy', 0.9067086941124288]
['solitary', 0.9067086941124288]
['revenants', 0.9067086941124288]
['vote', 0.9067086941124288]
['meddling', 0.9067086941124288]
['tastes', 0.9067086941124288]
['chancelleries', 0.9067086941124288]
['lulling', 0.9067086941124288]
['robe', 0.9067086941124288]
['anti', 0.9067086941124288]
['twig', 0.9067086941124288]
['cheery', 0.9067086941124288]
['clipse', 0.9067086941124288]
['cordwood', 0.9067086941124288]
['clan', 0.9067086941124288]
['fossils', 0.9067086941124288]
['lebanon', 0.9067086941124288]
['confided', 0.9067086941124288]
['echoin', 0.9067086941124288]
['practicable', 0.9067086941124288]
['vocabulary', 0.9067086941124288]
['_such_', 0.9067086941124288]
['chorals', 0.9067086941124288]
['squirrels', 0.9067086941124288]
['broaden', 0.9067086941124288]
['pick', 0.9067086941124288]
['ridding', 0.9067086941124288]
['freest', 0.9067086941124288]
['spoils', 0.9067086941124288]
['riverbank', 0.9067086941124288]
['gallop', 0.9067086941124288]
['transcendent', 0.9067086941124288]
['courteously', 0.9067086941124288]
['fender', 0.9067086941124288]
['coarser', 0.9067086941124288]
['odin', 0.9067086941124288]
['truths', 0.9067086941124288]
['entoure', 0.9067086941124288]
['explorin', 0.9067086941124288]
['ministerial', 0.9067086941124288]
['gazes', 0.9067086941124288]
['fights', 0.9067086941124288]
['pistols', 0.9067086941124288]
['underlay', 0.9067086941124288]
['worthless', 0.9067086941124288]
['ledgers', 0.9067086941124288]
['rumbling', 0.9067086941124288]
['minerva', 0.9067086941124288]
['hatches', 0.9067086941124288]
['pastor', 0.9067086941124288]
['ling', 0.9067086941124288]
['line', 0.9067086941124288]
['corsage', 0.9067086941124288]
['wove', 0.9067086941124288]
['twins', 0.9067086941124288]
['sire', 0.9067086941124288]
['complying', 0.9067086941124288]
['ministers', 0.9067086941124288]
['especial', 0.9067086941124288]
['standin', 0.9067086941124288]
['thirteen', 0.9067086941124288]
['populace', 0.9067086941124288]
['cromwell', 0.9067086941124288]
['latches', 0.9067086941124288]
['stimulate', 0.9067086941124288]
['sharon', 0.9067086941124288]
['punctures', 0.9067086941124288]
['colleagues', 0.9067086941124288]
['tortures', 0.9067086941124288]
['misunderstand', 0.9067086941124288]
['antelope', 0.9067086941124288]
['planted', 0.9067086941124288]
['tolerance', 0.9067086941124288]
['ca', 0.9067086941124288]
['ce', 0.9067086941124288]
['trajectory', 0.9067086941124288]
['colour', 0.9067086941124288]
['exemplary', 0.9067086941124288]
['politique', 0.9067086941124288]
['crise', 0.9067086941124288]
['gained', 0.9067086941124288]
['foretold', 0.9067086941124288]
['strode', 0.9067086941124288]
['cosmopolitan', 0.9067086941124288]
['quarto', 0.9067086941124288]
['transports', 0.9067086941124288]
['1365', 0.9067086941124288]
['bewildered', 0.9067086941124288]
['diverting', 0.9067086941124288]
['established', 0.9067086941124288]
['pursuit', 0.9067086941124288]
['hanse', 0.9067086941124288]
['glance', 0.9067086941124288]
['encamped', 0.9067086941124288]
['unfailing', 0.9067086941124288]
['greyness', 0.9067086941124288]
['they', 0.9067086941124288]
['_know_', 0.9067086941124288]
['protracted', 0.9067086941124288]
['stiffened', 0.9067086941124288]
['airs', 0.9067086941124288]
['caressingly', 0.9067086941124288]
['huntingdon', 0.9067086941124288]
['calmness', 0.9067086941124288]
['unsophisticated', 0.9067086941124288]
['briskly', 0.9067086941124288]
['predecessor', 0.9067086941124288]
['frowning', 0.9067086941124288]
['unparallel', 0.9067086941124288]
['props', 0.9067086941124288]
['cou', 0.9067086941124288]
['cot', 0.9067086941124288]
['broadening', 0.9067086941124288]
['petty', 0.9067086941124288]
['flexible', 0.9067086941124288]
['voice', 0.9067086941124288]
['overtaking', 0.9067086941124288]
['psychologic', 0.9067086941124288]
['hebrew', 0.9067086941124288]
['kept', 0.9067086941124288]
['arpad', 0.9067086941124288]
['adding', 0.9067086941124288]
['caps', 0.9067086941124288]
['denominated', 0.9067086941124288]
['undiscovered', 0.9067086941124288]
['generosity', 0.9067086941124288]
['cheated', 0.9067086941124288]
['vampires', 0.9067086941124288]
['flask', 0.9067086941124288]
['appears', 0.9067086941124288]
['lending', 0.9067086941124288]
['unadorned', 0.9067086941124288]
['plaything', 0.9067086941124288]
['chateaux', 0.9067086941124288]
['flourish', 0.9067086941124288]
['goal', 0.9067086941124288]
['remember', 0.9067086941124288]
['arabians', 0.9067086941124288]
['embassies', 0.9067086941124288]
['feats', 0.9067086941124288]
['halt', 0.9067086941124288]
['fling', 0.9067086941124288]
['flint', 0.9067086941124288]
['romulus', 0.9067086941124288]
['half', 0.9067086941124288]
['parsing', 0.9067086941124288]
['ee', 0.9067086941124288]
['ed', 0.9067086941124288]
['space', 0.9067086941124288]
['inevitably', 0.9067086941124288]
['grimacing', 0.9067086941124288]
['_electricity_', 0.9067086941124288]
['benefited', 0.9067086941124288]
['objective', 0.9067086941124288]
['prides', 0.9067086941124288]
['famine', 0.9067086941124288]
['concern', 0.9067086941124288]
['corroboration', 0.9067086941124288]
['tackling', 0.9067086941124288]
['fruit', 0.9067086941124288]
['generally', 0.9067086941124288]
['martyrs', 0.9067086941124288]
['strangulation', 0.9067086941124288]
['interposed', 0.9067086941124288]
['_xx_', 0.9067086941124288]
['healthfulness', 0.9067086941124288]
['staunch', 0.9067086941124288]
['astonish', 0.9067086941124288]
['pglaf', 0.9067086941124288]
['put', 0.9067086941124288]
['encoding', 0.9067086941124288]
['squeaky', 0.9067086941124288]
['nunzio', 0.9067086941124288]
['describes', 0.9067086941124288]
['shuttered', 0.9067086941124288]
['rub', 0.9067086941124288]
['consultation', 0.9067086941124288]
['humiliated', 0.9067086941124288]
['nuns', 0.9067086941124288]
['morea', 0.9067086941124288]
['prudence', 0.9067086941124288]
['grenelle', 0.9067086941124288]
['likened', 0.9067086941124288]
['drops', 0.9067086941124288]
['noonday', 0.9067086941124288]
['_swift_', 0.9067086941124288]
['lanciani', 0.9067086941124288]
['titian', 0.9067086941124288]
['mode', 0.9067086941124288]
['cringe', 0.9067086941124288]
['keel', 0.9067086941124288]
['_where_', 0.9067086941124288]
['unchanged', 0.9067086941124288]
['thereto', 0.9067086941124288]
['disquisition', 0.9067086941124288]
['unfathomable', 0.9067086941124288]
['irresolute', 0.9067086941124288]
['disobeyed', 0.9067086941124288]
['mail', 0.9067086941124288]
['brickbats', 0.9067086941124288]
['resident', 0.9067086941124288]
['accountant', 0.9067086941124288]
['limit', 0.9067086941124288]
['mopped', 0.9067086941124288]
['net', 0.9067086941124288]
['fichu', 0.9067086941124288]
['crystallizes', 0.9067086941124288]
['ministre', 0.9067086941124288]
['taught', 0.9067086941124288]
['stewart', 0.9067086941124288]
['inconsistency', 0.9067086941124288]
['debts', 0.9067086941124288]
['discoloration', 0.9067086941124288]
['prince', 0.9067086941124288]
['sorts', 0.9067086941124288]
['appeared', 0.9067086941124288]
['ii', 0.9067086941124288]
['il', 0.9067086941124288]
['convulsively', 0.9067086941124288]
['rome', 0.9067086941124288]
['rebellions', 0.9067086941124288]
['facts', 0.9067086941124288]
['undisturbed', 0.9067086941124288]
['salisbury', 0.9067086941124288]
['ship', 0.9067086941124288]
['felt', 0.9067086941124288]
['skim', 0.9067086941124288]
['skin', 0.9067086941124288]
['deceitful', 0.9067086941124288]
['growls', 0.9067086941124288]
['colloquial', 0.9067086941124288]
['enticements', 0.9067086941124288]
['troops', 0.9067086941124288]
['balks', 0.9067086941124288]
['thorns', 0.9067086941124288]
['cuts', 0.9067086941124288]
['killed', 0.9067086941124288]
['blacksmith', 0.9067086941124288]
['allemands', 0.9067086941124288]
['those', 0.9067086941124288]
['squall', 0.9067086941124288]
['island', 0.9067086941124288]
['insect', 0.9067086941124288]
['tupper', 0.9067086941124288]
['metaphors', 0.9067086941124288]
['cercle', 0.9067086941124288]
['mars', 0.9067086941124288]
['ophir', 0.9067086941124288]
['leaked', 0.9067086941124288]
['piscatory', 0.9067086941124288]
['outpourings', 0.9067086941124288]
['talks', 0.9067086941124288]
['economically', 0.9067086941124288]
['clergy', 0.9067086941124288]
['aspirant', 0.9067086941124288]
['purchased', 0.9067086941124288]
['caprice', 0.9067086941124288]
['soutane', 0.9067086941124288]
['chasin', 0.9067086941124288]
['idea', 0.9067086941124288]
['avenge', 0.9067086941124288]
['audacity', 0.9067086941124288]
['_high_', 0.9067086941124288]
['aphigmenos', 0.9067086941124288]
['baptised', 0.9067086941124288]
['twenty', 0.9067086941124288]
['entreated', 0.9067086941124288]
['bodleian', 0.9067086941124288]
['gruesome', 0.9067086941124288]
['rowed', 0.9067086941124288]
['thomas', 0.9067086941124288]
['sandals', 0.9067086941124288]
['rears', 0.9067086941124288]
['temperamental', 0.9067086941124288]
['echoing', 0.9067086941124288]
['peu', 0.9067086941124288]
['jockey', 0.9067086941124288]
['nests', 0.9067086941124288]
['praise', 0.9067086941124288]
['spruce', 0.9067086941124288]
['bleed', 0.9067086941124288]
['receipts', 0.9067086941124288]
['rudely', 0.9067086941124288]
['monkey', 0.9067086941124288]
['vishnu', 0.9067086941124288]
['tidy', 0.9067086941124288]
['aladdin', 0.9067086941124288]
['gravity', 0.9067086941124288]
['coloring', 0.9067086941124288]
['organ', 0.9067086941124288]
['center', 0.9067086941124288]
['overshadowed', 0.9067086941124288]
['dilapidation', 0.9067086941124288]
['bench', 0.9067086941124288]
['esq', 0.9067086941124288]
['wittingly', 0.9067086941124288]
['bug', 0.9067086941124288]
['embargo', 0.9067086941124288]
['ledge', 0.9067086941124288]
['bundle', 0.9067086941124288]
['baker', 0.9067086941124288]
['morny', 0.9067086941124288]
['baked', 0.9067086941124288]
['hate', 0.9067086941124288]
['missionary', 0.9067086941124288]
['leaders', 0.9067086941124288]
['shining', 0.9067086941124288]
['aim', 0.9067086941124288]
['beaten', 0.9067086941124288]
['boomed', 0.9067086941124288]
['ms', 0.9067086941124288]
['mr', 0.9067086941124288]
['dragoons', 0.9067086941124288]
['shoon', 0.9067086941124288]
['joyous', 0.9067086941124288]
['charging', 0.9067086941124288]
['mess', 0.9067086941124288]
['expectations', 0.9067086941124288]
['god', 0.9067086941124288]
['jeune', 0.9067086941124288]
['tamarind', 0.9067086941124288]
['donkey', 0.9067086941124288]
['protract', 0.9067086941124288]
['interspersed', 0.9067086941124288]
['precipitous', 0.9067086941124288]
['encore', 0.9067086941124288]
['_nom', 0.9067086941124288]
['specific', 0.9067086941124288]
['helpin', 0.9067086941124288]
['armed', 0.9067086941124288]
['ice', 0.9067086941124288]
['adore', 0.9067086941124288]
['outstretched', 0.9067086941124288]
['denounced', 0.9067086941124288]
['inland', 0.9067086941124288]
['dissipated', 0.9067086941124288]
['unbelievably', 0.9067086941124288]
['refund', 0.9067086941124288]
['opera', 0.9067086941124288]
['possibilities', 0.9067086941124288]
['nodding', 0.9067086941124288]
['begun', 0.9067086941124288]
['wag', 0.9067086941124288]
['soaring', 0.9067086941124288]
['intrinsically', 0.9067086941124288]
['require', 0.9067086941124288]
['huissiers', 0.9067086941124288]
['alderbush', 0.9067086941124288]
['considered', 0.9067086941124288]
['hooting', 0.9067086941124288]
['regarding', 0.9067086941124288]
['simmering', 0.9067086941124288]
['belittles', 0.9067086941124288]
['seers', 0.9067086941124288]
['grieved', 0.9067086941124288]
['senator', 0.9067086941124288]
['color', 0.9067086941124288]
['resentment', 0.9067086941124288]
['polo', 0.9067086941124288]
['robbed', 0.9067086941124288]
['clod', 0.9067086941124288]
['gouvernante', 0.9067086941124288]
['engulfed', 0.9067086941124288]
['easily', 0.9067086941124288]
['standstill', 0.9067086941124288]
['teachings', 0.9067086941124288]
['peuple', 0.9067086941124288]
['vicar', 0.9067086941124288]
['speculated', 0.9067086941124288]
['strictly', 0.9067086941124288]
['spouse', 0.9067086941124288]
['descartes', 0.9067086941124288]
['removal', 0.9067086941124288]
['worse', 0.9067086941124288]
['glonglims', 0.9067086941124288]
['meated', 0.9067086941124288]
['snug', 0.9067086941124288]
['arise', 0.9067086941124288]
['offspring', 0.9067086941124288]
['infecte', 0.9067086941124288]
['indomitable', 0.9067086941124288]
['onan', 0.9067086941124288]
['rasped', 0.9067086941124288]
['strengthen', 0.9067086941124288]
['rugs', 0.9067086941124288]
['measured', 0.9067086941124288]
['mineral', 0.9067086941124288]
['stones', 0.9067086941124288]
['nadaz', 0.9067086941124288]
['batch', 0.9067086941124288]
['roumanian', 0.9067086941124288]
['altruistic', 0.9067086941124288]
['omphale', 0.9067086941124288]
['standalone', 0.9067086941124288]
['stricken', 0.9067086941124288]
['potters', 0.9067086941124288]
['joining', 0.9067086941124288]
['issued', 0.9067086941124288]
['recrossing', 0.9067086941124288]
['sensation', 0.9067086941124288]
['heir', 0.9067086941124288]
['unites', 0.9067086941124288]
['astrologers', 0.9067086941124288]
['masks', 0.9067086941124288]
['martins', 0.9067086941124288]
['joanna', 0.9067086941124288]
['_vital_', 0.9067086941124288]
['savageness', 0.9067086941124288]
['undimmed', 0.9067086941124288]
['brutalized', 0.9067086941124288]
['spun', 0.9067086941124288]
['braid', 0.9067086941124288]
['makin', 0.9067086941124288]
['subscribe', 0.9067086941124288]
['imprudently', 0.9067086941124288]
['member', 0.9067086941124288]
['stable', 0.9067086941124288]
['howitzer', 0.9067086941124288]
['mines', 0.9067086941124288]
['instantaneous', 0.9067086941124288]
['bosses', 0.9067086941124288]
['_court', 0.9067086941124288]
['other', 0.9067086941124288]
['sailed', 0.9067086941124288]
['inducement', 0.9067086941124288]
['fissures', 0.9067086941124288]
['criticism', 0.9067086941124288]
['ablations', 0.9067086941124288]
['crowned', 0.9067086941124288]
['airly', 0.9067086941124288]
['bethought', 0.9067086941124288]
['tree', 0.9067086941124288]
['thrilled', 0.9067086941124288]
['avers', 0.9067086941124288]
['jasmine', 0.9067086941124288]
['substance', 0.9067086941124288]
['violin', 0.9067086941124288]
['_search_', 0.9067086941124288]
['desire', 0.9067086941124288]
['psychological', 0.9067086941124288]
['bacchanalia', 0.9067086941124288]
['thankful', 0.9067086941124288]
['magazines', 0.9067086941124288]
['ferme', 0.9067086941124288]
['dropsy', 0.9067086941124288]
['159', 0.9067086941124288]
['domingo', 0.9067086941124288]
['highness', 0.9067086941124288]
['leave', 0.9067086941124288]
['engrossing', 0.9067086941124288]
['tasks', 0.9067086941124288]
['spouted', 0.9067086941124288]
['sylvan', 0.9067086941124288]
['neighbourhood', 0.9067086941124288]
['buried', 0.9067086941124288]
['ironically', 0.9067086941124288]
['babbled', 0.9067086941124288]
['sable', 0.9067086941124288]
['yearly', 0.9067086941124288]
['seulement', 0.9067086941124288]
['igdrasil', 0.9067086941124288]
['salesroom', 0.9067086941124288]
['corrosive', 0.9067086941124288]
['hey', 0.9067086941124288]
['bristled', 0.9067086941124288]
['_central_', 0.9067086941124288]
['angelica', 0.9067086941124288]
['clamouring', 0.9067086941124288]
['blockade', 0.9067086941124288]
['beheld', 0.9067086941124288]
['fleece', 0.9067086941124288]
['enlightenment', 0.9067086941124288]
['morgan', 0.9067086941124288]
['scan', 0.9067086941124288]
['arrant', 0.9067086941124288]
['caress', 0.9067086941124288]
['accepting', 0.9067086941124288]
['farandole', 0.9067086941124288]
['degraded', 0.9067086941124288]
['_kings', 0.9067086941124288]
['weathercock', 0.9067086941124288]
['demons', 0.9067086941124288]
['compliment', 0.9067086941124288]
['screeched', 0.9067086941124288]
['allegiance', 0.9067086941124288]
['comport', 0.9067086941124288]
['knitting', 0.9067086941124288]
['spring', 0.9067086941124288]
['panfilo', 0.9067086941124288]
['transmission', 0.9067086941124288]
['mortuis', 0.9067086941124288]
['seventies', 0.9067086941124288]
['resulting', 0.9067086941124288]
['forefathers', 0.9067086941124288]
['midday', 0.9067086941124288]
['cherubim', 0.9067086941124288]
['doch', 0.9067086941124288]
['foresheet', 0.9067086941124288]
['hilarious', 0.9067086941124288]
['untortured', 0.9067086941124288]
['muhammad', 0.9067086941124288]
['trusting', 0.9067086941124288]
['reassuring', 0.9067086941124288]
['intertwining', 0.9067086941124288]
['mechanical', 0.9067086941124288]
['shaping', 0.9067086941124288]
['felony', 0.9067086941124288]
['coals', 0.9067086941124288]
['reiteration', 0.9067086941124288]
['flesh', 0.9067086941124288]
['spinner', 0.9067086941124288]
['government', 0.9067086941124288]
['scantiness', 0.9067086941124288]
['whistled', 0.9067086941124288]
['hier', 0.9067086941124288]
['intermediates', 0.9067086941124288]
['sirloin', 0.9067086941124288]
['againe', 0.9067086941124288]
['in_', 0.9067086941124288]
['apertures', 0.9067086941124288]
['confinement', 0.9067086941124288]
['diverted', 0.9067086941124288]
['immoveable', 0.9067086941124288]
['triumph', 0.9067086941124288]
['deliberate', 0.9067086941124288]
['theories', 0.9067086941124288]
['transparency', 0.9067086941124288]
['leedle', 0.9067086941124288]
['bank', 0.9067086941124288]
['tampering', 0.9067086941124288]
['disloyalty', 0.9067086941124288]
['aristophan', 0.9067086941124288]
['mindoc', 0.9067086941124288]
['anak', 0.9067086941124288]
['timidity', 0.9067086941124288]
['cleanly', 0.9067086941124288]
['cattle', 0.9067086941124288]
['failings', 0.9067086941124288]
['enters', 0.9067086941124288]
['gasped', 0.9067086941124288]
['poring', 0.9067086941124288]
['1815', 0.9067086941124288]
['palpable', 0.9067086941124288]
['prescribed', 0.9067086941124288]
['peacocks', 0.9067086941124288]
['athletic', 0.9067086941124288]
['eying', 0.9067086941124288]
['belongs', 0.9067086941124288]
['boxes', 0.9067086941124288]
['lashed', 0.9067086941124288]
['pose', 0.9067086941124288]
['confer', 0.9067086941124288]
['converse', 0.9067086941124288]
['topped', 0.9067086941124288]
['weirdest', 0.9067086941124288]
['rhythm', 0.9067086941124288]
['southwest', 0.9067086941124288]
['curse', 0.9067086941124288]
['chilliness', 0.9067086941124288]
['unregretted', 0.9067086941124288]
['moosewood', 0.9067086941124288]
['playful', 0.9067086941124288]
['domain', 0.9067086941124288]
['monos', 0.9067086941124288]
['celimene', 0.9067086941124288]
['cart', 0.9067086941124288]
['indecent', 0.9067086941124288]
['quai', 0.9067086941124288]
['chancellerie', 0.9067086941124288]
['slav', 0.9067086941124288]
['deux', 0.9067086941124288]
['mains', 0.9067086941124288]
['inventions', 0.9067086941124288]
['asleep', 0.9067086941124288]
['sport', 0.9067086941124288]
['stagers', 0.9067086941124288]
['valuable', 0.9067086941124288]
['miracle', 0.9067086941124288]
['equivalent', 0.9067086941124288]
['uneasy', 0.9067086941124288]
['_quien', 0.9067086941124288]
['bitts', 0.9067086941124288]
['lov', 0.9067086941124288]
['fervor', 0.9067086941124288]
['loiterers', 0.9067086941124288]
['louis', 0.9067086941124288]
['aimed', 0.9067086941124288]
['toys', 0.9067086941124288]
['saxons', 0.9067086941124288]
['helm', 0.9067086941124288]
['dictatorial', 0.9067086941124288]
['perceptibly', 0.9067086941124288]
['tunis', 0.9067086941124288]
['poisoned', 0.9067086941124288]
['unconscious', 0.9067086941124288]
['dally', 0.9067086941124288]
['toward', 0.9067086941124288]
['instilled', 0.9067086941124288]
['10001', 0.9067086941124288]
['grossly', 0.9067086941124288]
['underbrush', 0.9067086941124288]
['ruminate', 0.9067086941124288]
['shackles', 0.9067086941124288]
['convoked', 0.9067086941124288]
['barbary', 0.9067086941124288]
['wit', 0.9067086941124288]
['cheeks', 0.9067086941124288]
['ceylon', 0.9067086941124288]
['applications', 0.9067086941124288]
['bourne', 0.9067086941124288]
['camped', 0.9067086941124288]
['inhale', 0.9067086941124288]
['pio', 0.9067086941124288]
['peter', 0.9067086941124288]
['unfleshed', 0.9067086941124288]
['sways', 0.9067086941124288]
['freedom', 0.9067086941124288]
['shrank', 0.9067086941124288]
['equally', 0.9067086941124288]
['imperial', 0.9067086941124288]
['voluble', 0.9067086941124288]
['powders', 0.9067086941124288]
['flotilla', 0.9067086941124288]
['pannels', 0.9067086941124288]
['replacing', 0.9067086941124288]
['shatagee', 0.9067086941124288]
['impious', 0.9067086941124288]
['revolving', 0.9067086941124288]
['quench', 0.9067086941124288]
['botticelli', 0.9067086941124288]
['_xxiv_', 0.9067086941124288]
['mouse', 0.9067086941124288]
['entitles', 0.9067086941124288]
['neptune', 0.9067086941124288]
['butted', 0.9067086941124288]
['consciousness', 0.9067086941124288]
['human', 0.9067086941124288]
['assassination', 0.9067086941124288]
['character', 0.9067086941124288]
['dreamy', 0.9067086941124288]
['augustinus', 0.9067086941124288]
['rioting_', 0.9067086941124288]
['stevedores', 0.9067086941124288]
['mouthed', 0.9067086941124288]
['availing', 0.9067086941124288]
['potato', 0.9067086941124288]
['resourceful', 0.9067086941124288]
['tyin', 0.9067086941124288]
['dweller', 0.9067086941124288]
['unobserved', 0.9067086941124288]
['shook', 0.9067086941124288]
['elect', 0.9067086941124288]
['verge', 0.9067086941124288]
['nonce', 0.9067086941124288]
['confused', 0.9067086941124288]
['council', 0.9067086941124288]
['may', 0.9067086941124288]
['man', 0.9067086941124288]
['pitchin', 0.9067086941124288]
['alcmena', 0.9067086941124288]
['emerges', 0.9067086941124288]
['transmigration', 0.9067086941124288]
['eyed', 0.9067086941124288]
['butt', 0.9067086941124288]
['11', 0.9067086941124288]
['13', 0.9067086941124288]
['untold', 0.9067086941124288]
['pharaohs', 0.9067086941124288]
['limbed', 0.9067086941124288]
['tumultuously', 0.9067086941124288]
['mindful', 0.9067086941124288]
['ethically', 0.9067086941124288]
['pressing', 0.9067086941124288]
['enquiries', 0.9067086941124288]
['oil', 0.9067086941124288]
['pile', 0.9067086941124288]
['squalls', 0.9067086941124288]
['sneaked', 0.9067086941124288]
['bountiful', 0.9067086941124288]
['caterpillars', 0.9067086941124288]
['conqueror', 0.9067086941124288]
['palate', 0.9067086941124288]
['general', 0.9067086941124288]
['grasped', 0.9067086941124288]
['fill', 0.9067086941124288]
['twere', 0.9067086941124288]
['_are_', 0.9067086941124288]
['fruitless', 0.9067086941124288]
['important', 0.9067086941124288]
['resembled', 0.9067086941124288]
['fixtures', 0.9067086941124288]
['berreggnog', 0.9067086941124288]
['fondest', 0.9067086941124288]
['2d', 0.9067086941124288]
['narrative_', 0.9067086941124288]
['nemours', 0.9067086941124288]
['override', 0.9067086941124288]
['theft', 0.9067086941124288]
['cynical', 0.9067086941124288]
['gravest', 0.9067086941124288]
['mystic', 0.9067086941124288]
['vindictive', 0.9067086941124288]
['channelled', 0.9067086941124288]
['pelt', 0.9067086941124288]
['dismally', 0.9067086941124288]
['harassed', 0.9067086941124288]
['opponent', 0.9067086941124288]
['laziest', 0.9067086941124288]
['styria', 0.9067086941124288]
['ruban', 0.9067086941124288]
['salvaged', 0.9067086941124288]
['rudder', 0.9067086941124288]
['rhyme', 0.9067086941124288]
['agitating', 0.9067086941124288]
['capellmeister', 0.9067086941124288]
['exchange', 0.9067086941124288]
['implicit', 0.9067086941124288]
['30', 0.9067086941124288]
['lamb', 0.9067086941124288]
['furnace', 0.9067086941124288]
['masterpieces', 0.9067086941124288]
['resist', 0.9067086941124288]
['brusque', 0.9067086941124288]
['acceleration', 0.9067086941124288]
['parky', 0.9067086941124288]
['cleverest', 0.9067086941124288]
['rendezvous', 0.9067086941124288]
['gulch', 0.9067086941124288]
['lecter', 0.9067086941124288]
['awkwardness', 0.9067086941124288]
['carves', 0.9067086941124288]
['flourishing', 0.9067086941124288]
['gaze', 0.9067086941124288]
['bulk', 0.9067086941124288]
['shanties', 0.9067086941124288]
['spitting', 0.9067086941124288]
['wagner', 0.9067086941124288]
['authority', 0.9067086941124288]
['pepper', 0.9067086941124288]
['amphaeus', 0.9067086941124288]
['larned', 0.9067086941124288]
['goin', 0.9067086941124288]
['mobilier', 0.9067086941124288]
['barbarous', 0.9067086941124288]
['grief', 0.9067086941124288]
['sneers', 0.9067086941124288]
['scolding', 0.9067086941124288]
['nibelungen', 0.9067086941124288]
['delicacy', 0.9067086941124288]
['jumping', 0.9067086941124288]
['complexity', 0.9067086941124288]
['sovereignties', 0.9067086941124288]
['appeals', 0.9067086941124288]
['murder', 0.9067086941124288]
['devastating', 0.9067086941124288]
['uncomplainingly', 0.9067086941124288]
['curies', 0.9067086941124288]
['marveled', 0.9067086941124288]
['corrupt', 0.9067086941124288]
['unconscionable', 0.9067086941124288]
['suctions', 0.9067086941124288]
['bayin', 0.9067086941124288]
['_explosion_', 0.9067086941124288]
['58', 0.9067086941124288]
['regiment', 0.9067086941124288]
['offices', 0.9067086941124288]
['arbitrary', 0.9067086941124288]
['hung', 0.9067086941124288]
['plug', 0.9067086941124288]
['sluggard', 0.9067086941124288]
['naught', 0.9067086941124288]
['llo', 0.9067086941124288]
['chalmers', 0.9067086941124288]
['naiads', 0.9067086941124288]
['mckinley', 0.9067086941124288]
['lonely', 0.9067086941124288]
['_vice', 0.9067086941124288]
['daguerreian', 0.9067086941124288]
['broached', 0.9067086941124288]
['birria', 0.9067086941124288]
['hedge', 0.9067086941124288]
['illiad', 0.9067086941124288]
['501', 0.9067086941124288]
['tiger', 0.9067086941124288]
['persona', 0.9067086941124288]
['reward', 0.9067086941124288]
['snort', 0.9067086941124288]
['burdens', 0.9067086941124288]
['royalists', 0.9067086941124288]
['protrudes', 0.9067086941124288]
['battlements', 0.9067086941124288]
['_continuation', 0.9067086941124288]
['heathen', 0.9067086941124288]
['chinese', 0.9067086941124288]
['ladders', 0.9067086941124288]
['smoking', 0.9067086941124288]
['crust', 0.9067086941124288]
['proofreaders', 0.9067086941124288]
['condensed', 0.9067086941124288]
['behaviour', 0.9067086941124288]
['parable', 0.9067086941124288]
['artful', 0.9067086941124288]
['induced', 0.9067086941124288]
['exertions', 0.9067086941124288]
['monotony', 0.9067086941124288]
['cuff', 0.9067086941124288]
['saloon', 0.9067086941124288]
['journeys', 0.9067086941124288]
['pennies', 0.9067086941124288]
['stubble', 0.9067086941124288]
['gilded', 0.9067086941124288]
['relying', 0.9067086941124288]
['rave', 0.9067086941124288]
['plundering', 0.9067086941124288]
['loftiest', 0.9067086941124288]
['alphonse', 0.9067086941124288]
['darkenings', 0.9067086941124288]
['gurgling', 0.9067086941124288]
['sapping', 0.9067086941124288]
['abominably', 0.9067086941124288]
['tumblin', 0.9067086941124288]
['abominable', 0.9067086941124288]
['miser', 0.9067086941124288]
['calvin', 0.9067086941124288]
['scribonia', 0.9067086941124288]
['brovisions', 0.9067086941124288]
['souza', 0.9067086941124288]
['latitudes', 0.9067086941124288]
['_relative_', 0.9067086941124288]
['clasp', 0.9067086941124288]
['statute', 0.9067086941124288]
['_it', 0.9067086941124288]
['belts', 0.9067086941124288]
['apprehend', 0.9067086941124288]
['drip_', 0.9067086941124288]
['firstly', 0.9067086941124288]
['tendering', 0.9067086941124288]
['unshot', 0.9067086941124288]
['corners', 0.9067086941124288]
['shortenin', 0.9067086941124288]
['universe', 0.9067086941124288]
['sweat', 0.9067086941124288]
['cocked', 0.9067086941124288]
