['broiled', 0.9189688670469539]
['refund', 0.9189688670469539]
['opera', 0.9189688670469539]
['possibilities', 0.9189688670469539]
['nodding', 0.9189688670469539]
['begun', 0.9189688670469539]
['wag', 0.9189688670469539]
['soaring', 0.9189688670469539]
['intrinsically', 0.9189688670469539]
['require', 0.9189688670469539]
['huissiers', 0.9189688670469539]
['alderbush', 0.9189688670469539]
['considered', 0.9189688670469539]
['hooting', 0.9189688670469539]
['regarding', 0.9189688670469539]
['simmering', 0.9189688670469539]
['belittles', 0.9189688670469539]
['seers', 0.9189688670469539]
['grieved', 0.9189688670469539]
['senator', 0.9189688670469539]
['color', 0.9189688670469539]
['resentment', 0.9189688670469539]
['polo', 0.9189688670469539]
['robbed', 0.9189688670469539]
['clod', 0.9189688670469539]
['gouvernante', 0.9189688670469539]
['engulfed', 0.9189688670469539]
['easily', 0.9189688670469539]
['standstill', 0.9189688670469539]
['teachings', 0.9189688670469539]
['peuple', 0.9189688670469539]
['vicar', 0.9189688670469539]
['speculated', 0.9189688670469539]
['strictly', 0.9189688670469539]
['spouse', 0.9189688670469539]
['descartes', 0.9189688670469539]
['removal', 0.9189688670469539]
['worse', 0.9189688670469539]
['glonglims', 0.9189688670469539]
['meated', 0.9189688670469539]
['snug', 0.9189688670469539]
['arise', 0.9189688670469539]
['offspring', 0.9189688670469539]
['infecte', 0.9189688670469539]
['indomitable', 0.9189688670469539]
['onan', 0.9189688670469539]
['rasped', 0.9189688670469539]
['strengthen', 0.9189688670469539]
['rugs', 0.9189688670469539]
['measured', 0.9189688670469539]
['mineral', 0.9189688670469539]
['stones', 0.9189688670469539]
['nadaz', 0.9189688670469539]
['batch', 0.9189688670469539]
['roumanian', 0.9189688670469539]
['altruistic', 0.9189688670469539]
['omphale', 0.9189688670469539]
['standalone', 0.9189688670469539]
['stricken', 0.9189688670469539]
['potters', 0.9189688670469539]
['joining', 0.9189688670469539]
['issued', 0.9189688670469539]
['recrossing', 0.9189688670469539]
['sensation', 0.9189688670469539]
['heir', 0.9189688670469539]
['unites', 0.9189688670469539]
['astrologers', 0.9189688670469539]
['masks', 0.9189688670469539]
['martins', 0.9189688670469539]
['joanna', 0.9189688670469539]
['_vital_', 0.9189688670469539]
['savageness', 0.9189688670469539]
['undimmed', 0.9189688670469539]
['brutalized', 0.9189688670469539]
['spun', 0.9189688670469539]
['braid', 0.9189688670469539]
['makin', 0.9189688670469539]
['subscribe', 0.9189688670469539]
['imprudently', 0.9189688670469539]
['member', 0.9189688670469539]
['stable', 0.9189688670469539]
['howitzer', 0.9189688670469539]
['mines', 0.9189688670469539]
['instantaneous', 0.9189688670469539]
['bosses', 0.9189688670469539]
['_court', 0.9189688670469539]
['other', 0.9189688670469539]
['sailed', 0.9189688670469539]
['inducement', 0.9189688670469539]
['fissures', 0.9189688670469539]
['criticism', 0.9189688670469539]
['ablations', 0.9189688670469539]
['crowned', 0.9189688670469539]
['airly', 0.9189688670469539]
['bethought', 0.9189688670469539]
['tree', 0.9189688670469539]
['thrilled', 0.9189688670469539]
['avers', 0.9189688670469539]
['jasmine', 0.9189688670469539]
['substance', 0.9189688670469539]
['violin', 0.9189688670469539]
['_search_', 0.9189688670469539]
['desire', 0.9189688670469539]
['psychological', 0.9189688670469539]
['bacchanalia', 0.9189688670469539]
['thankful', 0.9189688670469539]
['magazines', 0.9189688670469539]
['ferme', 0.9189688670469539]
['dropsy', 0.9189688670469539]
['159', 0.9189688670469539]
['domingo', 0.9189688670469539]
['highness', 0.9189688670469539]
['leave', 0.9189688670469539]
['engrossing', 0.9189688670469539]
['tasks', 0.9189688670469539]
['spouted', 0.9189688670469539]
['sylvan', 0.9189688670469539]
['neighbourhood', 0.9189688670469539]
['buried', 0.9189688670469539]
['ironically', 0.9189688670469539]
['babbled', 0.9189688670469539]
['sable', 0.9189688670469539]
['yearly', 0.9189688670469539]
['seulement', 0.9189688670469539]
['igdrasil', 0.9189688670469539]
['salesroom', 0.9189688670469539]
['corrosive', 0.9189688670469539]
['hey', 0.9189688670469539]
['bristled', 0.9189688670469539]
['_central_', 0.9189688670469539]
['angelica', 0.9189688670469539]
['clamouring', 0.9189688670469539]
['blockade', 0.9189688670469539]
['beheld', 0.9189688670469539]
['fleece', 0.9189688670469539]
['enlightenment', 0.9189688670469539]
['morgan', 0.9189688670469539]
['scan', 0.9189688670469539]
['arrant', 0.9189688670469539]
['caress', 0.9189688670469539]
['accepting', 0.9189688670469539]
['farandole', 0.9189688670469539]
['degraded', 0.9189688670469539]
['_kings', 0.9189688670469539]
['weathercock', 0.9189688670469539]
['demons', 0.9189688670469539]
['compliment', 0.9189688670469539]
['screeched', 0.9189688670469539]
['allegiance', 0.9189688670469539]
['comport', 0.9189688670469539]
['knitting', 0.9189688670469539]
['spring', 0.9189688670469539]
['panfilo', 0.9189688670469539]
['transmission', 0.9189688670469539]
['mortuis', 0.9189688670469539]
['seventies', 0.9189688670469539]
['resulting', 0.9189688670469539]
['forefathers', 0.9189688670469539]
['midday', 0.9189688670469539]
['cherubim', 0.9189688670469539]
['doch', 0.9189688670469539]
['foresheet', 0.9189688670469539]
['hilarious', 0.9189688670469539]
['untortured', 0.9189688670469539]
['muhammad', 0.9189688670469539]
['trusting', 0.9189688670469539]
['reassuring', 0.9189688670469539]
['intertwining', 0.9189688670469539]
['mechanical', 0.9189688670469539]
['shaping', 0.9189688670469539]
['felony', 0.9189688670469539]
['coals', 0.9189688670469539]
['reiteration', 0.9189688670469539]
['flesh', 0.9189688670469539]
['spinner', 0.9189688670469539]
['government', 0.9189688670469539]
['scantiness', 0.9189688670469539]
['whistled', 0.9189688670469539]
['hier', 0.9189688670469539]
['intermediates', 0.9189688670469539]
['sirloin', 0.9189688670469539]
['againe', 0.9189688670469539]
['in_', 0.9189688670469539]
['apertures', 0.9189688670469539]
['confinement', 0.9189688670469539]
['diverted', 0.9189688670469539]
['immoveable', 0.9189688670469539]
['triumph', 0.9189688670469539]
['deliberate', 0.9189688670469539]
['theories', 0.9189688670469539]
['transparency', 0.9189688670469539]
['leedle', 0.9189688670469539]
['bank', 0.9189688670469539]
['tampering', 0.9189688670469539]
['disloyalty', 0.9189688670469539]
['aristophan', 0.9189688670469539]
['mindoc', 0.9189688670469539]
['anak', 0.9189688670469539]
['timidity', 0.9189688670469539]
['cleanly', 0.9189688670469539]
['cattle', 0.9189688670469539]
['failings', 0.9189688670469539]
['enters', 0.9189688670469539]
['gasped', 0.9189688670469539]
['poring', 0.9189688670469539]
['1815', 0.9189688670469539]
['palpable', 0.9189688670469539]
['prescribed', 0.9189688670469539]
['peacocks', 0.9189688670469539]
['athletic', 0.9189688670469539]
['eying', 0.9189688670469539]
['belongs', 0.9189688670469539]
['boxes', 0.9189688670469539]
['lashed', 0.9189688670469539]
['pose', 0.9189688670469539]
['confer', 0.9189688670469539]
['converse', 0.9189688670469539]
['topped', 0.9189688670469539]
['weirdest', 0.9189688670469539]
['rhythm', 0.9189688670469539]
['southwest', 0.9189688670469539]
['curse', 0.9189688670469539]
['chilliness', 0.9189688670469539]
['unregretted', 0.9189688670469539]
['moosewood', 0.9189688670469539]
['playful', 0.9189688670469539]
['domain', 0.9189688670469539]
['monos', 0.9189688670469539]
['celimene', 0.9189688670469539]
['cart', 0.9189688670469539]
['indecent', 0.9189688670469539]
['quai', 0.9189688670469539]
['chancellerie', 0.9189688670469539]
['slav', 0.9189688670469539]
['deux', 0.9189688670469539]
['mains', 0.9189688670469539]
['inventions', 0.9189688670469539]
['asleep', 0.9189688670469539]
['sport', 0.9189688670469539]
['stagers', 0.9189688670469539]
['valuable', 0.9189688670469539]
['miracle', 0.9189688670469539]
['equivalent', 0.9189688670469539]
['uneasy', 0.9189688670469539]
['_quien', 0.9189688670469539]
['bitts', 0.9189688670469539]
['lov', 0.9189688670469539]
['fervor', 0.9189688670469539]
['loiterers', 0.9189688670469539]
['louis', 0.9189688670469539]
['aimed', 0.9189688670469539]
['toys', 0.9189688670469539]
['saxons', 0.9189688670469539]
['helm', 0.9189688670469539]
['dictatorial', 0.9189688670469539]
['perceptibly', 0.9189688670469539]
['tunis', 0.9189688670469539]
['poisoned', 0.9189688670469539]
['unconscious', 0.9189688670469539]
['dally', 0.9189688670469539]
['toward', 0.9189688670469539]
['instilled', 0.9189688670469539]
['10001', 0.9189688670469539]
['grossly', 0.9189688670469539]
['underbrush', 0.9189688670469539]
['ruminate', 0.9189688670469539]
['shackles', 0.9189688670469539]
['convoked', 0.9189688670469539]
['barbary', 0.9189688670469539]
['wit', 0.9189688670469539]
['cheeks', 0.9189688670469539]
['ceylon', 0.9189688670469539]
['applications', 0.9189688670469539]
['bourne', 0.9189688670469539]
['camped', 0.9189688670469539]
['inhale', 0.9189688670469539]
['pio', 0.9189688670469539]
['peter', 0.9189688670469539]
['unfleshed', 0.9189688670469539]
['sways', 0.9189688670469539]
['freedom', 0.9189688670469539]
['shrank', 0.9189688670469539]
['equally', 0.9189688670469539]
['imperial', 0.9189688670469539]
['voluble', 0.9189688670469539]
['powders', 0.9189688670469539]
['flotilla', 0.9189688670469539]
['pannels', 0.9189688670469539]
['replacing', 0.9189688670469539]
['shatagee', 0.9189688670469539]
['impious', 0.9189688670469539]
['revolving', 0.9189688670469539]
['quench', 0.9189688670469539]
['botticelli', 0.9189688670469539]
['_xxiv_', 0.9189688670469539]
['mouse', 0.9189688670469539]
['entitles', 0.9189688670469539]
['neptune', 0.9189688670469539]
['butted', 0.9189688670469539]
['consciousness', 0.9189688670469539]
['human', 0.9189688670469539]
['assassination', 0.9189688670469539]
['character', 0.9189688670469539]
['dreamy', 0.9189688670469539]
['augustinus', 0.9189688670469539]
['rioting_', 0.9189688670469539]
['stevedores', 0.9189688670469539]
['mouthed', 0.9189688670469539]
['availing', 0.9189688670469539]
['potato', 0.9189688670469539]
['resourceful', 0.9189688670469539]
['tyin', 0.9189688670469539]
['dweller', 0.9189688670469539]
['unobserved', 0.9189688670469539]
['shook', 0.9189688670469539]
['elect', 0.9189688670469539]
['verge', 0.9189688670469539]
['nonce', 0.9189688670469539]
['confused', 0.9189688670469539]
['council', 0.9189688670469539]
['may', 0.9189688670469539]
['man', 0.9189688670469539]
['pitchin', 0.9189688670469539]
['alcmena', 0.9189688670469539]
['emerges', 0.9189688670469539]
['transmigration', 0.9189688670469539]
['eyed', 0.9189688670469539]
['butt', 0.9189688670469539]
['11', 0.9189688670469539]
['13', 0.9189688670469539]
['untold', 0.9189688670469539]
['pharaohs', 0.9189688670469539]
['limbed', 0.9189688670469539]
['tumultuously', 0.9189688670469539]
['mindful', 0.9189688670469539]
['ethically', 0.9189688670469539]
['pressing', 0.9189688670469539]
['enquiries', 0.9189688670469539]
['oil', 0.9189688670469539]
['pile', 0.9189688670469539]
['squalls', 0.9189688670469539]
['sneaked', 0.9189688670469539]
['bountiful', 0.9189688670469539]
['caterpillars', 0.9189688670469539]
['conqueror', 0.9189688670469539]
['palate', 0.9189688670469539]
['general', 0.9189688670469539]
['grasped', 0.9189688670469539]
['fill', 0.9189688670469539]
['twere', 0.9189688670469539]
['_are_', 0.9189688670469539]
['fruitless', 0.9189688670469539]
['important', 0.9189688670469539]
['resembled', 0.9189688670469539]
['fixtures', 0.9189688670469539]
['berreggnog', 0.9189688670469539]
['fondest', 0.9189688670469539]
['2d', 0.9189688670469539]
['narrative_', 0.9189688670469539]
['nemours', 0.9189688670469539]
['override', 0.9189688670469539]
['theft', 0.9189688670469539]
['cynical', 0.9189688670469539]
['gravest', 0.9189688670469539]
['mystic', 0.9189688670469539]
['vindictive', 0.9189688670469539]
['channelled', 0.9189688670469539]
['pelt', 0.9189688670469539]
['dismally', 0.9189688670469539]
['harassed', 0.9189688670469539]
['opponent', 0.9189688670469539]
['laziest', 0.9189688670469539]
['styria', 0.9189688670469539]
['ruban', 0.9189688670469539]
['salvaged', 0.9189688670469539]
['rudder', 0.9189688670469539]
['rhyme', 0.9189688670469539]
['agitating', 0.9189688670469539]
['capellmeister', 0.9189688670469539]
['exchange', 0.9189688670469539]
['implicit', 0.9189688670469539]
['30', 0.9189688670469539]
['lamb', 0.9189688670469539]
['furnace', 0.9189688670469539]
['masterpieces', 0.9189688670469539]
['resist', 0.9189688670469539]
['brusque', 0.9189688670469539]
['acceleration', 0.9189688670469539]
['parky', 0.9189688670469539]
['cleverest', 0.9189688670469539]
['rendezvous', 0.9189688670469539]
['gulch', 0.9189688670469539]
['lecter', 0.9189688670469539]
['awkwardness', 0.9189688670469539]
['carves', 0.9189688670469539]
['flourishing', 0.9189688670469539]
['gaze', 0.9189688670469539]
['bulk', 0.9189688670469539]
['shanties', 0.9189688670469539]
['spitting', 0.9189688670469539]
['wagner', 0.9189688670469539]
['authority', 0.9189688670469539]
['pepper', 0.9189688670469539]
['amphaeus', 0.9189688670469539]
['larned', 0.9189688670469539]
['goin', 0.9189688670469539]
['mobilier', 0.9189688670469539]
['barbarous', 0.9189688670469539]
['grief', 0.9189688670469539]
['sneers', 0.9189688670469539]
['scolding', 0.9189688670469539]
['nibelungen', 0.9189688670469539]
['delicacy', 0.9189688670469539]
['jumping', 0.9189688670469539]
['complexity', 0.9189688670469539]
['sovereignties', 0.9189688670469539]
['appeals', 0.9189688670469539]
['murder', 0.9189688670469539]
['devastating', 0.9189688670469539]
['uncomplainingly', 0.9189688670469539]
['curies', 0.9189688670469539]
['marveled', 0.9189688670469539]
['corrupt', 0.9189688670469539]
['unconscionable', 0.9189688670469539]
['suctions', 0.9189688670469539]
['bayin', 0.9189688670469539]
['_explosion_', 0.9189688670469539]
['58', 0.9189688670469539]
['regiment', 0.9189688670469539]
['offices', 0.9189688670469539]
['arbitrary', 0.9189688670469539]
['hung', 0.9189688670469539]
['plug', 0.9189688670469539]
['sluggard', 0.9189688670469539]
['naught', 0.9189688670469539]
['llo', 0.9189688670469539]
['chalmers', 0.9189688670469539]
['naiads', 0.9189688670469539]
['mckinley', 0.9189688670469539]
['lonely', 0.9189688670469539]
['_vice', 0.9189688670469539]
['daguerreian', 0.9189688670469539]
['broached', 0.9189688670469539]
['birria', 0.9189688670469539]
['hedge', 0.9189688670469539]
['illiad', 0.9189688670469539]
['501', 0.9189688670469539]
['tiger', 0.9189688670469539]
['persona', 0.9189688670469539]
['reward', 0.9189688670469539]
['snort', 0.9189688670469539]
['burdens', 0.9189688670469539]
['royalists', 0.9189688670469539]
['protrudes', 0.9189688670469539]
['battlements', 0.9189688670469539]
['_continuation', 0.9189688670469539]
['heathen', 0.9189688670469539]
['chinese', 0.9189688670469539]
['ladders', 0.9189688670469539]
['smoking', 0.9189688670469539]
['crust', 0.9189688670469539]
['proofreaders', 0.9189688670469539]
['condensed', 0.9189688670469539]
['behaviour', 0.9189688670469539]
['parable', 0.9189688670469539]
['artful', 0.9189688670469539]
['induced', 0.9189688670469539]
['exertions', 0.9189688670469539]
['monotony', 0.9189688670469539]
['cuff', 0.9189688670469539]
['saloon', 0.9189688670469539]
['journeys', 0.9189688670469539]
['pennies', 0.9189688670469539]
['stubble', 0.9189688670469539]
['gilded', 0.9189688670469539]
['relying', 0.9189688670469539]
['rave', 0.9189688670469539]
['plundering', 0.9189688670469539]
['loftiest', 0.9189688670469539]
['alphonse', 0.9189688670469539]
['darkenings', 0.9189688670469539]
['gurgling', 0.9189688670469539]
['sapping', 0.9189688670469539]
['abominably', 0.9189688670469539]
['tumblin', 0.9189688670469539]
['abominable', 0.9189688670469539]
['miser', 0.9189688670469539]
['calvin', 0.9189688670469539]
['scribonia', 0.9189688670469539]
['brovisions', 0.9189688670469539]
['souza', 0.9189688670469539]
['latitudes', 0.9189688670469539]
['_relative_', 0.9189688670469539]
['clasp', 0.9189688670469539]
['statute', 0.9189688670469539]
['_it', 0.9189688670469539]
['belts', 0.9189688670469539]
['apprehend', 0.9189688670469539]
['drip_', 0.9189688670469539]
['firstly', 0.9189688670469539]
['tendering', 0.9189688670469539]
['unshot', 0.9189688670469539]
['corners', 0.9189688670469539]
['shortenin', 0.9189688670469539]
['universe', 0.9189688670469539]
['sweat', 0.9189688670469539]
['cocked', 0.9189688670469539]
['stirring', 0.9189688670469539]
['inadequate', 0.9189688670469539]
['trailing', 0.9189688670469539]
['hungered', 0.9189688670469539]
['unlettered', 0.9189688670469539]
['slipriest', 0.9189688670469539]
['extort', 0.9189688670469539]
['pierson', 0.9189688670469539]
['lore', 0.9189688670469539]
['digit', 0.9189688670469539]
['specialist', 0.9189688670469539]
['dimness', 0.9189688670469539]
['untie', 0.9189688670469539]
['97', 0.9189688670469539]
['hot', 0.9189688670469539]
['alias', 0.9189688670469539]
['senators', 0.9189688670469539]
['piecemeal', 0.9189688670469539]
['spinning', 0.9189688670469539]
['absorbed', 0.9189688670469539]
['shale', 0.9189688670469539]
['shalt', 0.9189688670469539]
['stammered', 0.9189688670469539]
['stamps', 0.9189688670469539]
['conflagration', 0.9189688670469539]
['heliographing', 0.9189688670469539]
['tinge', 0.9189688670469539]
['agglomerate', 0.9189688670469539]
['processional', 0.9189688670469539]
['keeled', 0.9189688670469539]
['witty', 0.9189688670469539]
['bowing', 0.9189688670469539]
['consulting', 0.9189688670469539]
['statements', 0.9189688670469539]
['melan', 0.9189688670469539]
['detective', 0.9189688670469539]
['thinkers', 0.9189688670469539]
['rents', 0.9189688670469539]
['crescent', 0.9189688670469539]
['santa', 0.9189688670469539]
['ironical', 0.9189688670469539]
['shipmates', 0.9189688670469539]
['marbles', 0.9189688670469539]
['divides', 0.9189688670469539]
['truck', 0.9189688670469539]
['shudders', 0.9189688670469539]
['instantly', 0.9189688670469539]
['grotesqueness', 0.9189688670469539]
['prostitutes', 0.9189688670469539]
['inhaled', 0.9189688670469539]
['flanders', 0.9189688670469539]
['appreciations', 0.9189688670469539]
['structures', 0.9189688670469539]
['berserker', 0.9189688670469539]
['cobra', 0.9189688670469539]
['godlike', 0.9189688670469539]
['dissimilar', 0.9189688670469539]
['outlet', 0.9189688670469539]
['conversed', 0.9189688670469539]
['almighty', 0.9189688670469539]
['surveillance', 0.9189688670469539]
['inoffensive', 0.9189688670469539]
['_au', 0.9189688670469539]
['scholarship', 0.9189688670469539]
['summer', 0.9189688670469539]
['summed', 0.9189688670469539]
['trimmings', 0.9189688670469539]
['breathings', 0.9189688670469539]
['meals', 0.9189688670469539]
['mice', 0.9189688670469539]
['ambassadress', 0.9189688670469539]
['carriages', 0.9189688670469539]
['condemn', 0.9189688670469539]
['broadway', 0.9189688670469539]
['buys', 0.9189688670469539]
['lantern', 0.9189688670469539]
['retainer', 0.9189688670469539]
['flings', 0.9189688670469539]
['precipitating', 0.9189688670469539]
['gasket', 0.9189688670469539]
['dependent', 0.9189688670469539]
['daudet', 0.9189688670469539]
['adhered', 0.9189688670469539]
['riven', 0.9189688670469539]
['river', 0.9189688670469539]
['praetor', 0.9189688670469539]
['approaching', 0.9189688670469539]
['devil', 0.9189688670469539]
['handling', 0.9189688670469539]
['arching', 0.9189688670469539]
['barnet', 0.9189688670469539]
['shorter', 0.9189688670469539]
['unto', 0.9189688670469539]
['sneaks', 0.9189688670469539]
['effigy', 0.9189688670469539]
['existing', 0.9189688670469539]
['deduced', 0.9189688670469539]
['opinion', 0.9189688670469539]
['chinamen', 0.9189688670469539]
['pieces', 0.9189688670469539]
['purposed', 0.9189688670469539]
['halted', 0.9189688670469539]
['extraordinarily', 0.9189688670469539]
['appealing', 0.9189688670469539]
['fervent', 0.9189688670469539]
['contemptible', 0.9189688670469539]
['etc', 0.9189688670469539]
['incest', 0.9189688670469539]
['eteinte', 0.9189688670469539]
['mannered', 0.9189688670469539]
['semicircles', 0.9189688670469539]
['slantwise', 0.9189688670469539]
['shone', 0.9189688670469539]
['laboring', 0.9189688670469539]
['hubert', 0.9189688670469539]
['beeswax', 0.9189688670469539]
['shucks', 0.9189688670469539]
['extortions', 0.9189688670469539]
['tonnison', 0.9189688670469539]
['notes_', 0.9189688670469539]
['unmistakable', 0.9189688670469539]
['hottentot', 0.9189688670469539]
['steam', 0.9189688670469539]
['observes', 0.9189688670469539]
['ill', 0.9189688670469539]
['martaban', 0.9189688670469539]
['relaxing', 0.9189688670469539]
['concerning', 0.9189688670469539]
['centred', 0.9189688670469539]
['warlocks', 0.9189688670469539]
['compartments', 0.9189688670469539]
['impertinent', 0.9189688670469539]
['abstract', 0.9189688670469539]
['reality', 0.9189688670469539]
['ketch', 0.9189688670469539]
['switches', 0.9189688670469539]
['farallones', 0.9189688670469539]
['tustanaggee', 0.9189688670469539]
['mirent', 0.9189688670469539]
['regret', 0.9189688670469539]
['dissembled', 0.9189688670469539]
['_everyone_', 0.9189688670469539]
['appearin', 0.9189688670469539]
['supplant', 0.9189688670469539]
['counteract', 0.9189688670469539]
['avoided', 0.9189688670469539]
['accomplish', 0.9189688670469539]
['lumps', 0.9189688670469539]
['online', 0.9189688670469539]
['begin', 0.9189688670469539]
['crashing', 0.9189688670469539]
['seamstresses', 0.9189688670469539]
['_soles_', 0.9189688670469539]
['prettiest', 0.9189688670469539]
['garde', 0.9189688670469539]
['worry', 0.9189688670469539]
['blacker', 0.9189688670469539]
['charges', 0.9189688670469539]
['thinking', 0.9189688670469539]
['elementary', 0.9189688670469539]
['effacement', 0.9189688670469539]
['vinet', 0.9189688670469539]
['tussle', 0.9189688670469539]
['turmoil', 0.9189688670469539]
['strauss', 0.9189688670469539]
['alderman', 0.9189688670469539]
['sovereignty', 0.9189688670469539]
['nebraska', 0.9189688670469539]
['resized', 0.9189688670469539]
['augeas', 0.9189688670469539]
['sustain', 0.9189688670469539]
['curtsey', 0.9189688670469539]
['terrible', 0.9189688670469539]
['pinned', 0.9189688670469539]
['performances', 0.9189688670469539]
['snapping', 0.9189688670469539]
['grafted', 0.9189688670469539]
['both', 0.9189688670469539]
['headed', 0.9189688670469539]
['coup', 0.9189688670469539]
['undress', 0.9189688670469539]
['reef', 0.9189688670469539]
['stumbling', 0.9189688670469539]
['objection', 0.9189688670469539]
['drag', 0.9189688670469539]
['farms', 0.9189688670469539]
['_quiver_', 0.9189688670469539]
['ardent', 0.9189688670469539]
['ferreting', 0.9189688670469539]
['evoked', 0.9189688670469539]
['exhaustive', 0.9189688670469539]
['loftily', 0.9189688670469539]
['fearsome', 0.9189688670469539]
['_divine', 0.9189688670469539]
['cutlery', 0.9189688670469539]
['informal', 0.9189688670469539]
['saplin', 0.9189688670469539]
['mankind', 0.9189688670469539]
['pitied', 0.9189688670469539]
['durable', 0.9189688670469539]
['apologise', 0.9189688670469539]
['comity', 0.9189688670469539]
['florentine', 0.9189688670469539]
['molest', 0.9189688670469539]
['dodge', 0.9189688670469539]
['incubi', 0.9189688670469539]
['beautify', 0.9189688670469539]
['effect', 0.9189688670469539]
['sputtering', 0.9189688670469539]
['shrilled', 0.9189688670469539]
['instinct', 0.9189688670469539]
['pa', 0.9189688670469539]
['teaching', 0.9189688670469539]
['superstitious', 0.9189688670469539]
['mooch', 0.9189688670469539]
['semble', 0.9189688670469539]
['purchase', 0.9189688670469539]
['operations', 0.9189688670469539]
['damascus', 0.9189688670469539]
['shaggy', 0.9189688670469539]
['twisted', 0.9189688670469539]
['boating', 0.9189688670469539]
['helmholtz', 0.9189688670469539]
['anxiety', 0.9189688670469539]
['adjourned', 0.9189688670469539]
['definitely', 0.9189688670469539]
['wearing', 0.9189688670469539]
['bad', 0.9189688670469539]
['bac', 0.9189688670469539]
['gentry', 0.9189688670469539]
['ether', 0.9189688670469539]
['inattention', 0.9189688670469539]
['amour', 0.9189688670469539]
['tucking', 0.9189688670469539]
['livre', 0.9189688670469539]
['warded', 0.9189688670469539]
['stimuli', 0.9189688670469539]
['quartermaster', 0.9189688670469539]
['smokes', 0.9189688670469539]
['affinity', 0.9189688670469539]
['billow', 0.9189688670469539]
['build_', 0.9189688670469539]
['builds', 0.9189688670469539]
['stages', 0.9189688670469539]
['trepidation', 0.9189688670469539]
['technique', 0.9189688670469539]
['din', 0.9189688670469539]
['dis', 0.9189688670469539]
['ville', 0.9189688670469539]
['threshed', 0.9189688670469539]
['favour', 0.9189688670469539]
['earthquake', 0.9189688670469539]
['condescension', 0.9189688670469539]
['beholder', 0.9189688670469539]
['acceptable', 0.9189688670469539]
['malay', 0.9189688670469539]
['beholden', 0.9189688670469539]
['accessory', 0.9189688670469539]
['benvenuto', 0.9189688670469539]
['maid', 0.9189688670469539]
['_politics_', 0.9189688670469539]
['developments', 0.9189688670469539]
['miles', 0.9189688670469539]
['mercantile', 0.9189688670469539]
['unbehasslich', 0.9189688670469539]
['lyons', 0.9189688670469539]
['mining', 0.9189688670469539]
['norman', 0.9189688670469539]
['mircalla', 0.9189688670469539]
['orleanists', 0.9189688670469539]
['soliciting', 0.9189688670469539]
['incredulous', 0.9189688670469539]
['contracts', 0.9189688670469539]
['across', 0.9189688670469539]
['condensing', 0.9189688670469539]
['maintained', 0.9189688670469539]
['turtles', 0.9189688670469539]
['associates', 0.9189688670469539]
['everyday', 0.9189688670469539]
['movements', 0.9189688670469539]
['pad', 0.9189688670469539]
['struggling', 0.9189688670469539]
['aiming', 0.9189688670469539]
['hysterics', 0.9189688670469539]
['transpiring', 0.9189688670469539]
['violence', 0.9189688670469539]
['sartin', 0.9189688670469539]
['forges', 0.9189688670469539]
['children', 0.9189688670469539]
['movement', 0.9189688670469539]
['clapping', 0.9189688670469539]
['diamond', 0.9189688670469539]
['pregnant', 0.9189688670469539]
['lovers', 0.9189688670469539]
['tiresome', 0.9189688670469539]
['geared', 0.9189688670469539]
['redistributing', 0.9189688670469539]
['cometary', 0.9189688670469539]
['aged', 0.9189688670469539]
['daphne', 0.9189688670469539]
['fins', 0.9189688670469539]
['perched', 0.9189688670469539]
['boulder', 0.9189688670469539]
['appreciable', 0.9189688670469539]
['overhanging', 0.9189688670469539]
['bid', 0.9189688670469539]
['pronounced', 0.9189688670469539]
['waltz', 0.9189688670469539]
['trollin', 0.9189688670469539]
['cabs', 0.9189688670469539]
['bleeding', 0.9189688670469539]
['chicago', 0.9189688670469539]
['toast', 0.9189688670469539]
['hertz', 0.9189688670469539]
['alaska', 0.9189688670469539]
['presidents', 0.9189688670469539]
['tunnel', 0.9189688670469539]
['chief', 0.9189688670469539]
['slacken', 0.9189688670469539]
['lizzie', 0.9189688670469539]
['wagged', 0.9189688670469539]
['barriere', 0.9189688670469539]
['south', 0.9189688670469539]
['demonstration', 0.9189688670469539]
['unless', 0.9189688670469539]
['blackbird', 0.9189688670469539]
['empedocles', 0.9189688670469539]
['sarto', 0.9189688670469539]
['allurements', 0.9189688670469539]
['punctual', 0.9189688670469539]
['royalty', 0.9189688670469539]
['sofa', 0.9189688670469539]
['knowin', 0.9189688670469539]
['maze', 0.9189688670469539]
['reminds', 0.9189688670469539]
['pin', 0.9189688670469539]
['pia', 0.9189688670469539]
['dridrano', 0.9189688670469539]
['husks', 0.9189688670469539]
['8th', 0.9189688670469539]
['paris', 0.9189688670469539]
['risk', 0.9189688670469539]
['louder', 0.9189688670469539]
['christ', 0.9189688670469539]
['digest', 0.9189688670469539]
['destroyer', 0.9189688670469539]
['destroyed', 0.9189688670469539]
['driving', 0.9189688670469539]
['formation', 0.9189688670469539]
['recite', 0.9189688670469539]
['industrial', 0.9189688670469539]
['philosophical', 0.9189688670469539]
['wildly', 0.9189688670469539]
['philosophic', 0.9189688670469539]
['glow', 0.9189688670469539]
['kindling', 0.9189688670469539]
['gallieras', 0.9189688670469539]
['temptation', 0.9189688670469539]
['ailed', 0.9189688670469539]
['listlessly', 0.9189688670469539]
['devour', 0.9189688670469539]
['devout', 0.9189688670469539]
['sipped', 0.9189688670469539]
['vexed', 0.9189688670469539]
['aback', 0.9189688670469539]
['deliberations', 0.9189688670469539]
['hearth', 0.9189688670469539]
['contrariness', 0.9189688670469539]
['diaphanous', 0.9189688670469539]
