['dramatic', 0.9987363100813326]
['bites', 0.9200786708526304]
['pagan', 0.9199341519914195]
['daguerrian', 0.9198818296620093]
['subtler', 0.919570148690215]
['sits', 0.9195201079968333]
['opposition', 0.9194455172024226]
['wayfarers', 0.9193645267986297]
['flattery', 0.9193366157133789]
['whither', 0.9192735670562285]
['traversed', 0.9190683292962872]
['theatrical', 0.9190683292962872]
['savages', 0.9190683292962872]
['publishing', 0.9190683292962872]
['pig', 0.9190683292962872]
['contrariwise', 0.918840710472279]
['downward', 0.9188264267089777]
['exclamations', 0.9187214050565968]
['pensants', 0.9187061105844915]
['lukewarm', 0.9185851509476992]
['wrath', 0.9184741869154699]
['china', 0.918408425223801]
['sweden', 0.9183988771253313]
['banks', 0.9183366973602107]
['passerent', 0.9181404180558713]
['improved', 0.9181387947034332]
['crests', 0.9181344099533986]
['accumulated', 0.9181135455264111]
['panels', 0.9180690800911374]
['receding', 0.9178995782188221]
['quietly', 0.9175166317475885]
['parody', 0.9174343172119762]
['handily', 0.917404144374482]
['jealous', 0.9173310817215553]
['under', 0.9172859158381692]
['dumb', 0.9172859158381692]
['000', 0.9170516371281242]
['salient', 0.9170251991612337]
['heeded', 0.9170074043931904]
['towers', 0.9168814175748237]
['inconsequent', 0.9166472927949234]
['misers', 0.9166329656494622]
['sailorman', 0.9165468899793364]
['appurtenances', 0.9162229383364388]
['fireballs', 0.916189261697557]
['disillusioning', 0.916189261697557]
['governess', 0.916189261697557]
['woe', 0.916189261697557]
['torment', 0.916189261697557]
['feared', 0.916189261697557]
['adroitly', 0.916189261697557]
['blowing', 0.916189261697557]
['scuttled', 0.916189261697557]
['whim', 0.916189261697557]
['wraith', 0.916189261697557]
['analyzed', 0.916189261697557]
['leanings', 0.9161543797747501]
['oracle', 0.9159500228338835]
['known', 0.915924800157356]
['_passion', 0.9158793321016065]
['legion', 0.9157523104134365]
['door', 0.9155729792587718]
['maitre', 0.9155729792587718]
['pronger', 0.9154411888312202]
['sickened', 0.9152315807177064]
['rise', 0.9152006954881027]
['steep', 0.9149309972242088]
['guest', 0.9146961697217302]
['regular', 0.9146961697217302]
['scanty', 0.9146151393150497]
['instructors', 0.9146038373550992]
['heroic', 0.9145290044001958]
['statue', 0.9144906075909672]
['bushels', 0.9144214508323373]
['pitted', 0.9144214508323373]
['brave', 0.9141343708155489]
['shock', 0.9140981216719778]
['attended', 0.9138571351434713]
['employing', 0.9135972168892434]
['cruelty', 0.9134896184291753]
['aforementioned', 0.9134394946970789]
['kitchens', 0.913435337973417]
['persuade', 0.9133608198405335]
['_all', 0.9131883919325069]
['forger', 0.9131883919325069]
['bait', 0.9130619632385938]
['disappearance', 0.9129575589522971]
['were', 0.9128219612448838]
['shearing', 0.9126783710368749]
['restaurants', 0.9124991380159458]
['compelling', 0.9124915117916458]
['indisposed', 0.9124699744497846]
['fright_', 0.9123401606365853]
['magna', 0.9121872741203902]
['succeeding', 0.9121350440274028]
['gruntin', 0.9120436442807414]
['locating', 0.9119973948970008]
['resolution', 0.9119637156316336]
['nonentity', 0.9117547669548471]
['woolwich', 0.9115454981668679]
['habiliments', 0.911469964923326]
['implies', 0.911354909106756]
['huskily', 0.9111000013438371]
['doors', 0.9109497191431117]
['enthusiastic', 0.9109036930803952]
['vivacious', 0.9104807898640923]
['funds', 0.9102221695732492]
['combined', 0.9101839777871588]
['invaded', 0.9101551200095325]
['mound', 0.909895485671957]
['bulgaria', 0.909866312623971]
['greasy', 0.9098168985700175]
['totter', 0.9097235359345563]
['checks', 0.9097235359345563]
['discovering', 0.909692632855477]
['palaver', 0.9096639371590237]
['abides', 0.9096639371590237]
['accusation', 0.9095811632120852]
['averaging', 0.9095212361126038]
['antonio', 0.9095212361126038]
['kinds', 0.9094265136047827]
['wide', 0.9093746932824247]
['hereabouts', 0.9092615869854012]
['came', 0.9092291605743685]
['sneered', 0.9091932272753805]
['believing', 0.909179212344397]
['petronius', 0.909179212344397]
['undergo', 0.909179212344397]
['omnipotent', 0.9089468741011832]
['chose', 0.9089468741011832]
['indians', 0.9089468741011832]
['mesmerised', 0.9085238857808563]
['ah', 0.9084980921431025]
['implied', 0.9084369080369629]
['dry', 0.9083123332969502]
['prostration', 0.9082838346870602]
['flaccid', 0.9081623149550665]
['indefinite', 0.9080603018190996]
['prisons', 0.9080603018190996]
['easels', 0.9080210728464853]
['proofs', 0.9079117569855896]
['severs', 0.9078824436331282]
['petting', 0.9078362731123798]
['lightin', 0.9078176612616308]
['evangelists', 0.9078089056748163]
['bourse', 0.9077018555475674]
['prefet', 0.9076319785761766]
['tres', 0.9075894991771803]
['bugle', 0.9075539342757102]
['fundamental', 0.9073564817635155]
['freeze', 0.9071306504525376]
['advocacy', 0.907031442816439]
['purcell', 0.9066275812047158]
['homely', 0.9065405331514405]
['reprisals_', 0.9063655919050335]
['gilding', 0.9063655919050335]
['flatter', 0.9063655919050335]
['grievance', 0.9063655919050335]
['precedence', 0.9063655919050335]
['dreissig', 0.9063655919050335]
['buttons', 0.9063655919050335]
['momentary', 0.9063655919050335]
['lunching', 0.9063655919050335]
['stupid', 0.9063655919050335]
['bigoted', 0.9063655919050335]
['clambers', 0.9063248366772414]
['15th', 0.9062990871463273]
['freshets', 0.9062990871463273]
['inconsiderable', 0.9062990871463273]
['marino', 0.9062990871463273]
['ease', 0.90609266385316]
['trolling', 0.9060556147390009]
['mole', 0.9058733291350907]
['aube', 0.9058722822475185]
['chances', 0.9058722822475185]
['underlie', 0.9057082227108163]
['_see_', 0.9055028006849389]
['theory', 0.9054925247514932]
['sorrowfully', 0.9053948112763461]
['_long', 0.9052388121465087]
['popple', 0.9052388121465087]
['township', 0.9052119233794438]
['readiness', 0.9050248722918761]
['supplication', 0.9048750075701296]
['bay', 0.9046181927730792]
['wisconsin', 0.904321654268945]
['feathers', 0.9042240646319275]
['taste', 0.9042240646319275]
['equipped', 0.9042240646319275]
['decent', 0.903489246264032]
['interlocking', 0.9034516725498273]
['corps', 0.9034117964192228]
['awful', 0.9033919177412382]
['forsythe', 0.90307298263495]
['allumettes', 0.9030463507720693]
['easiest', 0.9025387585416851]
['infused', 0.9023476234732783]
['low', 0.9023466789562098]
['outcropping', 0.9022663853089181]
['chrysanthemums', 0.9022547444758058]
['vary', 0.9020626179078466]
['tangible', 0.9016003610623243]
['steadied', 0.9015903844406872]
['modesty', 0.9015863342804997]
['ground', 0.9015801696836755]
['emphatic', 0.9015692595763934]
['http', 0.9013326696738505]
['peru', 0.9013326696738505]
['hoarding', 0.9013018708069357]
['wounding', 0.9006988517947012]
['concept', 0.9006751550278334]
['remotely', 0.9004649729929244]
['interlocked', 0.9004383395402449]
['waned', 0.9004178301008122]
['bandana', 0.9003196910472401]
['swarthy', 0.9003196910472401]
['staid', 0.9003139040348908]
['elastic', 0.9003139040348908]
['crois', 0.9002092447276521]
['immovable', 0.9001267012217352]
['suspicious', 0.9000480665837973]
