['quare', 0.9322235349796244]
['overgrown', 0.9322235349796244]
['wider', 0.9322235349796244]
['allurement', 0.9322235349796244]
['hoist', 0.9322235349796244]
['_illustrations', 0.9322235349796244]
['outcries', 0.9322235349796244]
['schermerhorn', 0.9322235349796244]
['exile', 0.9322235349796244]
['pandit', 0.9322235349796244]
['horizon', 0.9322235349796244]
['treble', 0.9322235349796244]
['prisoners', 0.9322235349796244]
['maxim', 0.9322235349796244]
['maddest', 0.9322235349796244]
['wintry', 0.9322235349796244]
['dace', 0.9322235349796244]
['shrine', 0.9322235349796244]
['sighted', 0.9322235349796244]
['comeliness', 0.9322235349796244]
['provision', 0.9322235349796244]
['cairo', 0.9322235349796244]
['couldn', 0.9322235349796244]
['yourself', 0.9322235349796244]
['jutted', 0.9322235349796244]
['flatly', 0.9322235349796244]
['complexion', 0.9322235349796244]
['whipped', 0.9322235349796244]
['notice', 0.9322235349796244]
['pluck', 0.9322235349796244]
['wreaths', 0.9322235349796244]
['odes', 0.9322235349796244]
['centuries', 0.9322235349796244]
['despatched', 0.9322235349796244]
['fidgeted', 0.9322235349796244]
['laboratories', 0.9322235349796244]
['wrecks', 0.9322235349796244]
['bellamy', 0.9322235349796244]
['forks', 0.9322235349796244]
['cats', 0.9322235349796244]
['scanned', 0.9322235349796244]
['_work_', 0.9322235349796244]
['repay', 0.9322235349796244]
['profits', 0.9322235349796244]
['rogue', 0.9322235349796244]
['gyves', 0.9322235349796244]
['casual', 0.9322235349796244]
['obtrude', 0.9322235349796244]
['zanzibar', 0.9322235349796244]
['grizzled', 0.9322235349796244]
['moaning', 0.9322235349796244]
['lycees', 0.9322235349796244]
['attendants', 0.9322235349796244]
['concentration', 0.9322235349796244]
['lid', 0.9322235349796244]
['chirruped', 0.9322235349796244]
['celebrities', 0.9322235349796244]
['cords', 0.9322235349796244]
['basement', 0.9322235349796244]
['exhibiting', 0.9322235349796244]
['probably', 0.9322235349796244]
['craters', 0.9322235349796244]
['gaunt', 0.9322235349796244]
['mumble', 0.9322235349796244]
['arrest', 0.9322235349796244]
['loosened', 0.9322235349796244]
['poland', 0.9322235349796244]
['saddles', 0.9322235349796244]
['guest_', 0.9322235349796244]
['react', 0.9322235349796244]
['tracing', 0.9322235349796244]
['hinge', 0.9322235349796244]
['bewilders', 0.9322235349796244]
['electrical', 0.9322235349796244]
['nay', 0.9322235349796244]
['militaire', 0.9322235349796244]
['exits', 0.9322235349796244]
['carter', 0.9322235349796244]
['prescribe', 0.9322235349796244]
['daybreak', 0.9322235349796244]
['nonchalance', 0.9322235349796244]
['vehicle', 0.9322235349796244]
['becomes', 0.9322235349796244]
['immoral', 0.9322235349796244]
['crazed', 0.9322235349796244]
['seniors', 0.9322235349796244]
['strokes', 0.9322235349796244]
['pities', 0.9322235349796244]
['bears', 0.9322235349796244]
['powder', 0.9322235349796244]
['poet', 0.9322235349796244]
['uplifted', 0.9322235349796244]
['senses', 0.9322235349796244]
['chalk', 0.9322235349796244]
['coating', 0.9322235349796244]
['balloon', 0.9322235349796244]
['theodor', 0.9322235349796244]
['contests_', 0.9322235349796244]
['lured', 0.9322235349796244]
['sleighs', 0.9322235349796244]
['balkans', 0.9322235349796244]
['madame', 0.9322235349796244]
['penny', 0.9322235349796244]
['cavalry', 0.9322235349796244]
['ecstatic', 0.9322235349796244]
['portion', 0.9322235349796244]
['spouts', 0.9322235349796244]
['secondly', 0.9322235349796244]
['even', 0.9322235349796244]
['ever', 0.9322235349796244]
['eyebrows', 0.9322235349796244]
['calm', 0.9322235349796244]
['peeping', 0.9322235349796244]
['oarsmen', 0.9322235349796244]
['quo_', 0.9322235349796244]
['unpretending', 0.9322235349796244]
['betted', 0.9322235349796244]
['carve', 0.9322235349796244]
['downs', 0.9322235349796244]
['afforded', 0.9322235349796244]
['successively', 0.9322235349796244]
['principles', 0.9322235349796244]
['principled', 0.9322235349796244]
['usages', 0.9322235349796244]
['fathomless', 0.9322235349796244]
['venezuela', 0.9322235349796244]
['bar', 0.9322235349796244]
['softly', 0.9322235349796244]
['mournfully', 0.9322235349796244]
['sevres', 0.9322235349796244]
['adventer', 0.9322235349796244]
['lumberin', 0.9322235349796244]
['unnoted', 0.9322235349796244]
['mythological', 0.9322235349796244]
['distorts', 0.9322235349796244]
['overt', 0.9322235349796244]
['potential', 0.9322235349796244]
['notorious', 0.9322235349796244]
['offering', 0.9322235349796244]
['unholy', 0.9322235349796244]
['sabres', 0.9322235349796244]
['unpleasant', 0.9322235349796244]
['pious', 0.9322235349796244]
['did', 0.9322235349796244]
['acceptably', 0.9322235349796244]
['fly', 0.9322235349796244]
['quivery', 0.9322235349796244]
['slily', 0.9322235349796244]
['mais', 0.9322235349796244]
['ours', 0.9322235349796244]
['possess', 0.9322235349796244]
['requesting', 0.9322235349796244]
['ministry', 0.9322235349796244]
['personalities', 0.9322235349796244]
['slept', 0.9322235349796244]
['dash', 0.9322235349796244]
['normal', 0.9322235349796244]
['moaned', 0.9322235349796244]
['whispered', 0.9322235349796244]
['despaired', 0.9322235349796244]
['mart', 0.9322235349796244]
['employments', 0.9322235349796244]
['gripped', 0.9322235349796244]
['pat', 0.9322235349796244]
['seagulls', 0.9322235349796244]
['running', 0.9322235349796244]
['gates', 0.9322235349796244]
['mon', 0.9322235349796244]
['critical', 0.9322235349796244]
['finicky', 0.9322235349796244]
['practical', 0.9322235349796244]
['road', 0.9322235349796244]
['decisive', 0.9322235349796244]
['deepened', 0.9322235349796244]
['fellow', 0.9322235349796244]
['prudent', 0.9322235349796244]
['awkwardly', 0.9322235349796244]
['preordained', 0.9322235349796244]
['abt', 0.9322235349796244]
['coronet', 0.9322235349796244]
['speeches', 0.9322235349796244]
['eat_', 0.9322235349796244]
['oblique', 0.9322235349796244]
['forthwith', 0.9322235349796244]
['lookout', 0.9322235349796244]
['muscles', 0.9322235349796244]
['favorably', 0.9322235349796244]
['excels', 0.9322235349796244]
['cunningest', 0.9322235349796244]
['adapts', 0.9322235349796244]
['vine', 0.9322235349796244]
['medley', 0.9322235349796244]
['surrendered', 0.9322235349796244]
['11th', 0.9322235349796244]
['donate', 0.9322235349796244]
['cubes', 0.9322235349796244]
['prosecuting', 0.9322235349796244]
['headaches', 0.9322235349796244]
['foreshadowed', 0.9322235349796244]
['imperialist', 0.9322235349796244]
['drawbacks', 0.9322235349796244]
['supersede', 0.9322235349796244]
['profoundly', 0.9322235349796244]
['serves', 0.9322235349796244]
['ourselves', 0.9322235349796244]
['misplaced', 0.9322235349796244]
['transmuted', 0.9322235349796244]
['icarus', 0.9322235349796244]
['accidental', 0.9322235349796244]
['oedipus', 0.9322235349796244]
['vehicles', 0.9322235349796244]
['2001', 0.9322235349796244]
['maintain', 0.9322235349796244]
['justification', 0.9322235349796244]
['tenue', 0.9322235349796244]
['extreme', 0.9322235349796244]
['extravagance', 0.9322235349796244]
['scandal', 0.9322235349796244]
['impotency', 0.9322235349796244]
['eccentricity', 0.9322235349796244]
['billed', 0.9322235349796244]
['flacons', 0.9322235349796244]
['stock', 0.9322235349796244]
['united', 0.9322235349796244]
['furnish', 0.9322235349796244]
['shreds', 0.9322235349796244]
['relativity', 0.9322235349796244]
['day', 0.9322235349796244]
['estranged', 0.9322235349796244]
['radiant', 0.9322235349796244]
['identified', 0.9322235349796244]
['empires', 0.9322235349796244]
['lecture', 0.9322235349796244]
['qualification', 0.9322235349796244]
['negro', 0.9322235349796244]
['dictate', 0.9322235349796244]
['orloff', 0.9322235349796244]
['bear', 0.9322235349796244]
['flapped', 0.9322235349796244]
['routine', 0.9322235349796244]
['promoter', 0.9322235349796244]
['occultism', 0.9322235349796244]
['helper', 0.9322235349796244]
['helped', 0.9322235349796244]
['toil', 0.9322235349796244]
['eddying', 0.9322235349796244]
['lake', 0.9322235349796244]
['spielsdorf', 0.9322235349796244]
['glad_', 0.9322235349796244]
['noisy', 0.9322235349796244]
['visconti', 0.9322235349796244]
['brand', 0.9322235349796244]
['tarpaulins', 0.9322235349796244]
['unintelligible', 0.9322235349796244]
['claiming', 0.9322235349796244]
['stimulant', 0.9322235349796244]
['venus', 0.9322235349796244]
['ebony', 0.9322235349796244]
['predicated', 0.9322235349796244]
['archaeology', 0.9322235349796244]
['flagrante', 0.9322235349796244]
['_seals', 0.9322235349796244]
['ram', 0.9322235349796244]
['cotillion', 0.9322235349796244]
['degenerated', 0.9322235349796244]
['coute', 0.9322235349796244]
['sullivan', 0.9322235349796244]
['confident', 0.9322235349796244]
['incredulity', 0.9322235349796244]
['vices', 0.9322235349796244]
['breakfasted', 0.9322235349796244]
['perfected', 0.9322235349796244]
['gouvernement', 0.9322235349796244]
['benignantly', 0.9322235349796244]
['_lunatic_', 0.9322235349796244]
['fetes', 0.9322235349796244]
['endorsing', 0.9322235349796244]
['muster', 0.9322235349796244]
['tin', 0.9322235349796244]
['serious', 0.9322235349796244]
['alternations', 0.9322235349796244]
['planning', 0.9322235349796244]
['stands', 0.9322235349796244]
['confounded', 0.9322235349796244]
['expectant', 0.9322235349796244]
['birthday', 0.9322235349796244]
['authenticity', 0.9322235349796244]
['distributor', 0.9322235349796244]
['persuasions', 0.9322235349796244]
['tornado', 0.9322235349796244]
['consignment', 0.9322235349796244]
['missions', 0.9322235349796244]
['hermit', 0.9322235349796244]
['hind', 0.9322235349796244]
['unhappiness', 0.9322235349796244]
['hare', 0.9322235349796244]
['toilet', 0.9322235349796244]
['britain', 0.9322235349796244]
['whiskers', 0.9322235349796244]
['carolled', 0.9322235349796244]
['far', 0.9322235349796244]
['sont', 0.9322235349796244]
['anniversary', 0.9322235349796244]
['suddenly', 0.9322235349796244]
['universelle', 0.9322235349796244]
['lightsome', 0.9322235349796244]
['sandwich', 0.9322235349796244]
['grande', 0.9322235349796244]
['eludes', 0.9322235349796244]
['merciful', 0.9322235349796244]
['cigarettes', 0.9322235349796244]
['pirates', 0.9322235349796244]
['relieved', 0.9322235349796244]
['stale', 0.9322235349796244]
['hit', 0.9322235349796244]
['whistle', 0.9322235349796244]
['art', 0.9322235349796244]
['arm', 0.9322235349796244]
['learns', 0.9322235349796244]
['lengths', 0.9322235349796244]
['brooding', 0.9322235349796244]
['edge', 0.9322235349796244]
['illusions', 0.9322235349796244]
['witie', 0.9322235349796244]
['prefets', 0.9322235349796244]
['unstable', 0.9322235349796244]
['traits', 0.9322235349796244]
['casks', 0.9322235349796244]
['disconcerted', 0.9322235349796244]
['peevishly', 0.9322235349796244]
['recited', 0.9322235349796244]
['crane', 0.9322235349796244]
['mardi', 0.9322235349796244]
['cupboards', 0.9322235349796244]
['clericalism', 0.9322235349796244]
['commissions', 0.9322235349796244]
['uphold', 0.9322235349796244]
['alder', 0.9322235349796244]
['wishes', 0.9322235349796244]
['notes', 0.9322235349796244]
['coverlet', 0.9322235349796244]
['adjusts', 0.9322235349796244]
['territoire', 0.9322235349796244]
['scaled', 0.9322235349796244]
['dearest', 0.9322235349796244]
['obliteration', 0.9322235349796244]
['hitherto', 0.9322235349796244]
['triumvirate', 0.9322235349796244]
['institution', 0.9322235349796244]
['wanly', 0.9322235349796244]
['riches', 0.9322235349796244]
['mistook', 0.9322235349796244]
['debate', 0.9322235349796244]
['rendre', 0.9322235349796244]
['conversions', 0.9322235349796244]
['merits', 0.9322235349796244]
['profanity', 0.9322235349796244]
['copingstone', 0.9322235349796244]
['retailing', 0.9322235349796244]
['cloaks', 0.9322235349796244]
['happiness', 0.9322235349796244]
['andrassy', 0.9322235349796244]
['pheronactus', 0.9322235349796244]
['disturbance', 0.9322235349796244]
['sky', 0.9322235349796244]
['adoption', 0.9322235349796244]
['earthquakes', 0.9322235349796244]
['boom', 0.9322235349796244]
['identical', 0.9322235349796244]
['boon', 0.9322235349796244]
['republics', 0.9322235349796244]
['know', 0.9322235349796244]
['leaded', 0.9322235349796244]
['weaving', 0.9322235349796244]
['malefactor', 0.9322235349796244]
['ambiguously', 0.9312630648559306]
['germain', 0.9305921301506415]
['superintend', 0.9302984087828151]
['blockhouse', 0.9286531869529212]
['scoffed', 0.928361734509284]
['newsletter', 0.9274486435481828]
['daystar', 0.9261695176198955]
['chatty', 0.9261249083026111]
['irrelevant', 0.9261249083026111]
['fairy', 0.9252379051031766]
['barbarians', 0.9240504281633966]
['boldly', 0.9235600241815944]
['whitish', 0.9232275531255711]
['xix', 0.9228779491339097]
['dismissed', 0.9219465633581622]
['baying', 0.9219465633581622]
['credibility', 0.9208795839869124]
['neglects', 0.9208316641165009]
['sofas', 0.9198615994865225]
['avitchi', 0.9198615994865225]
['helping', 0.9195998489473419]
['obstacles', 0.9193127304201099]
['professorship', 0.9192175870357816]
['breaker', 0.9188394989813686]
['buckshot', 0.9187962005217014]
['nets', 0.917984238539388]
['quell', 0.917984238539388]
['superstition', 0.917984238539388]
['dancers', 0.917984238539388]
['reads', 0.9173277694932727]
['decide', 0.9162318214168806]
['physics', 0.9159112483084803]
['cheval', 0.9159112483084803]
['obeyed', 0.9156503721096159]
['clayey', 0.9156503721096159]
['lend', 0.9156503721096159]
['humbert', 0.9149245991648929]
['angry', 0.9147341541360959]
['eh', 0.9143449505380055]
['crotch', 0.9140398399418628]
['cooking', 0.9140398399418628]
['sunbeams', 0.9140398399418628]
['chink', 0.9140398399418628]
['stern', 0.9140398399418628]
['blustering', 0.9140398399418628]
['population_', 0.9140398399418628]
['lockey', 0.9140398399418628]
['wane', 0.9140398399418628]
['absolute', 0.9140398399418628]
['travel', 0.9140398399418628]
['shirker', 0.9140398399418628]
['cadence', 0.9140398399418628]
['uselessness', 0.9140398399418628]
['modest', 0.9140398399418628]
['crooking', 0.9140398399418628]
['sixteen', 0.9140398399418628]
['competes', 0.9140398399418628]
['ministries', 0.9140398399418628]
['disturbed', 0.9140398399418628]
['gauche', 0.9140398399418628]
['sitia', 0.9140398399418628]
['jammed', 0.9140398399418628]
['limitless', 0.9140398399418628]
['jocular', 0.9140398399418628]
['tempted', 0.9140398399418628]
['patch', 0.9140398399418628]
['hymnary', 0.9140398399418628]
['fearlessly', 0.9140398399418628]
['libyan', 0.9140398399418628]
['mortified', 0.9140398399418628]
['brindle', 0.9140398399418628]
['humming', 0.9140398399418628]
['godhead', 0.9140398399418628]
['union', 0.9140398399418628]
['doubts', 0.9140398399418628]
['zoroaster', 0.9140398399418628]
['split', 0.9140398399418628]
['frenchmen', 0.9140398399418628]
['pullin', 0.9140398399418628]
['academic', 0.9140398399418628]
['stillness', 0.9140398399418628]
['bellow', 0.9140398399418628]
['aiguillettes', 0.9140398399418628]
['lasteyrie', 0.9140398399418628]
['hab', 0.9140398399418628]
['beaury', 0.9140398399418628]
['unblinkingly', 0.9140398399418628]
['municipal', 0.9140398399418628]
['elders', 0.9140398399418628]
['indicative', 0.9140398399418628]
['stealthily', 0.9140398399418628]
['bottom', 0.9140398399418628]
['benches', 0.9140398399418628]
['suffice', 0.9140398399418628]
['grasping', 0.9140398399418628]
['greatness', 0.9140398399418628]
['layin', 0.9140398399418628]
['leviathans', 0.9140398399418628]
['modern_', 0.9140398399418628]
['explosions', 0.9140398399418628]
['gown', 0.9140398399418628]
['timbered', 0.9140398399418628]
['jerk', 0.9140398399418628]
['metamorphoses', 0.9140398399418628]
['gloomy', 0.9140398399418628]
['lengthened', 0.9140398399418628]
['wayward', 0.9140398399418628]
['byblis', 0.9140398399418628]
['boost', 0.9140398399418628]
['palpitant', 0.9140398399418628]
['honour', 0.9140398399418628]
['disintegrative', 0.9140398399418628]
['address', 0.9140398399418628]
['influx', 0.9140398399418628]
['assimilation', 0.9140398399418628]
['originally', 0.9140398399418628]
['vainly', 0.9140398399418628]
['mangy', 0.9140398399418628]
['conscious', 0.9140398399418628]
['wolves', 0.9140398399418628]
['pulled', 0.9140398399418628]
['years', 0.9140398399418628]
['jib', 0.9140398399418628]
['infirmities', 0.9140398399418628]
['troubles', 0.9140398399418628]
['jiu', 0.9140398399418628]
['dead_', 0.9140398399418628]
['inconsequence', 0.9140398399418628]
['overpowering', 0.9140398399418628]
['sorted', 0.9140398399418628]
['hickory', 0.9140398399418628]
['dido', 0.9140398399418628]
['didn', 0.9140398399418628]
['fisherman', 0.9140398399418628]
['quartet', 0.9140398399418628]
['receipt', 0.9140398399418628]
['remembrance', 0.9140398399418628]
['troll', 0.9140398399418628]
['disintegrated', 0.9140398399418628]
['complicated', 0.9140398399418628]
['aboard', 0.9140398399418628]
['draggin', 0.9140398399418628]
['neglect', 0.9140398399418628]
['affords', 0.9140398399418628]
['retrogressive', 0.9140398399418628]
['locations', 0.9140398399418628]
['dranfield', 0.9140398399418628]
['printer', 0.9140398399418628]
['squalor', 0.9140398399418628]
['creditable', 0.9140398399418628]
['elam', 0.9140398399418628]
['lefanu', 0.9140398399418628]
['transact', 0.9140398399418628]
['recurret', 0.9140398399418628]
['recurred', 0.9140398399418628]
['vision', 0.9140398399418628]
['impressions', 0.9140398399418628]
['hastened', 0.9140398399418628]
['frogology', 0.9140398399418628]
['satiety', 0.9140398399418628]
['recitations', 0.9140398399418628]
['baden', 0.9140398399418628]
['unerring', 0.9140398399418628]
['preference', 0.9140398399418628]
['superiority', 0.9140398399418628]
['divine', 0.9140398399418628]
['restoring', 0.9140398399418628]
['windfalls', 0.9140398399418628]
['antidote', 0.9140398399418628]
['ineffable', 0.9140398399418628]
['pivot', 0.9140398399418628]
['sealed', 0.9140398399418628]
['pull', 0.9140398399418628]
['displays', 0.9140398399418628]
['full', 0.9140398399418628]
['corrected', 0.9140398399418628]
['tested', 0.9140398399418628]
['scramble', 0.9140398399418628]
['respective', 0.9140398399418628]
['ambassadresses', 0.9140398399418628]
['cosily', 0.9140398399418628]
['hugo', 0.9140398399418628]
['schoolhouse', 0.9140398399418628]
['hounds', 0.9140398399418628]
['isaac', 0.9140398399418628]
['weeds', 0.9140398399418628]
['idols', 0.9140398399418628]
['coursed', 0.9140398399418628]
['piping', 0.9140398399418628]
['abnormally', 0.9140398399418628]
['purport', 0.9140398399418628]
['odors', 0.9140398399418628]
['deviations', 0.9140398399418628]
['wraps', 0.9140398399418628]
['pleasures', 0.9140398399418628]
['connection', 0.9140398399418628]
['muddily', 0.9140398399418628]
['proprietor', 0.9140398399418628]
['mildness', 0.9140398399418628]
['adaptable', 0.9140398399418628]
['couple', 0.9140398399418628]
['thudded', 0.9140398399418628]
['clustering', 0.9140398399418628]
['redoubled', 0.9140398399418628]
['stillest', 0.9140398399418628]
['squinted', 0.9140398399418628]
['meetings', 0.9140398399418628]
['decorating', 0.9140398399418628]
['waning', 0.9140398399418628]
['advantageously', 0.9140398399418628]
['barristers', 0.9140398399418628]
['musset', 0.9140398399418628]
['desiring', 0.9140398399418628]
['assuring', 0.9140398399418628]
['baby', 0.9140398399418628]
['rods', 0.9140398399418628]
['trouve', 0.9140398399418628]
['glasses', 0.9140398399418628]
['mainland', 0.9140398399418628]
['jurists', 0.9140398399418628]
['erstwhile', 0.9140398399418628]
['festival', 0.9140398399418628]
['_iii_', 0.9140398399418628]
['apporte', 0.9140398399418628]
['trod_', 0.9140398399418628]
['_look', 0.9140398399418628]
['feather', 0.9140398399418628]
['playgrounds', 0.9140398399418628]
['mainmast', 0.9140398399418628]
['off', 0.9140398399418628]
['become', 0.9140398399418628]
['introducteur', 0.9140398399418628]
['gaining', 0.9140398399418628]
['hissing', 0.9140398399418628]
['recognition', 0.9140398399418628]
['shrunk', 0.9140398399418628]
['tosses', 0.9140398399418628]
['_tempora_', 0.9140398399418628]
['didst', 0.9140398399418628]
['searcher', 0.9140398399418628]
['menage', 0.9140398399418628]
['equals', 0.9140398399418628]
['ploughed', 0.9140398399418628]
['obtained', 0.9140398399418628]
['vapors', 0.9140398399418628]
['plot', 0.9140398399418628]
['tryin', 0.9140398399418628]
['allies', 0.9140398399418628]
['recovers', 0.9140398399418628]
['carriere', 0.9140398399418628]
['ancients', 0.9140398399418628]
['sled', 0.9140398399418628]
['thunderheads', 0.9140398399418628]
['john', 0.9140398399418628]
['wastes', 0.9140398399418628]
['communing', 0.9140398399418628]
['etext', 0.9140398399418628]
['contents', 0.9140398399418628]
['subjects', 0.9140398399418628]
['nobody', 0.9140398399418628]
['runs', 0.9140398399418628]
['plumage', 0.9140398399418628]
['spitted', 0.9140398399418628]
['tons', 0.9140398399418628]
['resignation', 0.9140398399418628]
['gratitude', 0.9140398399418628]
['liberties', 0.9140398399418628]
['gulgal', 0.9140398399418628]
['bore', 0.9140398399418628]
['architectural', 0.9140398399418628]
['peep', 0.9140398399418628]
['rendering', 0.9140398399418628]
['maximum', 0.9140398399418628]
['frederick', 0.9140398399418628]
['accolade', 0.9140398399418628]
['drunkards', 0.9140398399418628]
['agony_', 0.9140398399418628]
['pillow', 0.9140398399418628]
['alchemy_', 0.9140398399418628]
['economy', 0.9140398399418628]
['searchest', 0.9140398399418628]
['brain', 0.9140398399418628]
['atonement', 0.9140398399418628]
['nod', 0.9140398399418628]
['extrication', 0.9140398399418628]
['cumbrously', 0.9140398399418628]
['transition', 0.9140398399418628]
['altitude', 0.9140398399418628]
['libidinous', 0.9140398399418628]
['resulted', 0.9140398399418628]
['apples', 0.9140398399418628]
['extinguish', 0.9140398399418628]
['mendicant', 0.9140398399418628]
['discovered', 0.9140398399418628]
['pumpkin', 0.9140398399418628]
['underlays', 0.9140398399418628]
['altercation', 0.9140398399418628]
['import', 0.9140398399418628]
['foreboding', 0.9140398399418628]
['dictator', 0.9140398399418628]
['_create_', 0.9140398399418628]
['fours', 0.9140398399418628]
['hardiest', 0.9140398399418628]
['decapitation', 0.9140398399418628]
['waterway', 0.9140398399418628]
['inquire', 0.9140398399418628]
['foam', 0.9140398399418628]
['disputing', 0.9140398399418628]
['annually', 0.9140398399418628]
['mommsen', 0.9140398399418628]
['stars', 0.9140398399418628]
['aflush', 0.9140398399418628]
['austerlitz', 0.9140398399418628]
['chuckle', 0.9140398399418628]
['learned', 0.9140398399418628]
['earthscape', 0.9140398399418628]
['advertising', 0.9140398399418628]
['inspires', 0.9140398399418628]
['almost', 0.9140398399418628]
['bash', 0.9140398399418628]
['musingly', 0.9140398399418628]
['unlucky', 0.9140398399418628]
['merceries', 0.9140398399418628]
['electives', 0.9140398399418628]
['heave', 0.9140398399418628]
['close', 0.9140398399418628]
['accidently', 0.9140398399418628]
['smacked', 0.9140398399418628]
['spouting', 0.9140398399418628]
['institut', 0.9140398399418628]
['betakes', 0.9140398399418628]
['friendly', 0.9140398399418628]
['notwithstanding', 0.9140398399418628]
['salvation', 0.9140398399418628]
['huissier', 0.9140398399418628]
['manage', 0.9140398399418628]
['clara', 0.9140398399418628]
['voyons', 0.9140398399418628]
['scoop', 0.9140398399418628]
['dancin', 0.9140398399418628]
['articulation', 0.9140398399418628]
['prevailing', 0.9140398399418628]
['pursuits', 0.9140398399418628]
['transitions', 0.9140398399418628]
['resumed', 0.9140398399418628]
['_theory', 0.9140398399418628]
['enforced', 0.9140398399418628]
['horrors', 0.9140398399418628]
['julias', 0.9140398399418628]
['metaphysics', 0.9140398399418628]
['battled', 0.9140398399418628]
['brighten', 0.9140398399418628]
['achieve', 0.9140398399418628]
['officials', 0.9140398399418628]
['nightmare', 0.9140398399418628]
['unshaven', 0.9140398399418628]
['limits', 0.9140398399418628]
['aisne', 0.9140398399418628]
['bazaars', 0.9140398399418628]
['skiving', 0.9140398399418628]
['indignation', 0.9140398399418628]
['leers', 0.9140398399418628]
['swag', 0.9140398399418628]
['unwholesome', 0.9140398399418628]
['commingling', 0.9140398399418628]
['emulation', 0.9140398399418628]
['heeled', 0.9140398399418628]
['remusats', 0.9140398399418628]
['dampierre', 0.9140398399418628]
['berlin', 0.9140398399418628]
['wadding', 0.9140398399418628]
['exceptions', 0.9140398399418628]
['resume', 0.9140398399418628]
['warped', 0.9140398399418628]
['immensely', 0.9140398399418628]
['imitate', 0.9140398399418628]
['chel_', 0.9140398399418628]
['presumably', 0.9140398399418628]
['shattering', 0.9140398399418628]
['seven', 0.9140398399418628]
['recuperate', 0.9140398399418628]
['royal', 0.9140398399418628]
['fumes', 0.9140398399418628]
['murderers', 0.9140398399418628]
['corporeal', 0.9140398399418628]
['whisked', 0.9140398399418628]
['coffins', 0.9140398399418628]
['unworn', 0.9140398399418628]
['stiffen', 0.9140398399418628]
['tamerlane', 0.9140398399418628]
['simplon', 0.9140398399418628]
['suspect', 0.9140398399418628]
['bog', 0.9140398399418628]
['departement', 0.9140398399418628]
['lieutenants', 0.9140398399418628]
['vineyard', 0.9140398399418628]
['elizabeth', 0.9140398399418628]
['carnival', 0.9140398399418628]
['gaudy', 0.9140398399418628]
['inefficient', 0.9140398399418628]
['heritage', 0.9140398399418628]
['interior', 0.9140398399418628]
['assault', 0.9140398399418628]
['formulae', 0.9140398399418628]
['get', 0.9140398399418628]
['neckerchief', 0.9140398399418628]
['wonder', 0.9140398399418628]
['label', 0.9140398399418628]
['boundaries', 0.9140398399418628]
['enough', 0.9140398399418628]
['streaming', 0.9140398399418628]
['gauntlet', 0.9140398399418628]
['blasts', 0.9140398399418628]
['capable', 0.9140398399418628]
['ulysses', 0.9140398399418628]
['footing', 0.9140398399418628]
['william', 0.9140398399418628]
['mozaun', 0.9140398399418628]
['founder', 0.9140398399418628]
['crimson', 0.9140398399418628]
['alma', 0.9140398399418628]
['uncharted', 0.9140398399418628]
['sulkily', 0.9140398399418628]
['robinson', 0.9140398399418628]
['coming', 0.9140398399418628]
['battenberg', 0.9140398399418628]
['bosom', 0.9140398399418628]
['catapult', 0.9140398399418628]
['scantily', 0.9140398399418628]
['depending', 0.9140398399418628]
['scrubby', 0.9140398399418628]
['reflections', 0.9140398399418628]
['cholera', 0.9140398399418628]
['lattices', 0.9140398399418628]
['beautifies', 0.9140398399418628]
['interestedly', 0.9140398399418628]
['esprit', 0.9140398399418628]
['pamphlet', 0.9140398399418628]
['expensive', 0.9140398399418628]
['assorted', 0.9140398399418628]
['bristly', 0.9140398399418628]
['knock', 0.9140398399418628]
['maples', 0.9140398399418628]
['absolutely', 0.9140398399418628]
['invite', 0.9140398399418628]
['planet', 0.9140398399418628]
['curs', 0.9140398399418628]
['deprive', 0.9140398399418628]
['later', 0.9140398399418628]
['debbil', 0.9140398399418628]
['defendant', 0.9140398399418628]
['closing', 0.9140398399418628]
['splashin', 0.9140398399418628]
['chasing', 0.9140398399418628]
['slantingly', 0.9140398399418628]
['cider', 0.9140398399418628]
['inculcate', 0.9140398399418628]
['popping', 0.9140398399418628]
['qui', 0.9140398399418628]
['yarn', 0.9140398399418628]
['whoop', 0.9140398399418628]
['bulldog', 0.9140398399418628]
['slopes', 0.9140398399418628]
['swedes', 0.9140398399418628]
['thicken', 0.9140398399418628]
['lolling', 0.9140398399418628]
['sparks', 0.9140398399418628]
['driftin', 0.9140398399418628]
['delusion', 0.9140398399418628]
['diety', 0.9140398399418628]
['builded', 0.9140398399418628]
['success', 0.9140398399418628]
['influences', 0.9140398399418628]
['impositions', 0.9140398399418628]
['ducked', 0.9140398399418628]
['feathery', 0.9140398399418628]
['nail', 0.9140398399418628]
['blur', 0.9140398399418628]
['preserving', 0.9140398399418628]
['jumble', 0.9140398399418628]
['attract', 0.9140398399418628]
['hooking', 0.9140398399418628]
['laid', 0.9140398399418628]
['mastering', 0.9140398399418628]
['reparation', 0.9140398399418628]
['demoiselle', 0.9140398399418628]
['bail', 0.9140398399418628]
['tropic', 0.9140398399418628]
['disturbing', 0.9140398399418628]
['conference', 0.9140398399418628]
['planking', 0.9140398399418628]
['broth', 0.9140398399418628]
['dazzled', 0.9140398399418628]
['prussic', 0.9140398399418628]
['screw', 0.9140398399418628]
['greeted', 0.9140398399418628]
['possessed', 0.9140398399418628]
['ocean', 0.9140398399418628]
['impediment', 0.9140398399418628]
['disponibilite', 0.9140398399418628]
['descending', 0.9140398399418628]
