['whimpers', 0.9994876395436256]
['displacing', 0.9545788646964058]
['79', 0.9545788646964058]
['unsuited', 0.9545788646964058]
['beautifully', 0.9545788646964058]
['latin', 0.9545788646964058]
['political', 0.9545788646964058]
['earthward', 0.9545788646964058]
['shaped', 0.9545788646964058]
['distrust', 0.9545788646964058]
['emanate', 0.9545788646964058]
['sprightly', 0.9545788646964058]
['analyze', 0.9545788646964058]
['individuality', 0.9545788646964058]
['vica', 0.9545788646964058]
['appeased', 0.9545788646964058]
['coolly', 0.9545788646964058]
['material', 0.9545788646964058]
['decapitate', 0.9545788646964058]
['weaver', 0.9545788646964058]
['unwashed', 0.9545788646964058]
['july', 0.9545788646964058]
['squealing', 0.9545788646964058]
['inspirations', 0.9545788646964058]
['unmoved', 0.9545788646964058]
['offending', 0.9545788646964058]
['gutter', 0.9545788646964058]
['riveted', 0.9545788646964058]
['recollection', 0.9545788646964058]
['concourse', 0.9545788646964058]
['_iliad_', 0.9545788646964058]
['tumble', 0.9545788646964058]
['desolations', 0.9545788646964058]
['below', 0.9545788646964058]
['_debris_', 0.9545788646964058]
['comporting', 0.9545788646964058]
['eligible', 0.9545788646964058]
['elegant', 0.9545788646964058]
['herd', 0.9545788646964058]
['occupying', 0.9545788646964058]
['until', 0.9545788646964058]
['hold', 0.9545788646964058]
['94', 0.9545788646964058]
['accomplishment', 0.9545788646964058]
['sweeter', 0.9545788646964058]
['gameness', 0.9545788646964058]
['drying', 0.9545788646964058]
['classify', 0.9545788646964058]
['dreamer', 0.9545788646964058]
['snakes', 0.9545788646964058]
['spider', 0.9545788646964058]
['contracting', 0.9545788646964058]
['shelved', 0.9545788646964058]
['rond', 0.9545788646964058]
['bitter', 0.9545788646964058]
['acquisition', 0.9545788646964058]
['droppings', 0.9545788646964058]
['prie', 0.9545788646964058]
['release', 0.9545788646964058]
['friability', 0.9545788646964058]
['pity', 0.9545788646964058]
['confusedly', 0.9545788646964058]
['tune', 0.9545788646964058]
['exclaiming', 0.9545788646964058]
['betimes', 0.9545788646964058]
['pondered', 0.9545788646964058]
['slightly', 0.9545788646964058]
['floor', 0.9545788646964058]
['grammatical', 0.9545788646964058]
['steamship', 0.9545788646964058]
['rolling', 0.9545788646964058]
['nager', 0.9545788646964058]
['insignificant', 0.9545788646964058]
['climax', 0.9545788646964058]
['conveying', 0.9545788646964058]
['superiors', 0.9545788646964058]
['undisguised', 0.9545788646964058]
['massive', 0.9545788646964058]
['puny', 0.9545788646964058]
['anapaests', 0.9545788646964058]
['draft', 0.9545788646964058]
['realization', 0.9545788646964058]
['proving', 0.9545788646964058]
['sat', 0.9545788646964058]
['sale', 0.9545788646964058]
['defeating', 0.9545788646964058]
['landlady', 0.9545788646964058]
['pegasi', 0.9545788646964058]
['where', 0.9545788646964058]
['gratefully', 0.9545788646964058]
['spare', 0.9545788646964058]
['spark', 0.9545788646964058]
['suppressed', 0.9545788646964058]
['companionship', 0.9545788646964058]
['canoes', 0.9545788646964058]
['petulance', 0.9545788646964058]
['dumont', 0.9545788646964058]
['_diamon', 0.9545788646964058]
['travelin', 0.9545788646964058]
['favorite', 0.9545788646964058]
['slender', 0.9545788646964058]
['amusedly', 0.9545788646964058]
['futile', 0.9545788646964058]
['graduate', 0.9545788646964058]
['laying', 0.9545788646964058]
['imperceptibly', 0.9545788646964058]
['vii', 0.9545788646964058]
['revelled', 0.9545788646964058]
['utterness', 0.9545788646964058]
['incessantly', 0.9545788646964058]
['locking', 0.9545788646964058]
['snobs', 0.9545788646964058]
['critters', 0.9545788646964058]
['forwards', 0.9545788646964058]
['florist', 0.9545788646964058]
['fuller', 0.9545788646964058]
['dumbly', 0.9545788646964058]
['loaf', 0.9545788646964058]
['convicted', 0.9545788646964058]
['silenced', 0.9545788646964058]
['reinstalled', 0.9545788646964058]
['kissing', 0.9545788646964058]
['robin', 0.9545788646964058]
['crying', 0.9545788646964058]
['flannel', 0.9545788646964058]
['imposes', 0.9545788646964058]
['complainingly', 0.9545788646964058]
['repair', 0.9545788646964058]
['surpassing', 0.9545788646964058]
['patissiers', 0.9545788646964058]
['candidating', 0.9545788646964058]
['ago', 0.9545788646964058]
['furthest', 0.9545788646964058]
['continues', 0.9545788646964058]
['nussed', 0.9545788646964058]
['marry', 0.9545788646964058]
['hereditary', 0.9545788646964058]
['respectively', 0.9545788646964058]
['great', 0.9545788646964058]
['grandchild', 0.9545788646964058]
['infamy', 0.9545788646964058]
['dealings', 0.9545788646964058]
['balls', 0.9545788646964058]
['retreated', 0.9545788646964058]
['this', 0.9545788646964058]
['establishment', 0.9545788646964058]
['puckered', 0.9545788646964058]
['producer', 0.9545788646964058]
['trysting', 0.9545788646964058]
['bolting', 0.9545788646964058]
['transparent', 0.9545788646964058]
['undertaking', 0.9545788646964058]
['societe', 0.9545788646964058]
['society', 0.9545788646964058]
['perish', 0.9545788646964058]
['republique', 0.9545788646964058]
['accompany', 0.9545788646964058]
['theosophy', 0.9545788646964058]
['inscriptions', 0.9545788646964058]
['triumphal', 0.9545788646964058]
['05', 0.9545788646964058]
['wounded', 0.9545788646964058]
['trivial', 0.9545788646964058]
['interrogatively', 0.9545788646964058]
['poured', 0.9545788646964058]
['height', 0.9545788646964058]
['keystone', 0.9545788646964058]
['spots', 0.9545788646964058]
['monument', 0.9545788646964058]
['saves', 0.9545788646964058]
['votes', 0.9545788646964058]
['voted', 0.9545788646964058]
['furrowed', 0.9545788646964058]
['courrier', 0.9545788646964058]
['quaking', 0.9545788646964058]
['7th', 0.9545788646964058]
['incompatible', 0.9545788646964058]
['consisting', 0.9545788646964058]
['ignominious', 0.9545788646964058]
['eclipse', 0.9545788646964058]
['india', 0.9545788646964058]
['unlighted', 0.9545788646964058]
['lap', 0.9545788646964058]
['fan', 0.9545788646964058]
['fantastics', 0.9545788646964058]
['oppose', 0.9545788646964058]
['upshot', 0.9545788646964058]
['target', 0.9545788646964058]
['contrasted', 0.9545788646964058]
['conelike', 0.9545788646964058]
['confidingly', 0.9545788646964058]
['circled', 0.9545788646964058]
['sharks', 0.9545788646964058]
['versed', 0.9545788646964058]
['pursuing', 0.9545788646964058]
['steel', 0.9545788646964058]
['maclaren', 0.9545788646964058]
['overgrown', 0.9545788646964058]
['wider', 0.9545788646964058]
['allurement', 0.9545788646964058]
['hoist', 0.9545788646964058]
['_illustrations', 0.9545788646964058]
['outcries', 0.9545788646964058]
['schermerhorn', 0.9545788646964058]
['exile', 0.9545788646964058]
['pandit', 0.9545788646964058]
['horizon', 0.9545788646964058]
['treble', 0.9545788646964058]
['prisoners', 0.9545788646964058]
['maxim', 0.9545788646964058]
['maddest', 0.9545788646964058]
['wintry', 0.9545788646964058]
['dace', 0.9545788646964058]
['shrine', 0.9545788646964058]
['sighted', 0.9545788646964058]
['comeliness', 0.9545788646964058]
['provision', 0.9545788646964058]
['cairo', 0.9545788646964058]
['couldn', 0.9545788646964058]
['yourself', 0.9545788646964058]
['jutted', 0.9545788646964058]
['flatly', 0.9545788646964058]
['complexion', 0.9545788646964058]
['whipped', 0.9545788646964058]
['notice', 0.9545788646964058]
['pluck', 0.9545788646964058]
['wreaths', 0.9545788646964058]
['odes', 0.9545788646964058]
['centuries', 0.9545788646964058]
['despatched', 0.9545788646964058]
['fidgeted', 0.9545788646964058]
['laboratories', 0.9545788646964058]
['wrecks', 0.9545788646964058]
['bellamy', 0.9545788646964058]
['forks', 0.9545788646964058]
['cats', 0.9545788646964058]
['scanned', 0.9545788646964058]
['_work_', 0.9545788646964058]
['repay', 0.9545788646964058]
['profits', 0.9545788646964058]
['rogue', 0.9545788646964058]
['gyves', 0.9545788646964058]
['casual', 0.9545788646964058]
['obtrude', 0.9545788646964058]
['zanzibar', 0.9545788646964058]
['grizzled', 0.9545788646964058]
['moaning', 0.9545788646964058]
['lycees', 0.9545788646964058]
['attendants', 0.9545788646964058]
['concentration', 0.9545788646964058]
['lid', 0.9545788646964058]
['chirruped', 0.9545788646964058]
['celebrities', 0.9545788646964058]
['cords', 0.9545788646964058]
['basement', 0.9545788646964058]
['exhibiting', 0.9545788646964058]
['probably', 0.9545788646964058]
['craters', 0.9545788646964058]
['gaunt', 0.9545788646964058]
['mumble', 0.9545788646964058]
['arrest', 0.9545788646964058]
['loosened', 0.9545788646964058]
['poland', 0.9545788646964058]
['saddles', 0.9545788646964058]
['guest_', 0.9545788646964058]
['react', 0.9545788646964058]
['tracing', 0.9545788646964058]
['hinge', 0.9545788646964058]
['bewilders', 0.9545788646964058]
['electrical', 0.9545788646964058]
['nay', 0.9545788646964058]
['militaire', 0.9545788646964058]
['exits', 0.9545788646964058]
['carter', 0.9545788646964058]
['prescribe', 0.9545788646964058]
['daybreak', 0.9545788646964058]
['nonchalance', 0.9545788646964058]
['vehicle', 0.9545788646964058]
['becomes', 0.9545788646964058]
['immoral', 0.9545788646964058]
['crazed', 0.9545788646964058]
['seniors', 0.9545788646964058]
['strokes', 0.9545788646964058]
['pities', 0.9545788646964058]
['bears', 0.9545788646964058]
['powder', 0.9545788646964058]
['poet', 0.9545788646964058]
['uplifted', 0.9545788646964058]
['senses', 0.9545788646964058]
['chalk', 0.9545788646964058]
['coating', 0.9545788646964058]
['balloon', 0.9545788646964058]
['theodor', 0.9545788646964058]
['contests_', 0.9545788646964058]
['lured', 0.9545788646964058]
['sleighs', 0.9545788646964058]
['balkans', 0.9545788646964058]
['madame', 0.9545788646964058]
['penny', 0.9545788646964058]
['cavalry', 0.9545788646964058]
['ecstatic', 0.9545788646964058]
['portion', 0.9545788646964058]
['spouts', 0.9545788646964058]
['secondly', 0.9545788646964058]
['even', 0.9545788646964058]
['ever', 0.9545788646964058]
['eyebrows', 0.9545788646964058]
['calm', 0.9545788646964058]
['peeping', 0.9545788646964058]
['oarsmen', 0.9545788646964058]
['quo_', 0.9545788646964058]
['unpretending', 0.9545788646964058]
['betted', 0.9545788646964058]
['carve', 0.9545788646964058]
['downs', 0.9545788646964058]
['afforded', 0.9545788646964058]
['successively', 0.9545788646964058]
['principles', 0.9545788646964058]
['principled', 0.9545788646964058]
['usages', 0.9545788646964058]
['fathomless', 0.9545788646964058]
['venezuela', 0.9545788646964058]
['bar', 0.9545788646964058]
['softly', 0.9545788646964058]
['mournfully', 0.9545788646964058]
['sevres', 0.9545788646964058]
['adventer', 0.9545788646964058]
['lumberin', 0.9545788646964058]
['unnoted', 0.9545788646964058]
['mythological', 0.9545788646964058]
['distorts', 0.9545788646964058]
['overt', 0.9545788646964058]
['potential', 0.9545788646964058]
['notorious', 0.9545788646964058]
['offering', 0.9545788646964058]
['unholy', 0.9545788646964058]
['sabres', 0.9545788646964058]
['unpleasant', 0.9545788646964058]
['pious', 0.9545788646964058]
['did', 0.9545788646964058]
['acceptably', 0.9545788646964058]
['fly', 0.9545788646964058]
['quivery', 0.9545788646964058]
['slily', 0.9545788646964058]
['mais', 0.9545788646964058]
['ours', 0.9545788646964058]
['possess', 0.9545788646964058]
['requesting', 0.9545788646964058]
['ministry', 0.9545788646964058]
['personalities', 0.9545788646964058]
['slept', 0.9545788646964058]
['dash', 0.9545788646964058]
['normal', 0.9545788646964058]
['moaned', 0.9545788646964058]
['whispered', 0.9545788646964058]
['despaired', 0.9545788646964058]
['mart', 0.9545788646964058]
['employments', 0.9545788646964058]
['gripped', 0.9545788646964058]
['pat', 0.9545788646964058]
['seagulls', 0.9545788646964058]
['running', 0.9545788646964058]
['gates', 0.9545788646964058]
['mon', 0.9545788646964058]
['critical', 0.9545788646964058]
['finicky', 0.9545788646964058]
['practical', 0.9545788646964058]
['road', 0.9545788646964058]
['decisive', 0.9545788646964058]
['deepened', 0.9545788646964058]
['fellow', 0.9545788646964058]
['prudent', 0.9545788646964058]
['awkwardly', 0.9545788646964058]
['preordained', 0.9545788646964058]
['abt', 0.9545788646964058]
['coronet', 0.9545788646964058]
['speeches', 0.9545788646964058]
['eat_', 0.9545788646964058]
['oblique', 0.9545788646964058]
['forthwith', 0.9545788646964058]
['lookout', 0.9545788646964058]
['muscles', 0.9545788646964058]
['favorably', 0.9545788646964058]
['excels', 0.9545788646964058]
['cunningest', 0.9545788646964058]
['adapts', 0.9545788646964058]
['vine', 0.9545788646964058]
['medley', 0.9545788646964058]
['surrendered', 0.9545788646964058]
['11th', 0.9545788646964058]
['donate', 0.9545788646964058]
['cubes', 0.9545788646964058]
['prosecuting', 0.9545788646964058]
['headaches', 0.9545788646964058]
['foreshadowed', 0.9545788646964058]
['imperialist', 0.9545788646964058]
['drawbacks', 0.9545788646964058]
['supersede', 0.9545788646964058]
['profoundly', 0.9545788646964058]
['serves', 0.9545788646964058]
['ourselves', 0.9545788646964058]
['misplaced', 0.9545788646964058]
['transmuted', 0.9545788646964058]
['icarus', 0.9545788646964058]
['accidental', 0.9545788646964058]
['oedipus', 0.9545788646964058]
['vehicles', 0.9545788646964058]
['2001', 0.9545788646964058]
['maintain', 0.9545788646964058]
['justification', 0.9545788646964058]
['tenue', 0.9545788646964058]
['extreme', 0.9545788646964058]
['extravagance', 0.9545788646964058]
['scandal', 0.9545788646964058]
['impotency', 0.9545788646964058]
['eccentricity', 0.9545788646964058]
['billed', 0.9545788646964058]
['flacons', 0.9545788646964058]
['stock', 0.9545788646964058]
['united', 0.9545788646964058]
['furnish', 0.9545788646964058]
['shreds', 0.9545788646964058]
['relativity', 0.9545788646964058]
['day', 0.9545788646964058]
['estranged', 0.9545788646964058]
['radiant', 0.9545788646964058]
['identified', 0.9545788646964058]
['empires', 0.9545788646964058]
['lecture', 0.9545788646964058]
['qualification', 0.9545788646964058]
['negro', 0.9545788646964058]
['dictate', 0.9545788646964058]
['orloff', 0.9545788646964058]
['bear', 0.9545788646964058]
['flapped', 0.9545788646964058]
['routine', 0.9545788646964058]
['promoter', 0.9545788646964058]
['occultism', 0.9545788646964058]
['helper', 0.9545788646964058]
['helped', 0.9545788646964058]
['toil', 0.9545788646964058]
['eddying', 0.9545788646964058]
['lake', 0.9545788646964058]
['spielsdorf', 0.9545788646964058]
['glad_', 0.9545788646964058]
['noisy', 0.9545788646964058]
['visconti', 0.9545788646964058]
['brand', 0.9545788646964058]
['tarpaulins', 0.9545788646964058]
['unintelligible', 0.9545788646964058]
['claiming', 0.9545788646964058]
['stimulant', 0.9545788646964058]
['venus', 0.9545788646964058]
['ebony', 0.9545788646964058]
['predicated', 0.9545788646964058]
['archaeology', 0.9545788646964058]
['flagrante', 0.9545788646964058]
['_seals', 0.9545788646964058]
['ram', 0.9545788646964058]
['cotillion', 0.9545788646964058]
['degenerated', 0.9545788646964058]
['coute', 0.9545788646964058]
['sullivan', 0.9545788646964058]
['confident', 0.9545788646964058]
['incredulity', 0.9545788646964058]
['vices', 0.9545788646964058]
['breakfasted', 0.9545788646964058]
['perfected', 0.9545788646964058]
['gouvernement', 0.9545788646964058]
['benignantly', 0.9545788646964058]
['_lunatic_', 0.9545788646964058]
['fetes', 0.9545788646964058]
['endorsing', 0.9545788646964058]
['muster', 0.9545788646964058]
['tin', 0.9545788646964058]
['serious', 0.9545788646964058]
['alternations', 0.9545788646964058]
['planning', 0.9545788646964058]
['stands', 0.9545788646964058]
['confounded', 0.9545788646964058]
['expectant', 0.9545788646964058]
['birthday', 0.9545788646964058]
['authenticity', 0.9545788646964058]
['distributor', 0.9545788646964058]
['persuasions', 0.9545788646964058]
['tornado', 0.9545788646964058]
['consignment', 0.9545788646964058]
['missions', 0.9545788646964058]
['hermit', 0.9545788646964058]
['hind', 0.9545788646964058]
['unhappiness', 0.9545788646964058]
['hare', 0.9545788646964058]
['toilet', 0.9545788646964058]
['britain', 0.9545788646964058]
['whiskers', 0.9545788646964058]
['carolled', 0.9545788646964058]
['far', 0.9545788646964058]
['sont', 0.9545788646964058]
['anniversary', 0.9545788646964058]
['suddenly', 0.9545788646964058]
['universelle', 0.9545788646964058]
['lightsome', 0.9545788646964058]
['sandwich', 0.9545788646964058]
['grande', 0.9545788646964058]
['eludes', 0.9545788646964058]
['merciful', 0.9545788646964058]
['cigarettes', 0.9545788646964058]
['pirates', 0.9545788646964058]
['relieved', 0.9545788646964058]
['stale', 0.9545788646964058]
['hit', 0.9545788646964058]
['whistle', 0.9545788646964058]
['art', 0.9545788646964058]
['arm', 0.9545788646964058]
['learns', 0.9545788646964058]
['lengths', 0.9545788646964058]
['brooding', 0.9545788646964058]
['edge', 0.9545788646964058]
['illusions', 0.9545788646964058]
['witie', 0.9545788646964058]
['prefets', 0.9545788646964058]
['unstable', 0.9545788646964058]
['traits', 0.9545788646964058]
['casks', 0.9545788646964058]
['disconcerted', 0.9545788646964058]
['peevishly', 0.9545788646964058]
['recited', 0.9545788646964058]
['crane', 0.9545788646964058]
['mardi', 0.9545788646964058]
['cupboards', 0.9545788646964058]
['clericalism', 0.9545788646964058]
['commissions', 0.9545788646964058]
['uphold', 0.9545788646964058]
['alder', 0.9545788646964058]
['wishes', 0.9545788646964058]
['notes', 0.9545788646964058]
['coverlet', 0.9545788646964058]
['adjusts', 0.9545788646964058]
['territoire', 0.9545788646964058]
['scaled', 0.9545788646964058]
['dearest', 0.9545788646964058]
['obliteration', 0.9545788646964058]
['hitherto', 0.9545788646964058]
['triumvirate', 0.9545788646964058]
['institution', 0.9545788646964058]
['wanly', 0.9545788646964058]
['riches', 0.9545788646964058]
['mistook', 0.9545788646964058]
['debate', 0.9545788646964058]
['rendre', 0.9545788646964058]
['conversions', 0.9545788646964058]
['merits', 0.9545788646964058]
['profanity', 0.9545788646964058]
['copingstone', 0.9545788646964058]
['retailing', 0.9545788646964058]
['cloaks', 0.9545788646964058]
['happiness', 0.9545788646964058]
['andrassy', 0.9545788646964058]
['pheronactus', 0.9545788646964058]
['disturbance', 0.9545788646964058]
['sky', 0.9545788646964058]
['adoption', 0.9545788646964058]
['earthquakes', 0.9545788646964058]
['boom', 0.9545788646964058]
['identical', 0.9545788646964058]
['boon', 0.9545788646964058]
['republics', 0.9545788646964058]
['know', 0.9545788646964058]
['leaded', 0.9545788646964058]
['weaving', 0.9545788646964058]
['malefactor', 0.9545788646964058]
['mettant', 0.9545199801032753]
['si', 0.9543769691095775]
['principal', 0.9543295317986343]
['crew', 0.9542607510586079]
['waterworn', 0.9541031540857102]
['1632', 0.9541031540857102]
['malice', 0.9541031540857102]
['sickle', 0.9541031540857102]
['etching', 0.9541031540857102]
['stratum', 0.9541031540857102]
['myself', 0.9541031540857102]
['spotlessly', 0.9541031540857102]
['themes', 0.9541031540857102]
['orleans', 0.9540866815770551]
['thickest', 0.9540866815770551]
['moonstruck', 0.9540866815770551]
['ferocious', 0.9540866815770551]
['softness', 0.9540866815770551]
['cane', 0.9540866815770551]
['reptiles', 0.9540866815770551]
['grinned', 0.9540866815770551]
['basked', 0.9540866815770551]
['group', 0.9540866815770551]
['omniscient', 0.9540866815770551]
['inhospitable', 0.9540866815770551]
['yard', 0.9540866815770551]
['bargained', 0.9540866815770551]
['6221541', 0.9540866815770551]
['diurnal', 0.9540866815770551]
['shrewd', 0.9540866815770551]
['grindstone', 0.9540866815770551]
['lineaments', 0.9540866815770551]
['giddy', 0.9540866815770551]
['infallible', 0.9540866815770551]
['hauling', 0.9540866815770551]
['regretting', 0.9540866815770551]
['restrictions', 0.9540866815770551]
['seldom', 0.9540866815770551]
['execution', 0.9540866815770551]
['evenings', 0.9540866815770551]
['charlemagne', 0.9540866815770551]
['struts', 0.9540866815770551]
['fervently', 0.9540866815770551]
['surgeon', 0.9540866815770551]
['comfortably', 0.9540866815770551]
['gems', 0.9540866815770551]
['parliament', 0.9540866815770551]
['_don', 0.9540866815770551]
['preface', 0.9540866815770551]
['meerchaums', 0.9540866815770551]
['snags', 0.9540866815770551]
['chuckled', 0.9540866815770551]
['consultations', 0.9540866815770551]
['bogies', 0.9540866815770551]
['surliness', 0.9540866815770551]
['gyrating', 0.9540866815770551]
['celeste_', 0.9540866815770551]
['stray', 0.9540866815770551]
['begs', 0.9540866815770551]
['reasonless', 0.9540866815770551]
['sweetheart', 0.9540866815770551]
['viewing', 0.9540866815770551]
['trumpet', 0.9540866815770551]
['compassion', 0.9540866815770551]
['condensation', 0.9540866815770551]
['involuntarily', 0.9540866815770551]
['drunkenness', 0.9540866815770551]
['commanding', 0.9540866815770551]
['betting', 0.9540866815770551]
['genius', 0.9540866815770551]
['hangchow', 0.9540488913969576]
['benares', 0.954041047120996]
['dispelled', 0.9535694764167568]
['disposition', 0.9535403795324494]
['perforce', 0.9535403795324494]
['germain', 0.953485561003894]
['whiter', 0.9534332758970419]
['tres', 0.9533509749902472]
['superintend', 0.9532887204341537]
['worried', 0.9529488369334964]
['abundant', 0.9529488369334964]
['foyer', 0.9529488369334964]
['politician', 0.952821786441312]
['quackeries', 0.952821786441312]
['unlimited', 0.952821786441312]
['evils', 0.9527584796608165]
['employment', 0.9527419790292349]
['pitlike', 0.9527103098096303]
['allowing', 0.9525176669917136]
['_star', 0.9522332909754169]
['binds', 0.9522332909754169]
['around', 0.9522332909754169]
['village', 0.9521483563498568]
['doing', 0.9520524020239686]
['scoffed', 0.9519908371026669]
['springin', 0.9519073249365148]
['deprecatory', 0.9518927139623805]
['sailing', 0.9517315700869411]
['newsletter', 0.9513789192625111]
['policies', 0.9512840094714371]
['rockiness', 0.951158372704605]
['congratulated', 0.9511262464621567]
['lustre', 0.9509309768491166]
['decision', 0.9508368653813108]
['ringing', 0.9507097706436022]
['unwitting', 0.9506497550075286]
['daystar', 0.9505216991073789]
['chatty', 0.9504918036881421]
['irrelevant', 0.9504918036881421]
['descant', 0.9503712250646026]
['fairy', 0.949897368845249]
['shelves', 0.9498545519598879]
['decide', 0.949570964028342]
['recked', 0.9494174644797526]
['denies', 0.9493649150838761]
['immense', 0.9491997048987404]
['inclination', 0.9491887439808583]
['barbarians', 0.9491015682567198]
['garb', 0.9490960553407307]
['_areopagitica_', 0.9489057797964132]
['mood', 0.9488925910278189]
['scornful', 0.9488925910278189]
['whereby', 0.9488427485066855]
['improvisation', 0.9488017642862075]
['boldly', 0.9487729186937165]
['whitish', 0.9485501095989131]
['clams', 0.9484481597936764]
['experience', 0.9483565199129182]
['pictured', 0.9483565199129182]
['encrusted', 0.9483565199129182]
['dormouse', 0.9483565199129182]
['poacher', 0.9483565199129182]
['cossacks', 0.9483565199129182]
['haut', 0.9483565199129182]
['lace', 0.9483565199129182]
['murderer', 0.9483565199129182]
['rushing', 0.9483475785900706]
['xix', 0.9483158186809203]
['charged', 0.9482989046768358]
['twin', 0.9482025957544172]
['disposing', 0.9482025957544172]
['directeur', 0.9482025957544172]
['bestower', 0.9482025957544172]
['widely', 0.9482025957544172]
['reasonings', 0.9481783433732299]
['hushed', 0.9480866325596872]
['1638', 0.9480109010001254]
['surround', 0.948008337310788]
['italian', 0.9478025897643774]
['_absurdities_', 0.9477779214974092]
['mufflers', 0.9475019567523439]
['saffron', 0.947480599283643]
['fiammetta_', 0.9474458682103475]
['awaked', 0.9472063925366416]
['luxuries', 0.9470646357141841]
['neglects', 0.9469444785170816]
['bowling', 0.9469192739808886]
['accidents', 0.946801269766536]
['lyin', 0.9467876332020521]
['seduced', 0.9467843809310096]
['bearings', 0.9467326448391601]
['piled', 0.9463354089242784]
['sofas', 0.94629437915297]
['avitchi', 0.94629437915297]
['succeeds', 0.9461226029535046]
['consul', 0.9461204464928704]
['patten', 0.9460627444914228]
['seizure', 0.9460560658036276]
['basin', 0.9459913786462133]
['anear', 0.9459434402588106]
['obstacles', 0.9459265485775337]
['professorship', 0.9458627872035594]
['totally', 0.9458617936158648]
['expellas', 0.9458051182599704]
['reorganised', 0.9456649666150371]
['masted', 0.9455966792283692]
['shuddering', 0.9455966792283692]
['vigor', 0.9455966792283692]
['ambiguously', 0.9455303030603703]
['ahoy', 0.9454961565255757]
['lends', 0.945419420433945]
['bushels', 0.9451029427054343]
['pitted', 0.9451029427054343]
['arrivals', 0.9447112781463541]
['ravenously', 0.9446463998961655]
['rockies', 0.9446463998961655]
['regime', 0.9446463998961655]
['gloat', 0.9446463998961655]
['realise', 0.9446463998961655]
['truthfully', 0.9446463998961655]
['10000', 0.9446463998961655]
['nearly', 0.9446463998961655]
['glances', 0.9446463998961655]
['officer', 0.9446463998961655]
['feel', 0.9446463998961655]
['leal', 0.9446463998961655]
['economy_', 0.9446295846003148]
['reads', 0.9445963054200731]
['holding', 0.9445524885509448]
['snout', 0.9444154050483864]
['unsparingly', 0.9441567516059441]
['roof', 0.9441567516059441]
['conversing', 0.9441567516059441]
['abolished', 0.9441567516059441]
['rustics', 0.9441567516059441]
['emotions', 0.9441567516059441]
['animated', 0.9441567516059441]
['coiled', 0.9441567516059441]
['compassionate', 0.9439929456644502]
['hair', 0.943981625760099]
['dutch', 0.943981625760099]
['chores', 0.9439687508702568]
['or', 0.9438458706701112]
['claret', 0.9436591373995821]
['furthermore', 0.9435379124022711]
['makeshift', 0.9435379124022711]
['thinly', 0.9435379124022711]
['choky', 0.9435379124022711]
['besets', 0.9435379124022711]
['conscience', 0.9435379124022711]
['limitation', 0.9435379124022711]
['roast', 0.9435379124022711]
['paralysing', 0.9435379124022711]
['witless', 0.9435379124022711]
['are_', 0.9435379124022711]
['221', 0.9435379124022711]
['topmasts', 0.9435379124022711]
['arroyo', 0.9435379124022711]
['conquer', 0.9435379124022711]
['rim', 0.9435379124022711]
['obeyed', 0.9434721793167412]
['clayey', 0.9434721793167412]
['lend', 0.9434721793167412]
['sparingly', 0.9434449627788691]
['prevailed', 0.9434120773008658]
['ankles', 0.9434120773008658]
['relics', 0.9434120773008658]
['_was_', 0.9434120773008658]
['accelerated', 0.9434120773008658]
['lazy', 0.9434120773008658]
['strip', 0.9434120773008658]
['flared', 0.9434120773008658]
['miraculous', 0.9434120773008658]
['affect', 0.9433293346197551]
['bats', 0.9433133972826037]
['announces', 0.9432904643195722]
['cerements', 0.9432904643195722]
['occident', 0.9432904643195722]
['avow', 0.9431031705326282]
['retreats', 0.9429566490632716]
['exorcise', 0.9429566490632716]
['eh', 0.9425973368501929]
['tempers', 0.9425246445730839]
['undying', 0.9424834063116188]
['swiftness', 0.9424460623118047]
['scarf', 0.9424275657583169]
['nominations', 0.9423403934012715]
['corti', 0.9421941950822655]
['trap', 0.9421560194119144]
['chops', 0.9421308935279917]
['commentaries', 0.9420642491653733]
['reluctance', 0.9419173573791562]
['shooters', 0.9418544385635829]
['pair', 0.9418309460917674]
['superseded', 0.9418309460917674]
['waterfalls', 0.941794029106751]
['conducive', 0.9415947763680611]
['hundred', 0.9414237759858346]
['events', 0.9413945135678562]
['idly', 0.9412873363467943]
['sedition', 0.9412873363467943]
['equipment', 0.9412873363467943]
['actively', 0.9412873363467943]
['wake', 0.9412873363467943]
['asserted', 0.9412873363467943]
['school', 0.9412873363467943]
['capacious', 0.9412873363467943]
['ripe', 0.9412873363467943]
['herself', 0.9412873363467943]
['assonance', 0.9412873363467943]
['boyish', 0.9412873363467943]
['notoriety', 0.9412873363467943]
['dewey', 0.9412873363467943]
['footfalls', 0.9412873363467943]
['causerie', 0.9412873363467943]
['imperceptible', 0.9412873363467943]
['obliging', 0.9412301630403916]
['kinks', 0.9410163722431071]
['accompaniments', 0.9407275006658715]
['mountainous', 0.9407275006658715]
['clouding', 0.9407275006658715]
['render', 0.9407275006658715]
['cumbered', 0.9407275006658715]
['torrents', 0.9407275006658715]
['prayed', 0.9407275006658715]
['waltzing', 0.9407275006658715]
['miseries', 0.9407275006658715]
['stalked', 0.9407275006658715]
['herbert', 0.9407275006658715]
['cosmic', 0.9407275006658715]
['narrated', 0.9407275006658715]
['sights', 0.9407275006658715]
['defence', 0.9407275006658715]
['grains', 0.9407275006658715]
['holds', 0.9407275006658715]
['shouldering', 0.9407275006658715]
['_lunar', 0.9407275006658715]
['meaning', 0.9407275006658715]
