['damn', 0.9964948614235651]
['vulcan', 0.9013292741355263]
['yells', 0.9013292741355263]
['scalps', 0.9012628498611674]
['immortality', 0.9012075842354627]
['circumscription', 0.9009553980187945]
['pertinacity', 0.9009553980187945]
['signatures', 0.900832491537134]
['tine', 0.9006773088877302]
['electors', 0.9006773088877302]
['exceedingly', 0.9006773088877302]
['inactive', 0.9006773088877302]
['baggage', 0.9006773088877302]
['bloodstained', 0.9006773088877302]
['rude', 0.9006773088877302]
['comrades', 0.9006773088877302]
['nuptial', 0.9006773088877302]
['egsperiment', 0.9006773088877302]
['faculty', 0.9006566701938039]
['eatables', 0.9006007257083883]
['moulded', 0.9003113963262105]
['grant', 0.9002976879030858]
['tombstones', 0.9002836900239136]
['debilitating', 0.9002836900239136]
['windowsill', 0.9002836900239136]
['exposure', 0.9002836900239136]
['plow', 0.9002836900239136]
['consort', 0.9002836900239136]
['entire', 0.9002836900239136]
['unctious', 0.9002836900239136]
['inertia', 0.9002836900239136]
['extraction', 0.9002836900239136]
['wait', 0.9002836900239136]
['dilated', 0.9002836900239136]
['island_', 0.9002836900239136]
['refrained', 0.9002836900239136]
['uncommon', 0.9002836900239136]
['camphor', 0.9002836900239136]
['layer', 0.9002836900239136]
['sniffles', 0.9002836900239136]
['eis', 0.9002836900239136]
['distributed', 0.9002836900239136]
['excavation', 0.9002836900239136]
['intemperate', 0.9002836900239136]
['inlaying', 0.9002836900239136]
['whir', 0.9002836900239136]
['angrily', 0.9002836900239136]
['surveyed', 0.9002836900239136]
['princesse', 0.9002836900239136]
['nomination', 0.9002836900239136]
['predicate', 0.9002493117653046]
['genus', 0.9002244570030361]
['distinctly', 0.900046471606478]
