['consistently', 0.9982086997018425]
['persuasion', 0.9307903525766622]
['chemicals', 0.9306224796294384]
['reminiscent', 0.9306224796294384]
['roger', 0.9306224796294384]
['dreadful', 0.9306224796294384]
['peaceful', 0.9306224796294384]
['crests', 0.9305231113027885]
['satiric', 0.9304646853273428]
['scowl', 0.9302739719862647]
['asked', 0.9302739719862647]
['physics', 0.9302137608832903]
['cheval', 0.9302137608832903]
['virgil', 0.929896807273709]
['rangers', 0.9297979612428389]
['forests', 0.9297549392096682]
['midlin', 0.9296574202812075]
['proserpine', 0.929417416750016]
['seen', 0.9290246370903097]
['honolulu', 0.929006649911697]
['petition_', 0.9289117923731549]
['processes', 0.9287778331081687]
['conclusions', 0.9287503086753897]
['for', 0.9287158233779395]
['party', 0.9282103736452405]
['trickling', 0.9282103736452405]
['ney', 0.9282103736452405]
['swedish', 0.9282103736452405]
['painter', 0.9282103736452405]
['presided', 0.9282103736452405]
['duplicated', 0.9282103736452405]
['callings', 0.9282103736452405]
['inspiration', 0.9282103736452405]
['remembered', 0.9282103736452405]
['fond', 0.9282103736452405]
['responsible', 0.9281005291426304]
['radiances', 0.9279988600802459]
['conventions', 0.9279651568610245]
['dreading', 0.9279651568610245]
['consolidated', 0.9279651568610245]
['download', 0.9279651568610245]
['sanctity', 0.9279651568610245]
['mythical', 0.9279651568610245]
['thick', 0.9279651568610245]
['ambitions', 0.9279651568610245]
['wares', 0.9279651568610245]
['versions', 0.9279651568610245]
['condescend', 0.9279651568610245]
['haul', 0.9278401557636067]
['stretching', 0.9277859846952804]
['doing', 0.9277447558251708]
['whitish', 0.9277322030408909]
['dangerousness', 0.9277002977680441]
['italy', 0.927519278491418]
['fearful', 0.9274938070870458]
['wordsworth', 0.927062863715228]
['mathematicians', 0.9270428347450645]
['tailor', 0.9269393055026679]
['animating', 0.9268281234826604]
['speeded', 0.9268106321571601]
['sympathize', 0.9265793927089171]
['atte', 0.9265521657669521]
['namesake', 0.9265052805976539]
['uses', 0.9264429001605474]
['familiars', 0.9264226212791633]
['atmospheric', 0.9263667753556178]
['soothed', 0.926329323442406]
['fumble', 0.9262968925777828]
['furtherance', 0.9261965810970146]
['hugest', 0.9259492505562822]
['folding', 0.9258708504188793]
['arrangements', 0.9257643701381302]
['_irritentia_', 0.9257643701381302]
['organic', 0.9257643701381302]
['insomnia', 0.9257643701381302]
['ascetic', 0.9257643701381302]
['outrageously', 0.9257643701381302]
['nightlong', 0.9257643701381302]
['worthy', 0.9257643701381302]
['float', 0.9257643701381302]
['hell', 0.9257643701381302]
['occasions', 0.9257643701381302]
['seed', 0.9257643701381302]
['01', 0.9257643701381302]
['scarfs', 0.9257643701381302]
['pedo', 0.9257643701381302]
['collar', 0.9257643701381302]
['holy', 0.9257643701381302]
['likewise', 0.9257643701381302]
['analytical', 0.9257643701381302]
['mobile', 0.9257643701381302]
['calcutta', 0.9257643701381302]
['suspiciously', 0.9257643701381302]
['tractable', 0.9257643701381302]
['esalar', 0.9257643701381302]
['barn', 0.9257643701381302]
['sunk', 0.9257643701381302]
['shoving', 0.9257643701381302]
['ballads', 0.9256885905524075]
['pothooks', 0.9256502353142377]
['staggering', 0.9256113067537388]
['emitted', 0.9255724830972994]
['maris', 0.9255418261748471]
['sake', 0.9254931282674763]
['founded', 0.9254931282674763]
['pervading', 0.9254931282674763]
['prosit', 0.9254931282674763]
['museums', 0.9254931282674763]
['spaced', 0.9254931282674763]
['nadir', 0.9254931282674763]
['clinched', 0.9254931282674763]
['segur', 0.9254931282674763]
['noticeable', 0.9254931282674763]
['coleridge', 0.9254931282674763]
['avail', 0.9254931282674763]
['soothe', 0.9254931282674763]
['destroys', 0.9254931282674763]
['interpreting', 0.9254931282674763]
['glares', 0.9254931282674763]
['dews', 0.9254931282674763]
['bequeath', 0.9254931282674763]
['injure', 0.9254931282674763]
['_star_', 0.9254931282674763]
['sluggish', 0.9254931282674763]
['chamber', 0.9254931282674763]
['fishes', 0.9254931282674763]
['varying', 0.9254931282674763]
['hardly', 0.9254931282674763]
['nonplussed', 0.9254931282674763]
['pushing', 0.9254931282674763]
['oceans', 0.9254931282674763]
['crowbar', 0.9254931282674763]
['brothers', 0.9254931282674763]
['reverberating', 0.9254931282674763]
['10009', 0.9254931282674763]
['faults', 0.9254931282674763]
['loire', 0.9254931282674763]
['capricious', 0.9254931282674763]
['deem', 0.9254931282674763]
['remarks', 0.9254931282674763]
['excusing', 0.9254931282674763]
['acids', 0.9254931282674763]
['joyously', 0.9254931282674763]
['matron', 0.9254931282674763]
['whirring', 0.9254931282674763]
['better', 0.9254931282674763]
['entrain', 0.9254931282674763]
['useful', 0.9254931282674763]
['francais', 0.9254931282674763]
['favourably', 0.9254931282674763]
['position', 0.9254931282674763]
['cuttin', 0.9254931282674763]
['imbedded', 0.9254931282674763]
['accent', 0.9254931282674763]
['gifted', 0.9254931282674763]
['longer', 0.9254931282674763]
['miss', 0.9254514421817802]
['meandered', 0.9253759246923118]
['quadrille', 0.9251942297442196]
['demonstrate', 0.9251433133391576]
['butting', 0.9250828846377446]
['valor', 0.9249589080734874]
['archbishop', 0.9248913509442022]
['cooerdinating', 0.9248569376143273]
['hundreds', 0.9248381605138812]
['atto', 0.9245652731566618]
['energies', 0.9243679065617308]
['moulded', 0.9243221074573953]
['blindly', 0.9243165832354636]
['_prostitution', 0.924299040716201]
['shantyin', 0.9239730690693659]
['pinions', 0.9238631896904159]
['adjustment', 0.9238462561186436]
['zuylen', 0.9237025553193843]
['particularity', 0.9236487832868133]
['constantly', 0.9234884181291975]
['snarled', 0.9233219807569158]
['swam', 0.9232518505641201]
['ichthyosaurus', 0.9231772123835251]
['hypocritically', 0.9231108372734834]
['raining', 0.9229594775847099]
['elevations', 0.9229594775847099]
['importunate', 0.9229326016352394]
['_living_', 0.9228103526312836]
['preferment', 0.9228069935282547]
['chanty', 0.9227813454447759]
['tasting', 0.9225573342433161]
['hurrahs', 0.9224757669854906]
['grandsons', 0.9222663506944173]
['beef', 0.9222520003434402]
['sported', 0.9221185374327612]
['quaker', 0.9221048050943392]
['heures', 0.922035608077952]
['copings', 0.9220225775171024]
['_walden_', 0.921921682807107]
['up', 0.9217530625173291]
['eloquence', 0.9216191031163984]
['advertisement', 0.921500461828931]
['slew', 0.921500461828931]
['bulky', 0.9214286520391285]
['maurice', 0.9212333460619211]
['homely', 0.9212281902722907]
['garments', 0.9209924741012411]
['when', 0.9209504064963421]
['magpies', 0.9209420032197551]
['jukes', 0.9209420032197551]
['firemen', 0.9209420032197551]
['residing', 0.9209420032197551]
['hypocrite', 0.9209420032197551]
['unhesitatingly', 0.9209420032197551]
['wakefield', 0.9207146483960376]
['doctor', 0.9206428961835825]
['rigid', 0.9206371775512021]
['specialists', 0.920582000107946]
['recommendations', 0.9205774375168204]
['provocation', 0.9205180653387047]
['sobs', 0.9199141183524768]
['shapes', 0.9198715014289985]
['dimly', 0.9198304235758892]
['applause', 0.9197419598649955]
['distinguishable', 0.9195130695792637]
['bamboo', 0.9194902492372896]
['fiammetta_', 0.9193747946184357]
['distasteful', 0.9193688054631718]
['nods', 0.9192605262608987]
['acclivities', 0.9192510753893618]
['springin', 0.9192307702281538]
['richer', 0.9191397066191636]
['ecoutez', 0.9191246911197654]
['quips', 0.9190503097602594]
['inordinate', 0.9190503097602594]
['companies', 0.9190503097602594]
['milky', 0.9190503097602594]
['grows', 0.9190503097602594]
['advanced', 0.9190503097602594]
['worldscape', 0.9190451375364663]
['fogyism', 0.9190298461323521]
['riser', 0.918916737767846]
['talked', 0.91890267595468]
['highway', 0.9188952133616598]
['lukewarm', 0.9188737991504053]
['dictionary', 0.9187118658752069]
['pulls', 0.9186757881692766]
['drouth', 0.9184518953906617]
['comparatively', 0.918301726075716]
['amorosa', 0.9182432341987025]
['sailing', 0.9181509104125212]
['combines', 0.9180114750903908]
['digestion', 0.9178534652669168]
['espied', 0.9177391492440293]
['catalogues', 0.9176833858958551]
['cordon', 0.9176740454117407]
['therefor', 0.9175105711119054]
['paved', 0.9174208722545321]
['professed', 0.9171693663419874]
['heartbroken', 0.9171256188093994]
['assemble', 0.9170180366532443]
['terrestrials', 0.9169585309943127]
['stoop', 0.9168944936463308]
['huskily', 0.9168619789213652]
['courteous', 0.9167955349964917]
['alternatives', 0.9167550485484058]
['trace', 0.916708223261755]
['homiletics', 0.9166541116911591]
['mainsail', 0.9166447840433718]
['roofed', 0.9165809146033601]
['graceful', 0.9164019629255101]
['tickled', 0.9163375961231893]
['main', 0.9162838507768266]
['radio', 0.9162657509776835]
['dooty', 0.9162649653084737]
['scholar', 0.9162649653084737]
['sympathetic', 0.9162428718835062]
['animadverted', 0.9162405805375341]
['reproved', 0.9161932115681612]
['fleecy', 0.9160980851662495]
['ragged', 0.9160902146184454]
['remonstrating', 0.9160705471499695]
['kindly', 0.9159656879929787]
['devotion', 0.9158906512224114]
['silence', 0.9158659257411084]
['scant', 0.9158556253777876]
['fourth', 0.9158556253777876]
['andrea', 0.9158556253777876]
['burr', 0.9158556253777876]
['heal', 0.9158556253777876]
['admonished', 0.9158556253777876]
['cab', 0.9158556253777876]
['simpers', 0.9158556253777876]
['exemplars', 0.9158556253777876]
['different', 0.9158556253777876]
['fluctuate', 0.9158556253777876]
['distinctly', 0.9158088564229723]
['formula', 0.915732349639167]
['traveling', 0.9155438513614168]
['tyranny', 0.9154362923824325]
['obscured', 0.9154362923824325]
['settle', 0.9154362923824325]
['tormentors', 0.9154362923824325]
['definite', 0.9154362923824325]
['mexican', 0.9154362923824325]
['pigeon', 0.9154362923824325]
['countries', 0.9154362923824325]
['momentous', 0.9154362923824325]
['posted', 0.9154362923824325]
['configuration', 0.9154362923824325]
['terms', 0.9154362923824325]
['coral', 0.9154362923824325]
['prepares', 0.9154362923824325]
['spaniard', 0.9154362923824325]
['consummate', 0.9154362923824325]
['undigested', 0.9154362923824325]
['insensate', 0.9154362923824325]
['circles', 0.9154362923824325]
['moistened', 0.9154362923824325]
['chronicle', 0.9154362923824325]
['stalwart', 0.9154362923824325]
['cleaner', 0.9154362923824325]
['internal', 0.9153148120625089]
['retaining', 0.915135424989048]
['clotho', 0.9149302830901481]
['tracings', 0.9148466528893873]
['execrating', 0.9148294761213255]
['immortality', 0.9145848804062828]
['departments', 0.9145451254622343]
['unanimously', 0.9144934617292587]
['amaze', 0.914441129854229]
['incur', 0.9143869906967025]
['tapestry', 0.914165777137196]
['sporadic', 0.9141408915630072]
['wrecked', 0.9140979830026514]
['detect', 0.9137958339777051]
['certainly', 0.9137394788608147]
['totally', 0.9136862246956505]
['whisker', 0.9136639223836479]
['sangamo', 0.913605084881101]
['swords', 0.9134917335473812]
['phases', 0.9134757723344383]
['establish', 0.9134667654479977]
['convulsive', 0.9134417138405744]
['skimming', 0.9132183089934257]
['enumerated', 0.9129523071435611]
['carries', 0.9129440445976322]
['soldierly', 0.9125025918431033]
['ebbed', 0.9124811741287857]
['gasp', 0.9124338886053937]
['conjuror', 0.9122867612856473]
['chez', 0.9121584037323123]
['preliminaries', 0.9121447269263612]
['goths', 0.9121179447829972]
['bigger', 0.9120554472370415]
['employer', 0.9120006823537369]
['privacy', 0.911991931876789]
['inextricable', 0.9119873504585202]
['legation', 0.9116789037091312]
['usque', 0.9114632915578913]
['ferment', 0.9114505757461282]
['gunpowder', 0.9113857277619553]
['unbecoming', 0.9113486757674946]
['beyond', 0.9113426767938525]
['characterize', 0.9111367703053699]
['astonished', 0.9110532900029775]
['photographic', 0.9110217695569706]
['correspond', 0.9108936676866596]
['jason', 0.9108004746078906]
['decreed', 0.9106145481517297]
['rainwater', 0.9106145481517297]
['crash', 0.9106145481517297]
['incapacitated', 0.9105513892239552]
['latch', 0.910516326320418]
['luster', 0.9103971447675818]
['bubbling', 0.9103971447675818]
['primal', 0.9103656767838698]
['severity', 0.910211043792879]
['unreasoning', 0.9101475044258177]
['readiness', 0.9100708420535767]
['painters', 0.9098932462973807]
['stocks', 0.9098593740686434]
['monopoly', 0.9098573323582776]
['profanation', 0.9097194370037476]
['catastrophe', 0.9097170058837303]
['replica', 0.9096737967680009]
['outer', 0.9095908719884851]
['gallantly', 0.9095849056927182]
['awaked', 0.9094525728016634]
['produces', 0.9092403638534886]
['hurling', 0.9091927567435768]
['rheumatic', 0.9091893664271199]
['respectfully', 0.909089951457234]
['acid', 0.9090588248242146]
['guarding', 0.9089807970548074]
['supports', 0.9089807970548074]
['tense', 0.9089807970548074]
['boast', 0.9089807970548074]
['chestnuts', 0.9089807970548074]
['rights', 0.9089807970548074]
['cooly', 0.9089807970548074]
['hawking', 0.9089807970548074]
['_let', 0.9089807970548074]
['immolated', 0.9089807970548074]
['hero', 0.9089807970548074]
['clatter', 0.9089807970548074]
['ambitious', 0.9089807970548074]
['corpse', 0.9089807970548074]
['leaf', 0.9088867354612444]
['disclose', 0.9087397553300313]
['dios', 0.9086761163822485]
['keepers', 0.9086394468921248]
['flourished', 0.9085666149288868]
['plough', 0.908206204163868]
['naples', 0.9081169730554675]
['clinch', 0.9080031012930581]
['recruiting', 0.9077562203397035]
['bric', 0.9077490544389484]
['township', 0.9076143335947403]
['scrubs', 0.9075106976426409]
['lampiste', 0.9075011719227295]
['blackbeard', 0.9070163585171849]
['contrast', 0.9070163585171849]
['owner', 0.9070163585171849]
['curiously', 0.9070163585171849]
['latitude', 0.9070163585171849]
['unwillingness', 0.9070163585171849]
['impatiently', 0.9070163585171849]
['reviewing', 0.9070163585171849]
['arrogant', 0.9070163585171849]
['insupportable', 0.9070163585171849]
['poets', 0.9070163585171849]
['hid', 0.9068846751934618]
['corbeille', 0.9068632147199944]
['grayish', 0.9068129372419458]
['lunar', 0.906798703477769]
['eras', 0.9067462649388646]
['michael', 0.9066459332124113]
['glancing', 0.9065753267708788]
['hampered', 0.90641547245094]
['schuyler', 0.9064086221429324]
['convey', 0.9063645295885292]
['stockade', 0.9062313953248998]
['irresistibly', 0.9062313953248998]
['rulers', 0.9062313953248998]
['armee', 0.9062313953248998]
['junior', 0.9061190327149103]
['etes', 0.9060917308833635]
['melted', 0.9059240899683033]
['underhand', 0.9058842898306392]
['bill', 0.9057936733445194]
['deprecatory', 0.9056073918829857]
['diversity', 0.9055870583855011]
['chargeable', 0.9055390310441201]
['arrow', 0.9054445050353361]
['attempted', 0.9054229681018342]
['production', 0.9052906049097067]
['pails', 0.9052105796387349]
['michelangelo', 0.9051752644489025]
['escaped', 0.9049706175478229]
['hewn', 0.9049588818049523]
['treated', 0.9048072275351948]
['sorrowfully', 0.9047775749831023]
['unkempt', 0.9047027256703696]
['facilities', 0.904608927366175]
['sundays', 0.9044141487493808]
['majordomo', 0.9043795778881745]
['blight', 0.9043466349977322]
['sparkle', 0.9042540593667711]
['hide', 0.9042173328324037]
['modification', 0.9040436475999765]
['soiree', 0.9040299401384276]
['strugglin', 0.9040299401384276]
['papers', 0.9040144644529556]
['silver', 0.9039919389460773]
['lorenzo', 0.9038524644981718]
['charmingly', 0.9036028733583807]
['ballroom', 0.9035053910023766]
['interlocking', 0.9033078667738355]
['opprest', 0.9032837589917149]
['translation', 0.9032045061636549]
['withhold', 0.9031353420595659]
['ghoul', 0.9031353420595659]
['sermon', 0.9031353420595659]
['ye', 0.9030960503449217]
['cession', 0.9029782883574261]
['sanction', 0.9029307012336064]
['fag', 0.9029161223333149]
['capacities', 0.9028868569056062]
['unsympathetic', 0.9028672336793452]
['quieter', 0.9028672336793452]
['section', 0.9028672336793452]
['grazed', 0.9028349309616345]
['cheapen', 0.9027016643177393]
['tenderly', 0.9026903702137281]
['vengeance', 0.9026903702137281]
['survive', 0.9026903702137281]
['beautiful', 0.9026903702137281]
['instant', 0.9026903702137281]
['torturing', 0.9026903702137281]
['spurns', 0.9026903702137281]
['fatigues', 0.9026903702137281]
['peculiarly', 0.9026903702137281]
['noiseless', 0.9026392448133507]
['fastnesses', 0.902529033494154]
['_xxi_', 0.902529033494154]
['vivifying', 0.9024887302419922]
['geology', 0.9024480304269098]
['_think_', 0.9021304759211809]
['regulating', 0.9020594340231187]
['shines', 0.9020594340231187]
['driven', 0.9020594340231187]
['attained', 0.9019078478683767]
['pretend', 0.901901621879401]
['droll', 0.9018134214681937]
['gun', 0.9018096651584974]
['unwitting', 0.9017929114916936]
['signatures', 0.9017255342503205]
['shot', 0.9016541431626808]
['accustomed', 0.9016047255591806]
['gregory', 0.9014999639786827]
['draining', 0.9014663912604093]
['developed', 0.9014063795516205]
['amnii', 0.901341414249296]
['heroism_', 0.9012673725457052]
['paddles', 0.9012673725457052]
['upward', 0.9012292382507252]
['similarly', 0.9010247435016816]
['tended', 0.9009656031947704]
['circuit', 0.90089221985876]
['sacrificed', 0.9007694032588568]
['leetle', 0.9005956201991827]
['sou', 0.9005956201991827]
['titles', 0.9005956201991827]
['oswego', 0.9005956201991827]
['press_', 0.9005956201991827]
['musical', 0.900545340979048]
['disastrous', 0.9004988810379077]
['treetops', 0.9004620602968841]
['depleted', 0.9004136689385794]
['digression', 0.9004033672246657]
['freight', 0.9003759579190924]
['_with', 0.9003358977081806]
['fridays', 0.9002587234521223]
['differences', 0.9000254433632636]
