['intimidated', 0.9981380320967599]
['paw', 0.9596510975592913]
['aspect', 0.9596510975592913]
['catbird', 0.9596510975592913]
['mob', 0.9596510975592913]
['moderate', 0.9596510975592913]
['describin', 0.9596510975592913]
['particular', 0.9596510975592913]
['almshouse', 0.9596510975592913]
['killin', 0.9596510975592913]
['find', 0.9596510975592913]
['depended', 0.9596510975592913]
['spiritless', 0.9596510975592913]
['boundin', 0.9596510975592913]
['consume', 0.9596510975592913]
['awestricken', 0.9596510975592913]
['pigtail', 0.9596510975592913]
['ewe', 0.9596510975592913]
['huys', 0.9596510975592913]
['dinners', 0.9596510975592913]
['insisting', 0.9596510975592913]
['summerset', 0.9596510975592913]
['sorrowful', 0.9596510975592913]
['improvements', 0.9596510975592913]
['quilted', 0.9596510975592913]
['hemlocks', 0.9596510975592913]
['rebuke', 0.9596510975592913]
['pleasantest', 0.9596510975592913]
['scuttling', 0.9596510975592913]
['beat', 0.9596510975592913]
['watchfulness', 0.9596510975592913]
['mondains', 0.9596510975592913]
['monstrosity', 0.9596510975592913]
['homer', 0.9596510975592913]
['claimed', 0.9596510975592913]
['proximity', 0.9596510975592913]
['audible', 0.9596510975592913]
['alive', 0.9596510975592913]
['stuffs', 0.9596510975592913]
['glade', 0.9596510975592913]
['chronic', 0.9596510975592913]
['ivory', 0.9596510975592913]
['enchantment', 0.9596510975592913]
['supreme', 0.9596510975592913]
['pit', 0.9596510975592913]
['piu', 0.9596510975592913]
['prevalent', 0.9596510975592913]
['feeding', 0.9596510975592913]
['rampe', 0.9596510975592913]
['asset', 0.9596510975592913]
['autumnal', 0.9596510975592913]
['muse', 0.9596510975592913]
['henri', 0.9596510975592913]
['inscription', 0.9596510975592913]
['hindostan', 0.9596510975592913]
['sickly', 0.9596510975592913]
['executes', 0.9596510975592913]
['talkative', 0.9596510975592913]
['evil', 0.9596510975592913]
['sharpest', 0.9596510975592913]
['headlands', 0.9596510975592913]
['raw', 0.9596510975592913]
['isolated', 0.9596510975592913]
['rides', 0.9596510975592913]
['sandringham', 0.9596510975592913]
['buecheler', 0.9596510975592913]
['labels', 0.9596510975592913]
['atropos', 0.9596510975592913]
['bargains', 0.9596510975592913]
['dryden', 0.9596510975592913]
['workings', 0.9596510975592913]
['submissive', 0.9596510975592913]
['upheaval', 0.9596510975592913]
['furrows', 0.9596510975592913]
['policeman', 0.9596510975592913]
['stream', 0.9596510975592913]
['scuppers', 0.9596510975592913]
['poisoning', 0.9596510975592913]
['cautioned', 0.9596510975592913]
['indirect', 0.9596510975592913]
['metropolis', 0.9596510975592913]
['bonhomme', 0.9596510975592913]
['calamities', 0.9596510975592913]
['executing', 0.9596510975592913]
['fad', 0.9596510975592913]
['fathoms', 0.9596510975592913]
['departure', 0.9596510975592913]
['eluded', 0.9596510975592913]
['inward', 0.9596510975592913]
['headache', 0.9596510975592913]
['houghton', 0.9596510975592913]
['gala', 0.9596510975592913]
['believe', 0.9596510975592913]
['firewood', 0.9596510975592913]
['blazed', 0.9596510975592913]
['became', 0.9596510975592913]
['par', 0.9596510975592913]
['noted', 0.9596510975592913]
['universities', 0.9596510975592913]
['spices', 0.9596510975592913]
['pending', 0.9596510975592913]
['barns', 0.9596510975592913]
['horace', 0.9596510975592913]
['chicken', 0.9596510975592913]
['acknowledge', 0.9596510975592913]
['empire', 0.9596510975592913]
['leaden', 0.9596510975592913]
['lean', 0.9596510975592913]
['nationalities', 0.9596510975592913]
['broadly', 0.9596510975592913]
['deprecatory', 0.9590078662394774]
['surpasses', 0.9588935257972244]
['entertainment', 0.9588935257972244]
['hundreds', 0.9583828125843596]
['relinquish', 0.9581312012753758]
['dominating', 0.9581312012753758]
['coal', 0.9572074709565974]
['scales', 0.9572074709565974]
['manufactories', 0.957122735415685]
['watering', 0.957122735415685]
['topics', 0.9568685260044184]
['dear', 0.9560503997114806]
['through', 0.9557864441614087]
['flattered', 0.9555163256028943]
['determine', 0.9555163256028943]
['theous', 0.9553831082843778]
['marcia', 0.9546998942066581]
['weigh', 0.9546998942066581]
['dominates', 0.9546998942066581]
['quare', 0.9539982108274059]
['souci', 0.9539982108274059]
['extend', 0.9539982108274059]
['lookin', 0.9539982108274059]
['eradicate', 0.9539982108274059]
['sextus', 0.9539982108274059]
['conditioned', 0.9539982108274059]
['eighteen', 0.9539982108274059]
['boiled', 0.9539982108274059]
['holystoned', 0.9539982108274059]
['outlived', 0.9539982108274059]
['haberdashery', 0.9539982108274059]
['haf', 0.9539982108274059]
['hat', 0.9539982108274059]
['topping', 0.9539982108274059]
['locksmithing', 0.9539982108274059]
['mollard', 0.9539982108274059]
['addington', 0.9539982108274059]
['complications', 0.9539982108274059]
['role', 0.9539982108274059]
['circumstances', 0.9539982108274059]
['embark', 0.9539982108274059]
['deranging', 0.9539982108274059]
['cooks', 0.9539982108274059]
['meadow', 0.9539982108274059]
['dusty', 0.9539982108274059]
['pavilions', 0.9539982108274059]
['admired', 0.9539982108274059]
['temperate', 0.9539982108274059]
['quarter', 0.9539982108274059]
['bursting', 0.9539982108274059]
['disasters', 0.9539982108274059]
['herds', 0.9539982108274059]
['unburied', 0.9539982108274059]
['illness', 0.9539982108274059]
['erudition', 0.9539982108274059]
['diplomatist', 0.9539982108274059]
['orally', 0.9539982108274059]
['imagines', 0.9539982108274059]
['aggressive', 0.9539982108274059]
['welcomed', 0.9539982108274059]
['fit', 0.9539982108274059]
['loveliest', 0.9539982108274059]
['compels', 0.9539982108274059]
['reformatory', 0.9539982108274059]
['chabot', 0.9539982108274059]
['zion', 0.9539982108274059]
['exasperating', 0.9539982108274059]
['rumpus', 0.9539982108274059]
['dyes', 0.9539982108274059]
['beware', 0.9539982108274059]
['pouvoirs', 0.9539982108274059]
['24th', 0.9539982108274059]
['investment', 0.9539982108274059]
['dwells', 0.9539982108274059]
['cessation', 0.9539982108274059]
['fragrance', 0.9539982108274059]
['learn', 0.9539982108274059]
['knocked', 0.9539982108274059]
['installed', 0.9539982108274059]
['signs', 0.9539982108274059]
['preservation', 0.9539982108274059]
['syringes', 0.9539982108274059]
['also', 0.9539982108274059]
['seize', 0.9539982108274059]
['insane', 0.9539982108274059]
['untouched', 0.9539982108274059]
['bell', 0.9539982108274059]
['acted', 0.9539982108274059]
['satire', 0.9539982108274059]
['infect', 0.9539982108274059]
['vow', 0.9539982108274059]
['vox', 0.9539982108274059]
['breasted', 0.9539982108274059]
['into', 0.9539982108274059]
['enthusiasms', 0.9539982108274059]
['beverage', 0.9539982108274059]
['humpback', 0.9539982108274059]
['glows', 0.9539982108274059]
['_shoon', 0.9539982108274059]
['flowing', 0.9539982108274059]
['harassing', 0.9539982108274059]
['archytas', 0.9539982108274059]
['maw_', 0.9539982108274059]
['lock', 0.9539982108274059]
['directs', 0.9539982108274059]
['physicians', 0.9539982108274059]
['snaky', 0.9539982108274059]
['unprepared', 0.9539982108274059]
['chilly', 0.9539982108274059]
['desagreable', 0.9539982108274059]
['lithographically', 0.9539982108274059]
['allusion', 0.9539982108274059]
['strengthener', 0.9539982108274059]
['hateful', 0.9539982108274059]
['we_', 0.9539982108274059]
['parler', 0.9539982108274059]
['villainous', 0.9539982108274059]
['searched', 0.9539982108274059]
['integrity', 0.9539982108274059]
['lonesome', 0.9539982108274059]
['recovery', 0.9539982108274059]
['shakin', 0.9539982108274059]
['arch', 0.9539982108274059]
['disputes', 0.9539982108274059]
['forcibly', 0.9539982108274059]
['portraits', 0.9539982108274059]
['drawl', 0.9539982108274059]
['paster', 0.9539982108274059]
['annees', 0.9539982108274059]
['cooled', 0.9539982108274059]
['partridges', 0.9539982108274059]
['dismalness', 0.9539982108274059]
['12th', 0.9539982108274059]
['naming', 0.9539982108274059]
['consecrate', 0.9539982108274059]
['authorising', 0.9539982108274059]
['mrs', 0.9539982108274059]
['beseems', 0.9539982108274059]
['_caballo_', 0.9539982108274059]
['greetings', 0.9539982108274059]
['verse', 0.9539982108274059]
['cheerily', 0.9539982108274059]
['francis', 0.9539982108274059]
['start', 0.9539982108274059]
['whistling', 0.9539982108274059]
['loyally', 0.9539982108274059]
['moonlight', 0.9539982108274059]
['unenforceability', 0.9539982108274059]
['ceaseless', 0.9539982108274059]
['4557', 0.9539982108274059]
['adieux', 0.9539982108274059]
['inspired', 0.9539982108274059]
['conventional', 0.9539982108274059]
['_ameto', 0.9539982108274059]
['founders', 0.9539982108274059]
['stateroom', 0.9539982108274059]
['bless', 0.9539982108274059]
['obligated', 0.9539982108274059]
['heavy', 0.9539982108274059]
['punitive', 0.9539982108274059]
['anarchy', 0.9539982108274059]
['safety', 0.9539982108274059]
['visione', 0.9539982108274059]
['1913', 0.9539982108274059]
['hired', 0.9539982108274059]
['astern', 0.9539982108274059]
['combinations', 0.9539982108274059]
['culture', 0.9539982108274059]
['forgotten', 0.9539982108274059]
['richter', 0.9539982108274059]
['suddenness', 0.9539982108274059]
['petticoats', 0.9539982108274059]
['ordered', 0.9539982108274059]
['ancestors', 0.9539982108274059]
['graphically', 0.9539982108274059]
['orbit', 0.9539982108274059]
['ignorant', 0.9539982108274059]
['formally', 0.9539982108274059]
['meek', 0.9539982108274059]
['clytemnestra', 0.9539982108274059]
['tens', 0.9539982108274059]
['direst', 0.9539982108274059]
['tent', 0.9539982108274059]
['merry', 0.9539982108274059]
['strains', 0.9539982108274059]
['diplomats', 0.9539982108274059]
['fearest', 0.9539982108274059]
['examined', 0.9539982108274059]
['comete', 0.9539982108274059]
['cometh', 0.9539982108274059]
['necessary', 0.9539982108274059]
['lose', 0.9539982108274059]
['glare', 0.9539982108274059]
['tellings', 0.9539982108274059]
['reaching', 0.9539982108274059]
['additional', 0.9539982108274059]
['valerian', 0.9539982108274059]
['highest', 0.9539982108274059]
['kisses', 0.9539982108274059]
['beats', 0.9539982108274059]
['functions', 0.9539982108274059]
['_christus', 0.9539982108274059]
['swab', 0.9539982108274059]
['sway', 0.9539982108274059]
['met', 0.9539982108274059]
['tranquillized', 0.9539982108274059]
['witcheries', 0.9539982108274059]
['parkinson', 0.9539982108274059]
['astor', 0.9539982108274059]
['sham', 0.9539982108274059]
['schisms', 0.9539982108274059]
['detestation', 0.9539982108274059]
['abate', 0.9539982108274059]
['chinked', 0.9539982108274059]
['enraged', 0.9539982108274059]
['fictions', 0.9539982108274059]
['matting', 0.9539982108274059]
['palace', 0.9539982108274059]
['rattle', 0.9539982108274059]
['maria', 0.9539982108274059]
['observation', 0.9539982108274059]
['godliness', 0.9539982108274059]
['insinuated', 0.9539982108274059]
['perlite', 0.9539982108274059]
['deepen', 0.9539982108274059]
['inscrutable', 0.9539982108274059]
['impelling', 0.9539982108274059]
['etiquette', 0.9539982108274059]
['assigned', 0.9539982108274059]
['discreet', 0.9539982108274059]
['theorists', 0.9539982108274059]
['thinner', 0.9539982108274059]
['bragance', 0.9539982108274059]
['happening', 0.9539982108274059]
['idolatry', 0.9539982108274059]
['talker', 0.9539982108274059]
['filled', 0.9539982108274059]
['colonization', 0.9539982108274059]
['bow', 0.9539982108274059]
['swamping', 0.9539982108274059]
['waist', 0.9539982108274059]
['first', 0.9539982108274059]
['entrances', 0.9539982108274059]
['squat', 0.9539982108274059]
['arguing', 0.9539982108274059]
['roused', 0.9539982108274059]
['supposition', 0.9539982108274059]
['bedside', 0.9539982108274059]
['enthusiasm', 0.9539982108274059]
['seared', 0.9539982108274059]
['overmatch', 0.9539982108274059]
['undertone', 0.9539982108274059]
['dreamless', 0.9539982108274059]
['philosophically', 0.9539982108274059]
['declaration', 0.9539982108274059]
['zanchius', 0.9539982108274059]
['woodland', 0.9539982108274059]
['images', 0.9539982108274059]
['reconnoitered', 0.9539982108274059]
['fitness', 0.9539982108274059]
['occultations', 0.9539982108274059]
['powerless', 0.9539982108274059]
['flyin', 0.9539982108274059]
['shattered', 0.9539982108274059]
['washing', 0.9539982108274059]
['sweetly', 0.9539982108274059]
['carcass', 0.9539982108274059]
['misery', 0.9539982108274059]
['recall', 0.9539982108274059]
['dazed', 0.9539982108274059]
['emaciated', 0.9539982108274059]
['resentments', 0.9539982108274059]
['invigoration', 0.9539982108274059]
['sciving', 0.9539982108274059]
['showers', 0.9539982108274059]
['serene', 0.9539982108274059]
['rebels', 0.9539982108274059]
['swelling', 0.9539982108274059]
['quarrelsome', 0.9539982108274059]
['screened', 0.9539982108274059]
['faithfully', 0.9539982108274059]
['stoves', 0.9539982108274059]
['ardour', 0.9539982108274059]
['irritable', 0.9539982108274059]
['cur', 0.9539982108274059]
['marrying', 0.9539982108274059]
['teuton', 0.9539982108274059]
['easter', 0.9539982108274059]
['austria', 0.9539982108274059]
['relapsed', 0.9539982108274059]
['curt', 0.9539982108274059]
['consulted', 0.9539982108274059]
['cellar', 0.9539982108274059]
['pleasing', 0.9539982108274059]
['thronging', 0.9539982108274059]
['mayhap', 0.9539982108274059]
['carlo', 0.9539982108274059]
['assisted', 0.9539982108274059]
['access', 0.9539982108274059]
['apologetic', 0.9539982108274059]
['packing', 0.9539982108274059]
['composed', 0.9539982108274059]
['monseigneur', 0.9539982108274059]
['horns', 0.9539982108274059]
['flattering', 0.9539982108274059]
['accredited', 0.9539982108274059]
['approached', 0.9539982108274059]
['allied', 0.9539982108274059]
['incentive', 0.9539982108274059]
['prisoner', 0.9539982108274059]
['inexorable', 0.9539982108274059]
['disease', 0.9539982108274059]
['traitor', 0.9539982108274059]
['placidly', 0.9539982108274059]
['statues', 0.9539982108274059]
['deflected', 0.9539982108274059]
['swimmer', 0.9539982108274059]
['closets', 0.9539982108274059]
['sigur', 0.9539982108274059]
['nevertheless', 0.9539982108274059]
['wreckage', 0.9539982108274059]
['rushes', 0.9539982108274059]
['measure', 0.9539982108274059]
['conveys', 0.9539982108274059]
['gratification', 0.9539982108274059]
['conceive', 0.9539982108274059]
['oaths', 0.9539982108274059]
['luggage', 0.9539982108274059]
['prints', 0.9539982108274059]
['joined', 0.9539982108274059]
['spendthrifts', 0.9539982108274059]
['tourists', 0.9539982108274059]
['screws', 0.9539982108274059]
['disorganised', 0.9539982108274059]
['potency', 0.9539982108274059]
['mus', 0.9539982108274059]
['discovery', 0.9539982108274059]
['reiterate', 0.9539982108274059]
['rims', 0.9539982108274059]
['natives', 0.9539982108274059]
['chazy', 0.9539982108274059]
['schiller', 0.9539982108274059]
['rumor', 0.9539982108274059]
['pursues', 0.9539982108274059]
['contests', 0.9539982108274059]
['objurgatory', 0.9539982108274059]
['row', 0.9539982108274059]
['illustrating', 0.9539982108274059]
['requited', 0.9539982108274059]
['confucius', 0.9539982108274059]
['critic', 0.9539982108274059]
['fern', 0.9539982108274059]
['subjection', 0.9539982108274059]
['browed', 0.9539982108274059]
['cheerfully', 0.9539982108274059]
['resembling', 0.9539982108274059]
['cheap', 0.9539982108274059]
['trot', 0.9539982108274059]
['surfaces', 0.9539982108274059]
['contract', 0.9539982108274059]
['conjointly', 0.9539982108274059]
['weed', 0.9539982108274059]
['moon', 0.9539982108274059]
['grasp', 0.9539982108274059]
['piracy', 0.9539982108274059]
['roses', 0.9539982108274059]
['lumberman', 0.9539982108274059]
['brien', 0.9539982108274059]
['sum', 0.9539982108274059]
['version', 0.9539982108274059]
['pulpit', 0.9539982108274059]
['sur', 0.9539982108274059]
['naval', 0.9539982108274059]
['flag', 0.9539982108274059]
['presumed', 0.9539982108274059]
['hunted', 0.9539982108274059]
['mathematician', 0.9539982108274059]
['intolerable', 0.9539982108274059]
['oppressed', 0.9539982108274059]
['storm', 0.9539982108274059]
['rifle', 0.9539982108274059]
['electric', 0.9539982108274059]
['till_', 0.9539982108274059]
['unbiassed', 0.9539982108274059]
['workmen', 0.9539982108274059]
['credence', 0.9539982108274059]
['try', 0.9539982108274059]
['rudolph', 0.9539982108274059]
['separately', 0.9539982108274059]
['disinclines', 0.9539982108274059]
['contrasting', 0.9539982108274059]
['elixir', 0.9539982108274059]
['lifeless', 0.9539982108274059]
['warmed', 0.9539982108274059]
['steeped', 0.9539982108274059]
['princeps', 0.9539982108274059]
['discordant', 0.9539982108274059]
['loyalty', 0.9539982108274059]
['include', 0.9539982108274059]
['disclaimer', 0.9539982108274059]
['toils', 0.9539982108274059]
['wrestling', 0.9539982108274059]
['falsity', 0.9539982108274059]
['opiates', 0.9539982108274059]
['kaleidoscopic', 0.9539982108274059]
['provoke', 0.9539982108274059]
['sidewalks', 0.9539982108274059]
['tack', 0.9539982108274059]
['whilst', 0.9539982108274059]
['arbitrations', 0.9539982108274059]
['ambition', 0.9539982108274059]
['regiomontanus', 0.9539982108274059]
['acknowledgment', 0.9539982108274059]
['vapouring', 0.9539982108274059]
['why', 0.9539982108274059]
['oscillated', 0.9539982108274059]
['pipe', 0.9539982108274059]
['married', 0.9539982108274059]
['juror', 0.9539982108274059]
['luminous', 0.9539982108274059]
['thus', 0.9539982108274059]
['geographical', 0.9539982108274059]
['volume', 0.9539982108274059]
['monastic', 0.9539982108274059]
['intimidating', 0.9539982108274059]
['conclusion', 0.9539982108274059]
['squeak', 0.9539982108274059]
['aegir', 0.9539982108274059]
['rancour', 0.9539982108274059]
['infringed', 0.9539982108274059]
['increasing', 0.9539982108274059]
['dory', 0.9539982108274059]
['_a', 0.9539982108274059]
['garment', 0.9539982108274059]
['swaths', 0.9539982108274059]
['fortnight', 0.9539982108274059]
['blinded', 0.9539982108274059]
['assured', 0.9539982108274059]
['engagement', 0.9539982108274059]
['dogmas', 0.9539982108274059]
['legs', 0.9539982108274059]
['entail', 0.9539982108274059]
['eagerly', 0.9539982108274059]
['looming', 0.9539982108274059]
['braying', 0.9539982108274059]
['flanked', 0.9539982108274059]
['disaster', 0.9539982108274059]
['fair', 0.9539982108274059]
['reprieved', 0.9539982108274059]
['drew', 0.9539982108274059]
['carbon', 0.9539982108274059]
['autoisi', 0.9539982108274059]
['readers', 0.9539982108274059]
['adventurer', 0.9539982108274059]
['life', 0.9539982108274059]
['adaptations', 0.9539982108274059]
['ilion', 0.9539982108274059]
['flippancy', 0.9539982108274059]
['forsaken', 0.9539982108274059]
['prologue', 0.9539982108274059]
['warring', 0.9539982108274059]
['gasps', 0.9539982108274059]
['therefrom', 0.9539982108274059]
['circumstantial', 0.9539982108274059]
['crutches', 0.9539982108274059]
['reorganization', 0.9539982108274059]
['divulged', 0.9539982108274059]
['cherished', 0.9539982108274059]
['valued', 0.9539982108274059]
['nether', 0.9539982108274059]
['grosser', 0.9539982108274059]
['snaps', 0.9539982108274059]
['misshapen', 0.9539982108274059]
['decades', 0.9539982108274059]
['equipage', 0.9539982108274059]
['woodcraft', 0.9539982108274059]
['rivalled', 0.9539982108274059]
['unconsciousness', 0.9539982108274059]
['flocks', 0.9539982108274059]
['agree', 0.9539982108274059]
['ac', 0.9539982108274059]
['original', 0.9539982108274059]
['crestfallen', 0.9539982108274059]
['_chug_', 0.9539982108274059]
['axis', 0.9539982108274059]
['earnings', 0.9539982108274059]
['pinted', 0.9539982108274059]
['silky', 0.9539982108274059]
['misses', 0.9539982108274059]
['attentions', 0.9539982108274059]
['historian', 0.9539982108274059]
['remembers', 0.9539982108274059]
['effecting', 0.9539982108274059]
['attacking', 0.9539982108274059]
['session', 0.9539982108274059]
['obscure', 0.9539982108274059]
['hooted', 0.9539982108274059]
['whole', 0.9539982108274059]
['volcanic', 0.9539982108274059]
['formats', 0.9539982108274059]
['lunacy', 0.9539982108274059]
['stables', 0.9539982108274059]
['be', 0.9539982108274059]
['agreement', 0.9539982108274059]
['by', 0.9539982108274059]
['forgave', 0.9539982108274059]
['primarily', 0.9539982108274059]
['impudent', 0.9539982108274059]
['imps', 0.9539982108274059]
['redeemed', 0.9539982108274059]
['walker', 0.9539982108274059]
['shrugged', 0.9539982108274059]
['disordered', 0.9539982108274059]
['herondas', 0.9539982108274059]
['let', 0.9539982108274059]
['standing', 0.9539982108274059]
['ministere', 0.9539982108274059]
['jeer', 0.9539982108274059]
['unpalatable', 0.9539982108274059]
['delightful', 0.9539982108274059]
['venom', 0.9539982108274059]
['oblong', 0.9539982108274059]
['straining', 0.9539982108274059]
['competency', 0.9539982108274059]
['_xii_', 0.9539982108274059]
['lyon', 0.9539982108274059]
['injustice', 0.9539982108274059]
['grinning', 0.9539982108274059]
['thief', 0.9539982108274059]
['unbent', 0.9539982108274059]
['footprints', 0.9539982108274059]
['cajoling', 0.9539982108274059]
['boreale', 0.9539982108274059]
['rural', 0.9539982108274059]
['29th', 0.9539982108274059]
['boats', 0.9539982108274059]
['consumes', 0.9539982108274059]
['green', 0.9539982108274059]
['greed', 0.9539982108274059]
['devote', 0.9539982108274059]
['consent', 0.9539982108274059]
['buffon', 0.9539982108274059]
['crimes', 0.9539982108274059]
['strangers', 0.9539982108274059]
['baltic', 0.9539982108274059]
['truthfulness', 0.9539982108274059]
['crooning', 0.9539982108274059]
['neighborhoods', 0.9539982108274059]
['accord', 0.9539982108274059]
['merchantibility', 0.9539982108274059]
['chimneys', 0.9539982108274059]
['abrupt', 0.9539982108274059]
['comparative', 0.9539982108274059]
['profounder', 0.9539982108274059]
['partridge', 0.9539982108274059]
['comments', 0.9539982108274059]
['theirs', 0.9539982108274059]
['pays', 0.9539982108274059]
['responding', 0.9539982108274059]
['physical', 0.9539982108274059]
['reception', 0.9539982108274059]
['adresser', 0.9539982108274059]
['vibrating', 0.9539982108274059]
['purity', 0.9539982108274059]
['brazen', 0.9539982108274059]
['streaks', 0.9539982108274059]
['poetically', 0.9539982108274059]
['fires', 0.9539982108274059]
['inevitable', 0.9539982108274059]
['palaces', 0.9539982108274059]
['mostly', 0.9539982108274059]
['lunches', 0.9539982108274059]
['insatiably', 0.9539982108274059]
['twinkles', 0.9539982108274059]
['gnat', 0.9539982108274059]
['prided', 0.9539982108274059]
['parfaitement', 0.9539982108274059]
['dispatch', 0.9539982108274059]
['dangers', 0.9539982108274059]
['carmilla', 0.9539982108274059]
['bestial', 0.9539982108274059]
['heels', 0.9539982108274059]
['reunions', 0.9539982108274059]
['struck', 0.9539982108274059]
['winnowing', 0.9539982108274059]
['verily', 0.9539982108274059]
['bucket', 0.9539982108274059]
['flattened', 0.9539982108274059]
['robed', 0.9539982108274059]
['chunky', 0.9539982108274059]
['injury', 0.9539982108274059]
['nine', 0.9539982108274059]
['fr', 0.9539982108274059]
['fool', 0.9539982108274059]
['trailed', 0.9539982108274059]
['remercie', 0.9539982108274059]
['antiquity', 0.9539982108274059]
['1877', 0.9539982108274059]
['1874', 0.9539982108274059]
['1878', 0.9539982108274059]
['sensual', 0.9539982108274059]
['rudest', 0.9539982108274059]
['lifetimes', 0.9539982108274059]
['assistants', 0.9539982108274059]
['partly', 0.9539982108274059]
['straggling', 0.9539982108274059]
['shah', 0.9539982108274059]
['distances', 0.9539982108274059]
['incongruity', 0.9539982108274059]
['pyrotechnic', 0.9539982108274059]
['signal', 0.9539982108274059]
['donna', 0.9539982108274059]
['civilization', 0.9539982108274059]
['abroad', 0.9539982108274059]
['seeing', 0.9539982108274059]
['cialdini', 0.9539982108274059]
['himself', 0.9539982108274059]
['stragglers', 0.9539982108274059]
['saps', 0.9539982108274059]
['elliptical', 0.9539982108274059]
['skated', 0.9539982108274059]
['scornfully', 0.9539982108274059]
['indolently', 0.9539982108274059]
['keen', 0.9539982108274059]
['apennines', 0.9539982108274059]
['glories', 0.9539982108274059]
['filigree', 0.9539982108274059]
['gloried', 0.9539982108274059]
['attach', 0.9539982108274059]
['prouder', 0.9539982108274059]
['border', 0.9539982108274059]
['evolution', 0.9539982108274059]
['unearth', 0.9539982108274059]
['neither', 0.9539982108274059]
['transaction', 0.9539982108274059]
['intimated', 0.9539982108274059]
['264', 0.9539982108274059]
['jubilee', 0.9539982108274059]
['notices', 0.9539982108274059]
['hi', 0.9539982108274059]
['ho', 0.9539982108274059]
['boulevards', 0.9539982108274059]
['unskilled', 0.9539982108274059]
['drowned', 0.9539982108274059]
['give', 0.9539982108274059]
['decree', 0.9539982108274059]
['drawled', 0.9539982108274059]
['espouse', 0.9539982108274059]
['brilliance', 0.9539982108274059]
['incoherently', 0.9539982108274059]
['reference', 0.9539982108274059]
['sheridan', 0.9539982108274059]
['wainscoted', 0.9539982108274059]
['congres', 0.9539982108274059]
['_did_', 0.9539982108274059]
['moods', 0.9539982108274059]
['sporting', 0.9539982108274059]
['thucydides', 0.9539982108274059]
['nerve', 0.9539982108274059]
['formerly', 0.9539982108274059]
['intellectual', 0.9539982108274059]
['scrawl', 0.9539982108274059]
['blushing', 0.9539982108274059]
['oncle', 0.9539982108274059]
['shave', 0.9539982108274059]
['transportation', 0.9539982108274059]
['capturing', 0.9539982108274059]
['pine', 0.9539982108274059]
['grow', 0.9539982108274059]
['harked', 0.9539982108274059]
['preaching', 0.9539982108274059]
['imperative', 0.9539982108274059]
['gigantic', 0.9539982108274059]
['liveth', 0.9539982108274059]
['unknowable', 0.9539982108274059]
['savoring', 0.9539982108274059]
['repined', 0.9539982108274059]
['despotic', 0.9539982108274059]
['whereabouts', 0.9539982108274059]
['custody', 0.9539982108274059]
['margin', 0.9539982108274059]
['devotees', 0.9539982108274059]
['rubbing', 0.9539982108274059]
['middle', 0.9539982108274059]
['disappointment', 0.9539982108274059]
['accountable', 0.9539982108274059]
['broken', 0.9539982108274059]
['pleasantry', 0.9539982108274059]
['brute', 0.9539982108274059]
['hesitancy', 0.9539982108274059]
['unpopularity', 0.9539982108274059]
['reluctant', 0.9539982108274059]
['tranquillity', 0.9539982108274059]
['endowed', 0.9539982108274059]
['charme', 0.9539982108274059]
['spoon', 0.9539982108274059]
['usurped', 0.9539982108274059]
['pleasure', 0.9539982108274059]
['projected', 0.9539982108274059]
['wages', 0.9539982108274059]
['paint', 0.9539982108274059]
['significant', 0.9539982108274059]
['cramped', 0.9539982108274059]
['obsequiously', 0.9539982108274059]
['myriad', 0.9539982108274059]
['patiently', 0.9539982108274059]
['fur', 0.9539982108274059]
['tribesmen', 0.9539982108274059]
['sapient', 0.9539982108274059]
['scowled', 0.9539982108274059]
['adversaries', 0.9539982108274059]
['nose', 0.9539982108274059]
['elysees', 0.9539982108274059]
['strolled', 0.9539982108274059]
['query', 0.9539982108274059]
['brooms', 0.9539982108274059]
['despicable', 0.9539982108274059]
['sightly', 0.9539982108274059]
['private', 0.9539982108274059]
['names', 0.9539982108274059]
['midair', 0.9539982108274059]
['desprey', 0.9539982108274059]
['contempt', 0.9539982108274059]
['daring', 0.9539982108274059]
['regions', 0.9539982108274059]
['fete', 0.9539982108274059]
['revived', 0.9539982108274059]
['lingerie', 0.9539982108274059]
['gazing', 0.9539982108274059]
['keeseville', 0.9539982108274059]
['josselin', 0.9539982108274059]
['defend', 0.9539982108274059]
['deceptions', 0.9539982108274059]
['franz', 0.9539982108274059]
['overweening', 0.9539982108274059]
['retain', 0.9539982108274059]
['finest', 0.9539982108274059]
['tide', 0.9539982108274059]
['keener', 0.9539982108274059]
['motherhood', 0.9539982108274059]
['exploited', 0.9539982108274059]
['freely', 0.9539982108274059]
['insidious', 0.9539982108274059]
['indistinguishable', 0.9539982108274059]
['nateral', 0.9539982108274059]
['passively', 0.9539982108274059]
['raved', 0.9539982108274059]
['insert', 0.9539982108274059]
['rendered', 0.9539982108274059]
['saneness', 0.9539982108274059]
['canrobert', 0.9539982108274059]
['bud', 0.9539982108274059]
['wish', 0.9539982108274059]
['godsend', 0.9539982108274059]
['hath', 0.9539982108274059]
['queenly', 0.9539982108274059]
['smokin', 0.9539982108274059]
['pendant', 0.9539982108274059]
['verdure', 0.9539982108274059]
['quarrel', 0.9539982108274059]
['protuberance', 0.9539982108274059]
['borneo', 0.9539982108274059]
['exhibits', 0.9539982108274059]
['comprehend', 0.9539982108274059]
['rabelais', 0.9539982108274059]
['felicitous', 0.9539982108274059]
['bonar', 0.9539982108274059]
['gog', 0.9539982108274059]
['trumpeted', 0.9539982108274059]
