['damn', 0.998506268618762]
['thickets', 0.9235274122643473]
['hohenlohe', 0.9235274122643473]
['communion', 0.9235274122643473]
['swimmin', 0.9235274122643473]
['recognise', 0.9235274122643473]
['goldsmith', 0.9235274122643473]
['prelude', 0.9235274122643473]
['renault', 0.9235274122643473]
['unlike', 0.9235274122643473]
['nobles', 0.9235274122643473]
['_lunarium_', 0.9235274122643473]
['beneath', 0.9235274122643473]
['opportunities', 0.9235274122643473]
['mobilization', 0.9235274122643473]
['puttin', 0.9235274122643473]
['innocently', 0.9235274122643473]
['throwing', 0.9235274122643473]
['fathers', 0.9235274122643473]
['carlton', 0.9235274122643473]
['tapped', 0.9235274122643473]
['estimable', 0.9235274122643473]
['fideles', 0.9235274122643473]
['acre', 0.9235274122643473]
['disused', 0.9235274122643473]
['dam', 0.9235274122643473]
['dar', 0.9235274122643473]
['hellish', 0.9235274122643473]
['revival', 0.9235274122643473]
['incomparable', 0.9235274122643473]
['oupire', 0.9235274122643473]
['affording', 0.9235274122643473]
['exhausting', 0.9235274122643473]
['eyewitness', 0.9235274122643473]
['feigned', 0.9235216837324222]
['shocks', 0.9234692817144556]
['dozens', 0.9233413992948709]
['amid', 0.9232642104098325]
['rug', 0.9231552593421717]
['rangers', 0.9231149598405359]
['eminently', 0.9227425038072636]
['wilderness', 0.9226349547909409]
['class', 0.9224467400915671]
['complacency', 0.9222755725601706]
['trapper', 0.9221948898818823]
['jauntily', 0.9221948898818823]
['1901', 0.9221292371831473]
['patten', 0.9219158308869808]
['downloading', 0.9219029263850956]
['equanimity', 0.9219029263850956]
['appalachians', 0.9219029263850956]
['solved', 0.9219029263850956]
['horrid', 0.9219029263850956]
['waterfall', 0.9219029263850956]
['distinct', 0.9219029263850956]
['rabbit', 0.9219029263850956]
['ptolemaic', 0.9218732425909127]
['lilliputia_', 0.9218732425909127]
['sympathised', 0.9218038418439168]
['breakin', 0.9216985123145146]
['fiddle', 0.9216985123145146]
['ahoy', 0.9211243984902581]
['somber', 0.9210747817876543]
['newfoundland', 0.9210747817876543]
['talking', 0.9210453955372583]
['sandalphon', 0.9209353680602236]
['doing', 0.9208662960725347]
['dogmatist', 0.920863273558035]
['blackstone', 0.9205641341066289]
['plaster', 0.9205144339938486]
['weave', 0.9205115765458872]
['scotchman', 0.9205115765458872]
['beggin', 0.9204713460082811]
['combine', 0.9204713460082811]
['wilder', 0.9201542628344304]
['affidavy', 0.9201450197592618]
['roadside', 0.9201250411874319]
['foot', 0.9199257176173553]
['systems', 0.9199257176173553]
['walnut', 0.9199257176173553]
['hazing', 0.9199257176173553]
['sterile', 0.9199257176173553]
['proves', 0.9199257176173553]
['see', 0.9199257176173553]
['absurd', 0.9199257176173553]
['minnows', 0.9199257176173553]
['frances', 0.9199257176173553]
['busily', 0.9199257176173553]
['wrangling', 0.9199257176173553]
['recites', 0.9199257176173553]
['_varieties', 0.9198793181564343]
['roundhouse', 0.9196803015717802]
['downfall', 0.9196803015717802]
['comprehensive', 0.9196052253783409]
['performers', 0.9195840029786242]
['mariners', 0.9195320696794032]
['_being', 0.9194009098721029]
['blown', 0.9192096327490212]
['prophetic', 0.9192070625522794]
['drummond', 0.9192070625522794]
['notified', 0.9190220126174342]
['congratulated', 0.918795786859853]
['culminating', 0.9184934509200604]
['whither', 0.9184841792685]
['fang', 0.9182714832258336]
['henceforward', 0.9181607236848213]
['curtain', 0.9181607236848213]
['arithmetical', 0.9178424299789785]
['dimly', 0.9178263369323415]
['facility', 0.917183836603968]
['unoccupied', 0.9170388675521397]
['underrated', 0.9170052933691419]
['spenser', 0.9170052933691419]
['poverty', 0.9170052933691419]
['premier', 0.9170052933691419]
['lifetime', 0.9167437447305069]
['openhanded', 0.9166314633892725]
['cured', 0.9164637404154725]
['gasses', 0.9164637404154725]
['breaking', 0.9164637404154725]
['storytelling', 0.9164263084703088]
['live', 0.9163819816011988]
['ingenuously', 0.9162306124305506]
['eagen', 0.9161488257461703]
['tables', 0.9160057729818909]
['ben', 0.9158331074135148]
['wilhelmsstrasse', 0.9154588637061377]
['_with', 0.9147233558946886]
['lash', 0.9147088419580132]
['rhythmic', 0.9147088419580132]
['poor', 0.9147088419580132]
['impostures', 0.9147088419580132]
['cave', 0.9147088419580132]
['evangelization', 0.9147088419580132]
['sweating', 0.9147088419580132]
['treasure', 0.9147088419580132]
['brigatine', 0.9147088419580132]
['porters', 0.9147088419580132]
['quiet', 0.9147088419580132]
['irrespective', 0.9147088419580132]
['moot', 0.9147088419580132]
['amply', 0.9147088419580132]
['crowds', 0.9147088419580132]
['typhoid', 0.9147088419580132]
['lacks', 0.9147088419580132]
['modeled', 0.9147088419580132]
['metternich', 0.9147088419580132]
['pains', 0.9147088419580132]
['province', 0.9147088419580132]
['oilskin', 0.9147088419580132]
['favourable', 0.9147088419580132]
['mewed', 0.9147088419580132]
['vagabond', 0.9147088419580132]
['impecunious', 0.9147088419580132]
['painted', 0.9147088419580132]
['constitutes', 0.9147088419580132]
['scar', 0.9147088419580132]
['babes', 0.9147088419580132]
['muttering', 0.9147088419580132]
['mauvaise', 0.9147088419580132]
['inaccurate', 0.9147088419580132]
['hoofs', 0.9147088419580132]
['mastodon', 0.9147088419580132]
['mea_', 0.9147088419580132]
['tale', 0.9147088419580132]
['writing', 0.9147088419580132]
['unlikely', 0.9147088419580132]
['flamingo', 0.9147088419580132]
['_hypotheses_', 0.9147088419580132]
['satellite', 0.9147088419580132]
['gives', 0.9147088419580132]
['cloth', 0.9147088419580132]
['95', 0.9147088419580132]
['ownership', 0.9147088419580132]
['knew', 0.9147088419580132]
['borrow', 0.9147088419580132]
['wade', 0.9147088419580132]
['gettin', 0.9147088419580132]
['consideration', 0.9147088419580132]
['swell', 0.9147088419580132]
['probable', 0.9147088419580132]
['parade', 0.9147088419580132]
['laurel', 0.9147088419580132]
['retire', 0.9147088419580132]
['okalbians', 0.9147088419580132]
['transforming', 0.9147088419580132]
['2004', 0.9147088419580132]
['ignatieff', 0.9147088419580132]
['pennyroyal', 0.9147088419580132]
['respects', 0.9147088419580132]
['immortality', 0.9146142144777888]
['bobbed', 0.9145769603752955]
['_walden_', 0.9144888858039524]
['quiver', 0.9138207622433725]
['dropping', 0.9137783811335798]
['deprecatory', 0.9136616760321625]
['paused', 0.9136015489509981]
['sardonically', 0.9133284715029689]
['bowling', 0.9129596072449276]
['voluptuous', 0.9126151726710673]
['hay', 0.9125753984881738]
['opposed', 0.9125753984881738]
['turned', 0.9125753984881738]
['opposite', 0.9125753984881738]
['_godwin_', 0.9125753984881738]
['followed', 0.9125753984881738]
['self', 0.9125753984881738]
['murmuring', 0.9125753984881738]
['honneur', 0.9125753984881738]
['seraphim', 0.9125753984881738]
['praising', 0.9125753984881738]
['vividly', 0.9125753984881738]
['symonds', 0.9125753984881738]
['tobacco', 0.9125753984881738]
['southward', 0.9125753984881738]
['sprinkling', 0.9125753984881738]
['fois', 0.9125753984881738]
['deplorable', 0.9125753984881738]
['trebled', 0.9125753984881738]
['sickest', 0.9125753984881738]
['trianon', 0.9125753984881738]
['lava', 0.9125753984881738]
['shroud', 0.9125753984881738]
['impressiveness', 0.9125753984881738]
['foreign', 0.9125753984881738]
['cup', 0.9125753984881738]
['coastwise', 0.9125753984881738]
['deathless', 0.9125753984881738]
['nocturne', 0.9125753984881738]
['deserve', 0.9125753984881738]
['indistinct', 0.9125753984881738]
['moravian', 0.9125753984881738]
['mouchy', 0.9125753984881738]
['conferring', 0.9125753984881738]
['stewed', 0.9125753984881738]
['maundered', 0.9125753984881738]
['plan', 0.9125753984881738]
['harangue', 0.9125753984881738]
['garder', 0.9125753984881738]
['revolution', 0.9125753984881738]
['greyish', 0.9125753984881738]
['submission', 0.9125753984881738]
['cotton', 0.9125753984881738]
['auspices', 0.9125753984881738]
['secretly', 0.9125753984881738]
['prominent', 0.9125753984881738]
['rhetoric', 0.9125753984881738]
['gagging', 0.9125753984881738]
['language', 0.9125753984881738]
['gospel', 0.9125753984881738]
['chaps', 0.9125753984881738]
['national', 0.9125753984881738]
['est', 0.9125753984881738]
['abeam', 0.9125753984881738]
['mesa', 0.9125753984881738]
['western', 0.9125753984881738]
['kali', 0.9125753984881738]
['embodies', 0.9125753984881738]
['deported', 0.9125753984881738]
['hazards', 0.9125753984881738]
['debater', 0.9125753984881738]
['alter', 0.9125753984881738]
['aegos', 0.9125753984881738]
['pourteles', 0.9125753984881738]
['deserts', 0.9125753984881738]
['schoolmasters', 0.9125753984881738]
['augurinus', 0.9125753984881738]
['omitting', 0.9125753984881738]
['reckoning', 0.9125753984881738]
['race', 0.9125753984881738]
['absented', 0.9125753984881738]
['trials', 0.9125753984881738]
['applied', 0.9125753984881738]
['noah', 0.9125753984881738]
['actor', 0.9125753984881738]
['log', 0.9125753984881738]
['trouville', 0.9125753984881738]
['10003', 0.9125753984881738]
['shine', 0.9125753984881738]
['sidenote', 0.9125753984881738]
['rash', 0.9125753984881738]
['kneeled', 0.9125753984881738]
['criminals', 0.9125753984881738]
['plantation', 0.9125753984881738]
['guilds', 0.9125753984881738]
['bendings', 0.9125753984881738]
['intrude', 0.9125753984881738]
['dollar', 0.9125753984881738]
['songsters', 0.9125753984881738]
['motionless', 0.9125753984881738]
['discipline', 0.9125753984881738]
['stratagems', 0.9125753984881738]
['calculatingly', 0.9125753984881738]
['sinuosities', 0.9125753984881738]
['html', 0.9125753984881738]
['risking', 0.9125753984881738]
['adonis', 0.9125753984881738]
['innovation', 0.9125753984881738]
['schumann', 0.9125753984881738]
['blushed', 0.9125753984881738]
['east', 0.9125753984881738]
['occurring', 0.9125753984881738]
['handiwork', 0.9125753984881738]
['brotherly', 0.9125753984881738]
['revealing', 0.9125753984881738]
['social', 0.9125753984881738]
['pursuers', 0.9125753984881738]
['sayin', 0.9125753984881738]
['saved', 0.9125753984881738]
['crackers', 0.9125753984881738]
['explanations', 0.9125753984881738]
['receives', 0.9125753984881738]
['mamma', 0.9125753984881738]
['homeward', 0.9125753984881738]
['statuettes', 0.9125753984881738]
['tennis', 0.9125753984881738]
['impetuous', 0.9125753984881738]
['discernible', 0.9125753984881738]
['cared', 0.9125753984881738]
['seams', 0.9125753984881738]
['assumed', 0.9125753984881738]
['galenist', 0.9125753984881738]
['saturnine', 0.9125753984881738]
['apathy', 0.9125753984881738]
['teach', 0.9125753984881738]
['aristocrat', 0.9125753984881738]
['cackle', 0.9125753984881738]
['crushes', 0.9125753984881738]
['vista', 0.9125753984881738]
['aleutians', 0.9125753984881738]
['grants', 0.9125753984881738]
['ranges', 0.9125753984881738]
['impracticable', 0.9125753984881738]
['anthem', 0.9125753984881738]
['others', 0.9125753984881738]
['ecole', 0.9125753984881738]
['laughed', 0.9125753984881738]
['conversion', 0.9125753984881738]
['royale', 0.9125753984881738]
['baffled', 0.9125753984881738]
['allows', 0.9125753984881738]
['opiate', 0.9125753984881738]
['_lunarology_', 0.9125753984881738]
['grail', 0.9125753984881738]
['seeingly', 0.9125753984881738]
['alpheus', 0.9125753984881738]
['endless', 0.9119929047999172]
['particularity', 0.9116397009524718]
['witted', 0.9111693162520815]
['blending', 0.9104848591712528]
['hushes', 0.9104460664830875]
['command', 0.9103604639379373]
['amuse', 0.910342574729204]
['interposition', 0.9102657436409292]
['withdraw', 0.9100426535676897]
['promptitude', 0.9099054301477465]
['heures', 0.9097727936521403]
['naterally', 0.9097618037401103]
['mcmxx', 0.9097256606886094]
['endearments', 0.9096885479161905]
['topper', 0.9096750361311707]
['parried', 0.9091707457235871]
['hangchow', 0.9090418596116008]
['theodoric', 0.9090222086573204]
['alternatives', 0.9088304050888324]
['karnsteins', 0.9086365090224]
['lissa', 0.9084501094772034]
['vulcan', 0.9084040693244034]
['yells', 0.9084040693244034]
['reporter', 0.9079690706880461]
['_editio', 0.9079479340702881]
['faculty', 0.9077796917952186]
['mentioned', 0.9077608586162907]
['chess', 0.9077200829030313]
['emerson', 0.9071348352545859]
['prowlings', 0.907037177802366]
['neat', 0.9070113572542996]
['_from', 0.9070113572542996]
['son', 0.9070113572542996]
['terribly', 0.9070113572542996]
['solar', 0.9070113572542996]
['lear', 0.9070113572542996]
['rebellious', 0.9068283777382735]
['girds', 0.9066521742842888]
['mixes', 0.9066252503391025]
['bergs', 0.9066252503391025]
['consumed', 0.9066252503391025]
['predestined', 0.9065599607403109]
['plaintiff', 0.9064980013302832]
['superficiality', 0.9064657899919791]
['stripped', 0.906440214860172]
['fortunately', 0.9063421168421414]
['unlocked', 0.9063323411540792]
['thrush', 0.9059388796570195]
['sanction', 0.9056203223009877]
['explicit', 0.9055841020674629]
['battues', 0.9054932123169565]
['mme', 0.9054366673423996]
['skilled', 0.9052671067365137]
['citizens', 0.9052602476203591]
['scrutinize', 0.9052134510504395]
['jerked', 0.905105795101282]
['serve', 0.905105795101282]
['moulded', 0.9046293327648179]
['maker', 0.9045253413514004]
['nile', 0.9045253413514004]
['morosofs', 0.9045253413514004]
['thoroughly', 0.9045253413514004]
['whereunto', 0.9045253413514004]
['vaguely', 0.9045253413514004]
['doorposts', 0.9045253413514004]
['divulge', 0.9045253413514004]
['arroyos', 0.9045253413514004]
['sacrilege', 0.9045253413514004]
['feces', 0.9044646194829213]
['singularity', 0.9042943843237053]
['compel', 0.9042792757318913]
['bondage', 0.9038987255910043]
['madam', 0.9036788749378194]
['complained', 0.9033881733709065]
['burglars', 0.9032585405873208]
['punctuation', 0.9032585405873208]
['broadside', 0.9032585405873208]
['diminishes', 0.9030555692323426]
['civilised', 0.9029433921105767]
['reckless', 0.9028083121382027]
['firmament', 0.9024286104550513]
['born', 0.9023875372056795]
['waste', 0.9023875372056795]
['exaltation', 0.9022162493112542]
['sparkle', 0.902115928825549]
['hampered', 0.9020304251550667]
['holding', 0.9019799165490047]
['stoic', 0.9018429667207613]
['apprehended', 0.9017722084744422]
['galilee', 0.9017363188551865]
['rollicking', 0.9014977605702919]
['impresses', 0.9014977605702919]
['matthew', 0.9014977605702919]
['pride', 0.9014977605702919]
['advancing', 0.9014977605702919]
['sugar', 0.9014977605702919]
['adopt', 0.9014977605702919]
['ranging', 0.9014977605702919]
['villa', 0.9014977605702919]
['dugout', 0.9014977605702919]
['overshot', 0.9014415915478062]
['exactly', 0.9011615690096341]
['gapped', 0.9011438140623899]
['lighthouse', 0.9010966648178033]
['petit', 0.9010290144380391]
['pagan', 0.900800441883395]
['egerias', 0.9006085564336017]
['certainty', 0.9004177144922791]
['disastrous', 0.9003379607252051]
['dismay', 0.9001841477514398]
['lethargy', 0.9000098308979934]
['burning', 0.9000052030278819]
