['quare', 0.9334713320044264]
['enemies', 0.9334713320044264]
['shakes', 0.9334713320044264]
['otter', 0.9334713320044264]
['wetness', 0.9334713320044264]
['disclosing', 0.9334713320044264]
['98', 0.9334713320044264]
['logically', 0.9334713320044264]
['papal', 0.9334713320044264]
['theoretical', 0.9334713320044264]
['chaucer', 0.9334713320044264]
['undertook', 0.9334713320044264]
['mused', 0.9334713320044264]
['chaining', 0.9334713320044264]
['squares', 0.9334713320044264]
['hoogley', 0.9334713320044264]
['buries', 0.9334713320044264]
['argument', 0.9334713320044264]
['instructed', 0.9334713320044264]
['masse', 0.9334713320044264]
['law_', 0.9334713320044264]
['commissariat', 0.9334713320044264]
['merit', 0.9334713320044264]
['clank', 0.9334713320044264]
['priest', 0.9334713320044264]
['worries', 0.9334713320044264]
['overflowed', 0.9334713320044264]
['ascribed', 0.9334713320044264]
['reichemberg', 0.9334713320044264]
['belie', 0.9334713320044264]
['pastimes', 0.9334713320044264]
['gist', 0.9334713320044264]
['rest', 0.9334713320044264]
['starving', 0.9334713320044264]
['kennel', 0.9334713320044264]
['tireless', 0.9334713320044264]
['october', 0.9334713320044264]
['biassed', 0.9334713320044264]
['beaks', 0.9334713320044264]
['mast', 0.9334713320044264]
['diary', 0.9334713320044264]
['coquetry', 0.9334713320044264]
['pedant', 0.9334713320044264]
['foundations', 0.9334713320044264]
['_am_', 0.9334713320044264]
['fiercely', 0.9334713320044264]
['rise_', 0.9334713320044264]
['castle', 0.9334713320044264]
['celer', 0.9334713320044264]
['rooted', 0.9334713320044264]
['fishermen', 0.9334713320044264]
['beforehand', 0.9334713320044264]
['commotion', 0.9334713320044264]
['wedded', 0.9334713320044264]
['golf', 0.9334713320044264]
['jade', 0.9334713320044264]
['diminution', 0.9334713320044264]
['adjoining', 0.9334713320044264]
['frosty', 0.9334713320044264]
['raced', 0.9334713320044264]
['forgiveness', 0.9334713320044264]
['redistribution', 0.9334713320044264]
['orbs', 0.9334713320044264]
['continue', 0.9334713320044264]
['curious', 0.9334713320044264]
['forearms', 0.9334713320044264]
['exposed', 0.9334713320044264]
['suit', 0.9334713320044264]
['inches', 0.9334713320044264]
['graciously', 0.9334713320044264]
['slums', 0.9334713320044264]
['us', 0.9334713320044264]
['freighted', 0.9334713320044264]
['procuring', 0.9334713320044264]
['mixing', 0.9334713320044264]
['isaiah', 0.9334713320044264]
['1409', 0.9334713320044264]
['expresses', 0.9334713320044264]
['mysteries', 0.9334713320044264]
['legendary', 0.9334713320044264]
['britons', 0.9334713320044264]
['bled', 0.9334713320044264]
['waffles', 0.9334713320044264]
['sculling', 0.9334713320044264]
['countrymen', 0.9334713320044264]
['kipling', 0.9334713320044264]
['handle', 0.9334713320044264]
['sanely', 0.9334713320044264]
['piston', 0.9334713320044264]
['snowfall', 0.9334713320044264]
['outsider', 0.9334713320044264]
['genghis', 0.9334713320044264]
['concerted', 0.9334713320044264]
['rooms', 0.9334713320044264]
['sketching', 0.9334713320044264]
['int', 0.9334713320044264]
['revanche', 0.9334713320044264]
['mansion', 0.9334713320044264]
['pedro', 0.9334713320044264]
['sped', 0.9334713320044264]
['jacob', 0.9334713320044264]
['horn', 0.9334713320044264]
['chef', 0.9334713320044264]
['watchers', 0.9334713320044264]
['transparence', 0.9334713320044264]
['augustines', 0.9334713320044264]
['tornadoes', 0.9334713320044264]
['farce', 0.9334713320044264]
['interview', 0.9334713320044264]
['haste', 0.9334713320044264]
['bespeak', 0.9334713320044264]
['remorse', 0.9334713320044264]
['minus', 0.9334713320044264]
['necktie', 0.9334713320044264]
['laden', 0.9334713320044264]
['latter', 0.9334713320044264]
['exercises', 0.9334713320044264]
['headlong', 0.9334713320044264]
['miserable', 0.9334713320044264]
['oblivious', 0.9334713320044264]
['comicall', 0.9334713320044264]
['jabbering', 0.9334713320044264]
['comfortable', 0.9334713320044264]
['board', 0.9334713320044264]
['chaff', 0.9334713320044264]
['months', 0.9334713320044264]
['difficiles', 0.9334713320044264]
['wax', 0.9334713320044264]
['inquiring', 0.9334713320044264]
['welcome', 0.9334713320044264]
['scarcity', 0.9334713320044264]
['uniform', 0.9334713320044264]
['coerced', 0.9334713320044264]
['emphasising', 0.9334713320044264]
['starless', 0.9334713320044264]
['vicinity', 0.9334713320044264]
['forms', 0.9334713320044264]
['worshiped', 0.9334713320044264]
['nutrition', 0.9334713320044264]
['troublesome', 0.9334713320044264]
['slay', 0.9334713320044264]
['overcoming', 0.9334713320044264]
['fifty', 0.9334713320044264]
['cannon', 0.9334713320044264]
['effectual', 0.9334713320044264]
['girdles', 0.9334713320044264]
['gleamed', 0.9334713320044264]
['receded', 0.9334713320044264]
['sibbern', 0.9334713320044264]
['unteachable', 0.9334713320044264]
['accommodating', 0.9334713320044264]
['trick', 0.9334713320044264]
['commanded', 0.9334713320044264]
['followers', 0.9334713320044264]
['thunderbolt', 0.9334713320044264]
['closest', 0.9334713320044264]
['favorites', 0.9334713320044264]
['skulking', 0.9334713320044264]
['throb', 0.9334713320044264]
['dashin', 0.9334713320044264]
['preconcerted', 0.9334713320044264]
['patrimonial', 0.9334713320044264]
['tellin', 0.9334713320044264]
['tendencies', 0.9334713320044264]
['hypochondria', 0.9334713320044264]
['recuperated', 0.9334713320044264]
['contains', 0.9334713320044264]
['propounded', 0.9334713320044264]
['stinging', 0.9334713320044264]
['archipelago', 0.9334713320044264]
['firmly', 0.9334713320044264]
['calms', 0.9334713320044264]
['complexions', 0.9334713320044264]
['bustle', 0.9334713320044264]
['help', 0.9334713320044264]
['muscalunge', 0.9334713320044264]
['sketched', 0.9334713320044264]
['issue', 0.9334713320044264]
['arbitration', 0.9334713320044264]
['irrefragable', 0.9334713320044264]
['experienced', 0.9334713320044264]
['usual', 0.9334713320044264]
['hesitating', 0.9334713320044264]
['constellation', 0.9334713320044264]
['distinguish', 0.9334713320044264]
['unrestrained', 0.9334713320044264]
['bidding', 0.9334713320044264]
['10007', 0.9334713320044264]
['gamy', 0.9334713320044264]
['crawled', 0.9334713320044264]
['sorbonne', 0.9334713320044264]
['works', 0.9334713320044264]
['shiny', 0.9334713320044264]
['convex', 0.9334713320044264]
['sullen', 0.9334713320044264]
['pretended', 0.9334713320044264]
['behalf', 0.9334713320044264]
['suite', 0.9334713320044264]
['virtuous', 0.9334713320044264]
['denunciations', 0.9334713320044264]
['meandering', 0.9334713320044264]
['spurzheim', 0.9334713320044264]
['win', 0.9334713320044264]
['bernhardt', 0.9334713320044264]
['crossed', 0.9334713320044264]
['circular', 0.9334713320044264]
['legions', 0.9334713320044264]
['conceiving', 0.9334713320044264]
['counterpart', 0.9334713320044264]
['hitching', 0.9334713320044264]
['manifestation', 0.9334713320044264]
['lectures', 0.9334713320044264]
['quarantine', 0.9334713320044264]
['amphibia', 0.9334713320044264]
['merino', 0.9334713320044264]
['portent', 0.9334713320044264]
['supernatural', 0.9334713320044264]
['allotted', 0.9334713320044264]
['kings', 0.9334713320044264]
['schoolgirls', 0.9334713320044264]
['cordilleras', 0.9334713320044264]
['swinging', 0.9334713320044264]
['bucks', 0.9334713320044264]
['trooping', 0.9334713320044264]
['fortification', 0.9334713320044264]
['underground', 0.9334713320044264]
['_ix_', 0.9334713320044264]
['dammed', 0.9334713320044264]
['fierce', 0.9334713320044264]
['spree', 0.9334713320044264]
['well', 0.9334713320044264]
['englander', 0.9334713320044264]
['mistakes', 0.9334713320044264]
['phenomena', 0.9334713320044264]
['november_', 0.9334713320044264]
['pestilence', 0.9334713320044264]
['entr', 0.9334713320044264]
['hazy', 0.9334713320044264]
['haze', 0.9334713320044264]
['besides', 0.9334713320044264]
['ware', 0.9334713320044264]
['commencing', 0.9334713320044264]
['bone', 0.9334713320044264]
['shirking', 0.9334713320044264]
['quaintly', 0.9334713320044264]
['_beginneth', 0.9334713320044264]
['struggle', 0.9334713320044264]
['burmans', 0.9334713320044264]
['thereon', 0.9334713320044264]
['juster', 0.9334713320044264]
['enabled', 0.9334713320044264]
['preparation', 0.9334713320044264]
['extracting', 0.9334713320044264]
['seer', 0.9334713320044264]
['doc', 0.9334713320044264]
['alarm', 0.9334713320044264]
['mollusca', 0.9334713320044264]
['dog', 0.9334713320044264]
['dunghill', 0.9334713320044264]
['principle', 0.9334713320044264]
['patter', 0.9334713320044264]
['patted', 0.9334713320044264]
['04', 0.9334713320044264]
['maigre_', 0.9334713320044264]
['uselessly', 0.9334713320044264]
['riley', 0.9334713320044264]
['belly', 0.9334713320044264]
['unfortunate', 0.9334713320044264]
['sodden', 0.9334713320044264]
['serviette', 0.9334713320044264]
['prairies', 0.9334713320044264]
['restate', 0.9334713320044264]
['decazes', 0.9334713320044264]
['teeth', 0.9334713320044264]
['trended', 0.9334713320044264]
['thither_', 0.9334713320044264]
['arbor', 0.9334713320044264]
['swayed', 0.9334713320044264]
['mad', 0.9334713320044264]
['scrambling', 0.9334713320044264]
['smudge', 0.9334713320044264]
['demanding', 0.9334713320044264]
['org', 0.9334713320044264]
['little', 0.9334713320044264]
['murky', 0.9334713320044264]
['show', 0.9334713320044264]
['plump', 0.9334713320044264]
['icily', 0.9334713320044264]
['canto', 0.9334713320044264]
['cornered', 0.9334713320044264]
['ambassadors', 0.9334713320044264]
['undershirt', 0.9334713320044264]
['shingles', 0.9334713320044264]
['squally', 0.9334713320044264]
['niceties', 0.9334713320044264]
['vistas', 0.9334713320044264]
['lodgings', 0.9334713320044264]
['slung', 0.9334713320044264]
['turnips', 0.9334713320044264]
['mayest', 0.9334713320044264]
['enmity', 0.9334713320044264]
['two', 0.9334713320044264]
['gravely', 0.9334713320044264]
['attain', 0.9334713320044264]
['advice', 0.9334713320044264]
['playing', 0.9334713320044264]
['predisposed', 0.9334713320044264]
['undefiled', 0.9334713320044264]
['noticing', 0.9334713320044264]
['inception', 0.9334713320044264]
['complain', 0.9334713320044264]
['fish', 0.9334713320044264]
['hard', 0.9334713320044264]
['hart', 0.9334713320044264]
['orient', 0.9334713320044264]
['childish', 0.9334713320044264]
['members', 0.9334713320044264]
['laughable', 0.9334713320044264]
['revive', 0.9334713320044264]
['regulation', 0.9334713320044264]
['insufferably', 0.9334713320044264]
['ruin', 0.9334713320044264]
['distributes', 0.9334713320044264]
['silk', 0.9334713320044264]
['sill', 0.9334713320044264]
['merchandise', 0.9334713320044264]
['contagious', 0.9334713320044264]
['changeable', 0.9334713320044264]
['fane', 0.9334713320044264]
['distraught', 0.9334713320044264]
['burned', 0.9334713320044264]
['geological', 0.9334713320044264]
['kernels', 0.9334713320044264]
['llana', 0.9334713320044264]
['soeur', 0.9334713320044264]
['recht', 0.9334713320044264]
['wherein', 0.9334713320044264]
['husbands', 0.9334713320044264]
['predecessors', 0.9334713320044264]
['shakrack', 0.9334713320044264]
['deliberately', 0.9334713320044264]
['valueless', 0.9334713320044264]
['judgement', 0.9334713320044264]
['hissin', 0.9334713320044264]
['obliged', 0.9334713320044264]
['jewelry', 0.9334713320044264]
['aversion', 0.9334713320044264]
['caraccas', 0.9334713320044264]
['necks', 0.9334713320044264]
['cesspools', 0.9334713320044264]
['prepared', 0.9334713320044264]
['cynthia', 0.9334713320044264]
['ennemi', 0.9334713320044264]
['pipes', 0.9334713320044264]
['piper', 0.9334713320044264]
['paddle', 0.9334713320044264]
['infantry', 0.9334713320044264]
['bluff', 0.9334713320044264]
['terrier', 0.9334713320044264]
['bind', 0.9334713320044264]
['diminutive', 0.9334713320044264]
['lettres', 0.9334713320044264]
['freshness', 0.9334713320044264]
['mate', 0.9334713320044264]
['afterward', 0.9334713320044264]
['strategic', 0.9334713320044264]
['gasping', 0.9334713320044264]
['staff', 0.9334713320044264]
['inspiring', 0.9334713320044264]
['greece', 0.9334713320044264]
['awaits', 0.9334713320044264]
['accents', 0.9334713320044264]
['dissent', 0.9334713320044264]
['shantied', 0.9334713320044264]
['pampered', 0.9334713320044264]
['repeated', 0.9334713320044264]
['littered', 0.9334713320044264]
['traceries', 0.9334713320044264]
['repenting', 0.9334713320044264]
['sibilance', 0.9334713320044264]
['undulation', 0.9334713320044264]
['strap', 0.9334713320044264]
['moisten', 0.9334713320044264]
['clapped', 0.9334713320044264]
['eugene', 0.9334713320044264]
['potatoes', 0.9334713320044264]
['frantically', 0.9334713320044264]
['wariness', 0.9334713320044264]
['heavenly', 0.9334713320044264]
['masterpiece', 0.9334713320044264]
['hopeless', 0.9334713320044264]
['hearing', 0.9334713320044264]
['flippant', 0.9334713320044264]
['wrapped', 0.9334713320044264]
['wardrobe', 0.9334713320044264]
['garlanded', 0.9334713320044264]
['snow', 0.9334713320044264]
['yang', 0.9334713320044264]
['announce', 0.9334713320044264]
['glided', 0.9334713320044264]
['mending', 0.9334713320044264]
['splendor', 0.9334713320044264]
['footway', 0.9334713320044264]
['plus', 0.9334713320044264]
['git', 0.9334713320044264]
['whereas', 0.9334713320044264]
['intimacy', 0.9334713320044264]
['rushin', 0.9334713320044264]
['dion', 0.9334713320044264]
['obsolete', 0.9334713320044264]
['disliked', 0.9334713320044264]
['furnishes', 0.9334713320044264]
['staterooms', 0.9334713320044264]
['flutter', 0.9334713320044264]
['population', 0.9334713320044264]
['sere', 0.9334713320044264]
['michele', 0.9334713320044264]
['warhorse', 0.9334713320044264]
['pinin', 0.9334713320044264]
['priests', 0.9334713320044264]
['afterwards', 0.9334713320044264]
['60', 0.9334713320044264]
['vowed', 0.9334713320044264]
['actions', 0.9334713320044264]
['satin', 0.9334713320044264]
['incurring', 0.9334713320044264]
['saunter_', 0.9334713320044264]
['augustus', 0.9334713320044264]
['diverges', 0.9334713320044264]
['babylon', 0.9334713320044264]
['quizzical', 0.9334713320044264]
['warship', 0.9334713320044264]
['weaknesses', 0.9334713320044264]
['outrages', 0.9334713320044264]
['accompli', 0.9334713320044264]
['communities', 0.9334713320044264]
['marcus', 0.9334713320044264]
['characterizes', 0.9334713320044264]
['murmured', 0.9334713320044264]
['friendship', 0.9334713320044264]
['sailor', 0.9334713320044264]
['notify', 0.9334713320044264]
['fees', 0.9334713320044264]
['uncommonly', 0.9334713320044264]
['displacing', 0.9334713320044264]
['79', 0.9334713320044264]
['unsuited', 0.9334713320044264]
['beautifully', 0.9334713320044264]
['latin', 0.9334713320044264]
['political', 0.9334713320044264]
['earthward', 0.9334713320044264]
['shaped', 0.9334713320044264]
['distrust', 0.9334713320044264]
['emanate', 0.9334713320044264]
['sprightly', 0.9334713320044264]
['analyze', 0.9334713320044264]
['individuality', 0.9334713320044264]
['vica', 0.9334713320044264]
['appeased', 0.9334713320044264]
['coolly', 0.9334713320044264]
['material', 0.9334713320044264]
['decapitate', 0.9334713320044264]
['weaver', 0.9334713320044264]
['unwashed', 0.9334713320044264]
['july', 0.9334713320044264]
['squealing', 0.9334713320044264]
['inspirations', 0.9334713320044264]
['unmoved', 0.9334713320044264]
['offending', 0.9334713320044264]
['gutter', 0.9334713320044264]
['riveted', 0.9334713320044264]
['recollection', 0.9334713320044264]
['concourse', 0.9334713320044264]
['_iliad_', 0.9334713320044264]
['tumble', 0.9334713320044264]
['desolations', 0.9334713320044264]
['below', 0.9334713320044264]
['_debris_', 0.9334713320044264]
['comporting', 0.9334713320044264]
['eligible', 0.9334713320044264]
['elegant', 0.9334713320044264]
['herd', 0.9334713320044264]
['occupying', 0.9334713320044264]
['until', 0.9334713320044264]
['hold', 0.9334713320044264]
['94', 0.9334713320044264]
['accomplishment', 0.9334713320044264]
['sweeter', 0.9334713320044264]
['gameness', 0.9334713320044264]
['drying', 0.9334713320044264]
['classify', 0.9334713320044264]
['dreamer', 0.9334713320044264]
['snakes', 0.9334713320044264]
['spider', 0.9334713320044264]
['contracting', 0.9334713320044264]
['shelved', 0.9334713320044264]
['rond', 0.9334713320044264]
['bitter', 0.9334713320044264]
['acquisition', 0.9334713320044264]
['droppings', 0.9334713320044264]
['prie', 0.9334713320044264]
['release', 0.9334713320044264]
['friability', 0.9334713320044264]
['pity', 0.9334713320044264]
['confusedly', 0.9334713320044264]
['tune', 0.9334713320044264]
['exclaiming', 0.9334713320044264]
['betimes', 0.9334713320044264]
['pondered', 0.9334713320044264]
['slightly', 0.9334713320044264]
['floor', 0.9334713320044264]
['grammatical', 0.9334713320044264]
['steamship', 0.9334713320044264]
['rolling', 0.9334713320044264]
['nager', 0.9334713320044264]
['insignificant', 0.9334713320044264]
['climax', 0.9334713320044264]
['conveying', 0.9334713320044264]
['superiors', 0.9334713320044264]
['undisguised', 0.9334713320044264]
['massive', 0.9334713320044264]
['puny', 0.9334713320044264]
['anapaests', 0.9334713320044264]
['draft', 0.9334713320044264]
['realization', 0.9334713320044264]
['proving', 0.9334713320044264]
['sat', 0.9334713320044264]
['sale', 0.9334713320044264]
['defeating', 0.9334713320044264]
['landlady', 0.9334713320044264]
['pegasi', 0.9334713320044264]
['where', 0.9334713320044264]
['gratefully', 0.9334713320044264]
['spare', 0.9334713320044264]
['spark', 0.9334713320044264]
['suppressed', 0.9334713320044264]
['companionship', 0.9334713320044264]
['canoes', 0.9334713320044264]
['petulance', 0.9334713320044264]
['dumont', 0.9334713320044264]
['_diamon', 0.9334713320044264]
['travelin', 0.9334713320044264]
['favorite', 0.9334713320044264]
['slender', 0.9334713320044264]
['amusedly', 0.9334713320044264]
['futile', 0.9334713320044264]
['graduate', 0.9334713320044264]
['laying', 0.9334713320044264]
['imperceptibly', 0.9334713320044264]
['vii', 0.9334713320044264]
['revelled', 0.9334713320044264]
['utterness', 0.9334713320044264]
['incessantly', 0.9334713320044264]
['locking', 0.9334713320044264]
['snobs', 0.9334713320044264]
['critters', 0.9334713320044264]
['forwards', 0.9334713320044264]
['florist', 0.9334713320044264]
['fuller', 0.9334713320044264]
['dumbly', 0.9334713320044264]
['loaf', 0.9334713320044264]
['convicted', 0.9334713320044264]
['silenced', 0.9334713320044264]
['reinstalled', 0.9334713320044264]
['kissing', 0.9334713320044264]
['robin', 0.9334713320044264]
['crying', 0.9334713320044264]
['flannel', 0.9334713320044264]
['imposes', 0.9334713320044264]
['complainingly', 0.9334713320044264]
['repair', 0.9334713320044264]
['surpassing', 0.9334713320044264]
['patissiers', 0.9334713320044264]
['candidating', 0.9334713320044264]
['ago', 0.9334713320044264]
['furthest', 0.9334713320044264]
['continues', 0.9334713320044264]
['nussed', 0.9334713320044264]
['marry', 0.9334713320044264]
['hereditary', 0.9334713320044264]
['respectively', 0.9334713320044264]
['great', 0.9334713320044264]
['grandchild', 0.9334713320044264]
['infamy', 0.9334713320044264]
['dealings', 0.9334713320044264]
['balls', 0.9334713320044264]
['retreated', 0.9334713320044264]
['this', 0.9334713320044264]
['establishment', 0.9334713320044264]
['puckered', 0.9334713320044264]
['producer', 0.9334713320044264]
['trysting', 0.9334713320044264]
['bolting', 0.9334713320044264]
['transparent', 0.9334713320044264]
['undertaking', 0.9334713320044264]
['societe', 0.9334713320044264]
['society', 0.9334713320044264]
['perish', 0.9334713320044264]
['republique', 0.9334713320044264]
['accompany', 0.9334713320044264]
['theosophy', 0.9334713320044264]
['inscriptions', 0.9334713320044264]
['triumphal', 0.9334713320044264]
['05', 0.9334713320044264]
['wounded', 0.9334713320044264]
['trivial', 0.9334713320044264]
['interrogatively', 0.9334713320044264]
['poured', 0.9334713320044264]
['height', 0.9334713320044264]
['keystone', 0.9334713320044264]
['spots', 0.9334713320044264]
['monument', 0.9334713320044264]
['saves', 0.9334713320044264]
['votes', 0.9334713320044264]
['voted', 0.9334713320044264]
['furrowed', 0.9334713320044264]
['courrier', 0.9334713320044264]
['quaking', 0.9334713320044264]
['7th', 0.9334713320044264]
['incompatible', 0.9334713320044264]
['consisting', 0.9334713320044264]
['ignominious', 0.9334713320044264]
['eclipse', 0.9334713320044264]
['india', 0.9334713320044264]
['unlighted', 0.9334713320044264]
['lap', 0.9334713320044264]
['fan', 0.9334713320044264]
['fantastics', 0.9334713320044264]
['oppose', 0.9334713320044264]
['upshot', 0.9334713320044264]
['target', 0.9334713320044264]
['contrasted', 0.9334713320044264]
['conelike', 0.9334713320044264]
['confidingly', 0.9334713320044264]
['circled', 0.9334713320044264]
['sharks', 0.9334713320044264]
['versed', 0.9334713320044264]
['pursuing', 0.9334713320044264]
['steel', 0.9334713320044264]
['maclaren', 0.9334713320044264]
['overgrown', 0.9334713320044264]
['wider', 0.9334713320044264]
['allurement', 0.9334713320044264]
['hoist', 0.9334713320044264]
['_illustrations', 0.9334713320044264]
['outcries', 0.9334713320044264]
['schermerhorn', 0.9334713320044264]
['exile', 0.9334713320044264]
['pandit', 0.9334713320044264]
['horizon', 0.9334713320044264]
['treble', 0.9334713320044264]
['prisoners', 0.9334713320044264]
['maxim', 0.9334713320044264]
['maddest', 0.9334713320044264]
['wintry', 0.9334713320044264]
['dace', 0.9334713320044264]
['shrine', 0.9334713320044264]
['sighted', 0.9334713320044264]
['comeliness', 0.9334713320044264]
['provision', 0.9334713320044264]
['cairo', 0.9334713320044264]
['couldn', 0.9334713320044264]
['yourself', 0.9334713320044264]
['jutted', 0.9334713320044264]
['flatly', 0.9334713320044264]
['complexion', 0.9334713320044264]
['whipped', 0.9334713320044264]
['notice', 0.9334713320044264]
['pluck', 0.9334713320044264]
['wreaths', 0.9334713320044264]
['odes', 0.9334713320044264]
['centuries', 0.9334713320044264]
['despatched', 0.9334713320044264]
['fidgeted', 0.9334713320044264]
['laboratories', 0.9334713320044264]
['wrecks', 0.9334713320044264]
['bellamy', 0.9334713320044264]
['forks', 0.9334713320044264]
['cats', 0.9334713320044264]
['scanned', 0.9334713320044264]
['_work_', 0.9334713320044264]
['repay', 0.9334713320044264]
['profits', 0.9334713320044264]
['rogue', 0.9334713320044264]
['gyves', 0.9334713320044264]
['casual', 0.9334713320044264]
['obtrude', 0.9334713320044264]
['zanzibar', 0.9334713320044264]
['grizzled', 0.9334713320044264]
['moaning', 0.9334713320044264]
['lycees', 0.9334713320044264]
['attendants', 0.9334713320044264]
['concentration', 0.9334713320044264]
['lid', 0.9334713320044264]
['chirruped', 0.9334713320044264]
['celebrities', 0.9334713320044264]
['cords', 0.9334713320044264]
['basement', 0.9334713320044264]
['exhibiting', 0.9334713320044264]
['probably', 0.9334713320044264]
['craters', 0.9334713320044264]
['gaunt', 0.9334713320044264]
['mumble', 0.9334713320044264]
['arrest', 0.9334713320044264]
['loosened', 0.9334713320044264]
['poland', 0.9334713320044264]
['saddles', 0.9334713320044264]
['guest_', 0.9334713320044264]
['react', 0.9334713320044264]
['tracing', 0.9334713320044264]
['hinge', 0.9334713320044264]
['bewilders', 0.9334713320044264]
['electrical', 0.9334713320044264]
['nay', 0.9334713320044264]
['militaire', 0.9334713320044264]
['exits', 0.9334713320044264]
['carter', 0.9334713320044264]
['prescribe', 0.9334713320044264]
['daybreak', 0.9334713320044264]
['nonchalance', 0.9334713320044264]
['vehicle', 0.9334713320044264]
['becomes', 0.9334713320044264]
['immoral', 0.9334713320044264]
['crazed', 0.9334713320044264]
['seniors', 0.9334713320044264]
['strokes', 0.9334713320044264]
['pities', 0.9334713320044264]
['bears', 0.9334713320044264]
['powder', 0.9334713320044264]
['poet', 0.9334713320044264]
['uplifted', 0.9334713320044264]
['senses', 0.9334713320044264]
['chalk', 0.9334713320044264]
['coating', 0.9334713320044264]
['balloon', 0.9334713320044264]
['theodor', 0.9334713320044264]
['contests_', 0.9334713320044264]
['lured', 0.9334713320044264]
['sleighs', 0.9334713320044264]
['balkans', 0.9334713320044264]
['madame', 0.9334713320044264]
['penny', 0.9334713320044264]
['cavalry', 0.9334713320044264]
['ecstatic', 0.9334713320044264]
['portion', 0.9334713320044264]
['spouts', 0.9334713320044264]
['secondly', 0.9334713320044264]
['even', 0.9334713320044264]
['ever', 0.9334713320044264]
['eyebrows', 0.9334713320044264]
['calm', 0.9334713320044264]
['peeping', 0.9334713320044264]
['oarsmen', 0.9334713320044264]
['quo_', 0.9334713320044264]
['unpretending', 0.9334713320044264]
['betted', 0.9334713320044264]
['carve', 0.9334713320044264]
['downs', 0.9334713320044264]
['afforded', 0.9334713320044264]
['successively', 0.9334713320044264]
['principles', 0.9334713320044264]
['principled', 0.9334713320044264]
['usages', 0.9334713320044264]
['fathomless', 0.9334713320044264]
['venezuela', 0.9334713320044264]
['bar', 0.9334713320044264]
['softly', 0.9334713320044264]
['mournfully', 0.9334713320044264]
['sevres', 0.9334713320044264]
['adventer', 0.9334713320044264]
['lumberin', 0.9334713320044264]
['unnoted', 0.9334713320044264]
['mythological', 0.9334713320044264]
['distorts', 0.9334713320044264]
['overt', 0.9334713320044264]
['potential', 0.9334713320044264]
['notorious', 0.9334713320044264]
['offering', 0.9334713320044264]
['unholy', 0.9334713320044264]
['sabres', 0.9334713320044264]
['unpleasant', 0.9334713320044264]
['pious', 0.9334713320044264]
['did', 0.9334713320044264]
['acceptably', 0.9334713320044264]
['fly', 0.9334713320044264]
['quivery', 0.9334713320044264]
['slily', 0.9334713320044264]
['mais', 0.9334713320044264]
['ours', 0.9334713320044264]
['possess', 0.9334713320044264]
['requesting', 0.9334713320044264]
['ministry', 0.9334713320044264]
['personalities', 0.9334713320044264]
['slept', 0.9334713320044264]
['dash', 0.9334713320044264]
['normal', 0.9334713320044264]
['moaned', 0.9334713320044264]
['whispered', 0.9334713320044264]
['despaired', 0.9334713320044264]
['mart', 0.9334713320044264]
['employments', 0.9334713320044264]
['gripped', 0.9334713320044264]
['pat', 0.9334713320044264]
['seagulls', 0.9334713320044264]
['running', 0.9334713320044264]
['gates', 0.9334713320044264]
['mon', 0.9334713320044264]
['critical', 0.9334713320044264]
['finicky', 0.9334713320044264]
['practical', 0.9334713320044264]
['road', 0.9334713320044264]
['decisive', 0.9334713320044264]
['deepened', 0.9334713320044264]
['fellow', 0.9334713320044264]
['prudent', 0.9334713320044264]
['awkwardly', 0.9334713320044264]
['preordained', 0.9334713320044264]
['abt', 0.9334713320044264]
['coronet', 0.9334713320044264]
['speeches', 0.9334713320044264]
['eat_', 0.9334713320044264]
['oblique', 0.9334713320044264]
['forthwith', 0.9334713320044264]
['lookout', 0.9334713320044264]
['muscles', 0.9334713320044264]
['favorably', 0.9334713320044264]
['excels', 0.9334713320044264]
['cunningest', 0.9334713320044264]
['adapts', 0.9334713320044264]
['vine', 0.9334713320044264]
['medley', 0.9334713320044264]
['surrendered', 0.9334713320044264]
['11th', 0.9334713320044264]
['donate', 0.9334713320044264]
['cubes', 0.9334713320044264]
['prosecuting', 0.9334713320044264]
['headaches', 0.9334713320044264]
['foreshadowed', 0.9334713320044264]
['imperialist', 0.9334713320044264]
['drawbacks', 0.9334713320044264]
['supersede', 0.9334713320044264]
['profoundly', 0.9334713320044264]
['serves', 0.9334713320044264]
['ourselves', 0.9334713320044264]
['misplaced', 0.9334713320044264]
['transmuted', 0.9334713320044264]
['icarus', 0.9334713320044264]
['accidental', 0.9334713320044264]
['oedipus', 0.9334713320044264]
['vehicles', 0.9334713320044264]
['2001', 0.9334713320044264]
['maintain', 0.9334713320044264]
['justification', 0.9334713320044264]
['tenue', 0.9334713320044264]
['extreme', 0.9334713320044264]
['extravagance', 0.9334713320044264]
['scandal', 0.9334713320044264]
['impotency', 0.9334713320044264]
['eccentricity', 0.9334713320044264]
['billed', 0.9334713320044264]
['flacons', 0.9334713320044264]
['stock', 0.9334713320044264]
['united', 0.9334713320044264]
['furnish', 0.9334713320044264]
['shreds', 0.9334713320044264]
['relativity', 0.9334713320044264]
['day', 0.9334713320044264]
['estranged', 0.9334713320044264]
['radiant', 0.9334713320044264]
['identified', 0.9334713320044264]
['empires', 0.9334713320044264]
['lecture', 0.9334713320044264]
['qualification', 0.9334713320044264]
['negro', 0.9334713320044264]
['dictate', 0.9334713320044264]
['orloff', 0.9334713320044264]
['bear', 0.9334713320044264]
['flapped', 0.9334713320044264]
['routine', 0.9334713320044264]
['promoter', 0.9334713320044264]
