['topics', 0.9984062444837749]
['grinding', 0.9576619966801515]
['peaks', 0.9576300566296916]
['informs', 0.9576300566296916]
['milled', 0.9576300566296916]
['dies', 0.9576300566296916]
['humped', 0.9576300566296916]
['cultivators', 0.9576300566296916]
['often', 0.9576300566296916]
['occupant', 0.9576300566296916]
['fundamental', 0.9576249010232841]
['reflection', 0.957622893517743]
['mental', 0.957521516406096]
['trigger', 0.9574638987718859]
['summons', 0.9574477619544808]
['worldscape', 0.9571513059768824]
['hitting', 0.9570075553630749]
['artery', 0.956962665708651]
['damaged', 0.9569475507855079]
['attacks', 0.9567891815544075]
['sorrowfully', 0.9567276339220789]
['contrivances', 0.9567157091243897]
['combines', 0.9566041975694656]
['dress', 0.956427053553923]
['therefor', 0.9563390735156911]
['mustered', 0.9561591731845616]
['phase', 0.955908456457637]
['attempted', 0.9557698470710576]
['sheds', 0.9557423823816394]
['urine', 0.9556813703805882]
['sympathetic', 0.9556680915054939]
['animadverted', 0.9556668787162992]
['forsythe', 0.9556656306609874]
['_comedy_', 0.9555931686926845]
['speeding', 0.9555420905538318]
['quickened', 0.9553983673146011]
['lance', 0.9553333501709977]
['unaccustomed', 0.9550486896373305]
['destruction', 0.9549165712310855]
['ascertaining', 0.9549161880718166]
['transplanted', 0.9548300385500379]
['plash', 0.9546202473155141]
['ties', 0.9545819483970241]
['effulgent', 0.9544801922637175]
['extremely', 0.9544801922637175]
['fiendish', 0.9544369910029137]
['cruelty', 0.9544226393216227]
['whale', 0.9544089530156172]
['bandana', 0.9544062764637176]
['swarthy', 0.9544062764637176]
['approaches', 0.9543720992809425]
['melancholy', 0.9542740766402448]
['temples', 0.9542589960235976]
['lay', 0.9539800740795306]
['deacons', 0.953980031392929]
['successful', 0.953980031392929]
['bravery', 0.9537684823316959]
['spirit', 0.9536428752060636]
['traced', 0.9536420372017189]
['phrenology', 0.9536263382939041]
['israel', 0.9534778610537912]
['130', 0.9534778610537912]
['heber', 0.9534536621681249]
['prophets', 0.9534536621681249]
['relentless', 0.9533597434437759]
['elbow', 0.9531931108962616]
['gladstones', 0.9531695014388022]
['vieille', 0.9531208735660986]
['fiend', 0.953059418896288]
['firth', 0.952844996394566]
['beckoned', 0.952844996394566]
['contact', 0.9527640957853707]
['firm', 0.9527302770497923]
['semele', 0.9527302770497923]
['fulfilment', 0.9527067396705015]
['reginald', 0.9526312849296606]
['alley', 0.9526010955235295]
['primal', 0.9525573440238102]
['davits', 0.9524890369981749]
['lain', 0.9524617614220415]
['_orlando', 0.9524104999330782]
['association', 0.9523915437295948]
['irksome', 0.9523478244611946]
['pools', 0.9521354486640493]
['word', 0.9521354486640493]
['deserved', 0.9521264836817652]
['january', 0.9519190940907574]
['cursing', 0.9519028068618673]
['guarding', 0.9518243394090949]
['supports', 0.9518243394090949]
['tense', 0.9518243394090949]
['boast', 0.9518243394090949]
['chestnuts', 0.9518243394090949]
['rights', 0.9518243394090949]
['cooly', 0.9518243394090949]
['hawking', 0.9518243394090949]
['_let', 0.9518243394090949]
['immolated', 0.9518243394090949]
['hero', 0.9518243394090949]
['clatter', 0.9518243394090949]
['ambitious', 0.9518243394090949]
['corpse', 0.9518243394090949]
['hoarse', 0.9517982997902057]
['duct', 0.9517888082800425]
['objected', 0.9514568770954286]
['dust', 0.95135762109076]
['aldarondo', 0.95135762109076]
['inveigled', 0.9513346756624799]
['eliminate', 0.9512286078155293]
['weakest', 0.9510981007179977]
['scrubs', 0.9510462287684418]
['catskill', 0.9510177495931509]
['recesses', 0.950856944340151]
['gullies', 0.9508473059864114]
['worms', 0.9508134926989276]
['collocations', 0.9507248922351309]
['grayish', 0.9506769103482628]
['sabe_', 0.9505756252338514]
['glancing', 0.9505511452235796]
['bashan', 0.9504687730757888]
['hairy', 0.9503347296196615]
['fibre', 0.9502087868960214]
['november', 0.9501957830940516]
['company', 0.9501957830940516]
['resources', 0.9501957830940516]
['anybody', 0.9501957830940516]
['cedar', 0.9501957830940516]
['autocratic', 0.9501957830940516]
['princely', 0.9499741267194426]
['goulgoul', 0.9499705119553152]
['table', 0.9494985459426412]
['cathedrals', 0.9493960246616735]
['ulster', 0.9493219868632093]
['soiree', 0.949203894549989]
['strugglin', 0.949203894549989]
['instinctively', 0.9492026008101805]
['shinin', 0.9491667213024801]
['christening', 0.9491401511066206]
['flavor', 0.9490008606249116]
['unreserve', 0.9490008606249116]
['age', 0.9489964086009455]
['wear', 0.9489858693447281]
['joints', 0.9489858693447281]
['mandolins', 0.9489232236046439]
['championship', 0.9488625046380619]
['pulsed', 0.948817733898886]
['systematic', 0.948755052401775]
['supported', 0.9486888409121802]
['dwellers', 0.9486590169755548]
['inseparable', 0.9486237751236468]
['inimical', 0.9486104307421089]
['unsympathetic', 0.948588484285703]
['quieter', 0.948588484285703]
['section', 0.948588484285703]
['faun_', 0.9485776634586817]
['von', 0.9485274575088495]
['imaginations', 0.9485274575088495]
['mound', 0.9484828001788356]
['_eclipse', 0.9483021845581532]
['duchesse', 0.9483021845581532]
['attendant', 0.9483021845581532]
['commit', 0.9483021845581532]
['acidity', 0.9482942148813653]
['misadventure', 0.9482325085356208]
['clamour', 0.9481519392589288]
['darkness', 0.9481519392589288]
['theory', 0.9481267936201777]
['dirtiest', 0.9480800299036017]
['yacht', 0.9479239878562293]
['gregory', 0.9478648005035564]
['fatigued', 0.94774863457893]
['fox', 0.9477457194703178]
['heroism_', 0.9477416919114253]
['paddles', 0.9477416919114253]
['cleaning', 0.9476445058567126]
['whispering', 0.9476012128843262]
['circuit', 0.9475431269061162]
['humanity', 0.9475162719529266]
['leetle', 0.9473861393247179]
['sou', 0.9473861393247179]
['titles', 0.9473861393247179]
['oswego', 0.9473861393247179]
['press_', 0.9473861393247179]
['differently', 0.9473699112748893]
['brink', 0.9472580357934948]
['wearies', 0.9472125373438399]
['gulps', 0.9470702878878917]
['depicted', 0.9468136710990993]
['tyrants', 0.9467484136179795]
['inane', 0.9466878212687629]
['ladles', 0.9466004032810769]
['raleigh', 0.9464986501278075]
['luxuriously', 0.9464863558517063]
['whisky', 0.9464325121723831]
['pours', 0.9463005513504756]
['imbue', 0.9461834862868169]
['scouted', 0.9461335102251319]
['hillsides', 0.9461188634539257]
['thorium', 0.9460739617216863]
['1872', 0.9460629528831744]
['verified', 0.9460183826473434]
['uncomputed', 0.9460183826473434]
['fleeing', 0.9460183826473434]
['thrackles', 0.9460183826473434]
['softer', 0.9460183826473434]
['smash', 0.9460183826473434]
['aurelius', 0.9460183826473434]
['oaken', 0.9460183826473434]
['sanitation', 0.9460006035007203]
['drouyn', 0.9457119519150823]
['mismanaging', 0.9455721008110967]
['assembly', 0.9455376815880051]
['jackie', 0.9453251987859908]
['porto', 0.9452597522817198]
['browse', 0.9451284849750584]
['impassioned', 0.9451213744632113]
['quellers', 0.9450718007659239]
['fruits', 0.9450384364162173]
['speculating', 0.9449370424311211]
['newby', 0.9449227718650683]
['inclinations', 0.9449227718650683]
['neutral', 0.9448571478484626]
['trottin', 0.9448079357529722]
['puts', 0.94479458907593]
['pound', 0.9445971255081052]
['readdressed', 0.9445266928150925]
['threatened', 0.9445266928150925]
['freyeinet', 0.9445266928150925]
['dishing', 0.9445266928150925]
['field', 0.9445011131387089]
['sentinel', 0.94439253924129]
['faut', 0.94439253924129]
['lex', 0.9442300374146045]
['curtains', 0.9442148286241107]
['ineffectual', 0.9442007560250991]
['nux', 0.9441373419533788]
['exhibited', 0.9441190976898244]
['beholding', 0.9440252833392334]
['prosperous', 0.9440124443618256]
['comply', 0.9438720899902335]
['fluttered', 0.9438556967253869]
['seaboard', 0.9437184227666128]
['nesting', 0.9437154366940784]
['spared', 0.9437129401955844]
['bruin', 0.9436543644574662]
['appraised', 0.9436543644574662]
['bruises', 0.9436543644574662]
['catholic', 0.9436532254477407]
['wince', 0.9436492532491152]
['awesome', 0.9436155921284768]
['www', 0.9435896617398611]
['trampled', 0.9434363111959644]
['upwards', 0.9434363111959644]
['unsatisfying', 0.9434363111959644]
['commodious', 0.9434363111959644]
['invaded', 0.9433432428842282]
['independent', 0.9433314149205305]
['document', 0.9432575909053154]
['style', 0.9432219272791386]
['automatons', 0.9431468595675668]
['seaway', 0.9431468595675668]
['ladyship', 0.9431468595675668]
['fallin', 0.9431468595675668]
['lesson', 0.9431468595675668]
['76', 0.9431221420662134]
['cigar', 0.9431032379245837]
['rough', 0.9430227144867317]
['interminable', 0.9429367439976649]
['rascal', 0.9428775562605191]
['breath', 0.9428775562605191]
['lingeries', 0.9428678946696007]
['apparition', 0.9428617575928895]
['appalls', 0.9428617575928895]
['evanescent', 0.9428617575928895]
['peerless', 0.9426917561086565]
['similarly', 0.942678984008155]
['colic', 0.9425707062316295]
['distinguishes', 0.9423860935721305]
['huntin', 0.9422784114749252]
['coughed', 0.9422066812466423]
['drumming', 0.9422066812466423]
['tears', 0.9416987519305938]
['nouvelles', 0.9415913325968254]
['liner', 0.9413595304969771]
['politely', 0.9413550596670739]
['subconsciously', 0.941351853050967]
['skirted', 0.941351853050967]
['ten', 0.941351853050967]
['coveted', 0.9412316199213615]
['bluster', 0.9409583028949838]
['_felt_', 0.9409568321825355]
['weary', 0.9409524893723732]
['squeaked', 0.9407939597366655]
['sweetmeats', 0.9407209725095702]
['inly', 0.9407106745034635]
['outbuildings', 0.9407106745034635]
['exit', 0.9407106745034635]
['drownin', 0.9407106745034635]
['educating', 0.9406514764721808]
['magnus', 0.940497654650565]
['hopelessness', 0.9404557945192871]
['mergui', 0.9402827101457747]
['octogenarian', 0.9402827101457747]
['pollux', 0.9402586376272767]
['song', 0.9402062301344684]
['tolerate', 0.939894925940714]
['battalion', 0.9398132199332455]
['noticed', 0.9398132199332455]
['peacefully', 0.9398132199332455]
['susanna', 0.9397323424110486]
['enfeeble', 0.9396420481513238]
['assyria', 0.939617981195299]
['guardian', 0.9393748021551154]
['mahu_', 0.9392814613935082]
['crisply', 0.9392814613935082]
['thoreau', 0.9392814613935082]
['novelists', 0.9392814613935082]
['quaint', 0.9392814613935082]
['rock', 0.9392814613935082]
['seaward', 0.9392814613935082]
['sais', 0.9392814613935082]
['crawling', 0.9392814613935082]
['cavalcade', 0.9392485995634672]
['1_st_', 0.939226129844203]
['impart', 0.9392156345137443]
['added', 0.9391846716627746]
['available', 0.9391095897186151]
['benefactor', 0.9390160499272828]
['incontinently', 0.9390160499272828]
['enervating', 0.9388995728447538]
['fashioned', 0.9388948665152417]
['doomed', 0.9388684742747858]
['astronomer', 0.938837965907665]
['astronomy', 0.938837965907665]
['dynamite', 0.938837965907665]
['region', 0.9388265818332472]
['bite', 0.9387690062816317]
['traulus', 0.9386479479232304]
['blundering', 0.9385887428317997]
['overjoyed', 0.9385691104873393]
['beds', 0.9385691104873393]
['consummated', 0.9385691104873393]
['camions', 0.9385691104873393]
['freaks', 0.9385691104873393]
['couriers', 0.9385691104873393]
['agunt', 0.9385691104873393]
['offered', 0.9385691104873393]
['bathe', 0.9385691104873393]
['baths', 0.9385691104873393]
['dwindle', 0.9385691104873393]
['sonorous', 0.9385691104873393]
['total', 0.9385691104873393]
['compensate', 0.9385691104873393]
['climbing', 0.9385691104873393]
['inexcusable', 0.9385691104873393]
['vanquished', 0.9385691104873393]
['godwinian', 0.9385691104873393]
['courant', 0.9385691104873393]
['axes', 0.9385691104873393]
['stone', 0.9385691104873393]
['stuart', 0.9385691104873393]
['bosom_', 0.9385691104873393]
['seeker', 0.9385691104873393]
['fading', 0.9385691104873393]
['squatting', 0.9385691104873393]
['sets', 0.9385691104873393]
['undoing', 0.9385691104873393]
['terrific', 0.9384739455552497]
['relate', 0.9384590275875879]
['carvings', 0.9383435048824391]
['papa', 0.9382963828381046]
['beaucoup', 0.9382803487275356]
['misinterpreting', 0.9382466352457046]
['watertown', 0.9382453193396209]
['returnin', 0.9381203905104075]
['mantle', 0.9380565720635923]
['whimper', 0.9380565720635923]
['henry', 0.9380390955169464]
['bidden', 0.9378917254066599]
['stripped', 0.9376035664390251]
['circulars', 0.9375691726885435]
['animalism', 0.9375691726885435]
['gaieties', 0.9375691726885435]
['acclivity', 0.9375405287915478]
['vocal', 0.9375153318688771]
['ragout', 0.937182179278136]
['uncanny', 0.9371347029896329]
['recollect', 0.937123226976066]
['rolls', 0.9370833900785135]
['wont', 0.9370346574871197]
['breathless', 0.9369370616417221]
['medical', 0.9368980053081913]
['meridian', 0.9368980053081913]
['danseuse', 0.9368980053081913]
['stole', 0.9367867099025092]
['sued', 0.9367828158833162]
['than', 0.9367077907740029]
['contemporary', 0.9365774498250085]
['_filocopo_', 0.9365086607863117]
['revolutions', 0.9365075010486885]
['skirting', 0.9365075010486885]
['proverb', 0.9365075010486885]
['errors', 0.9363271842280882]
['lickin', 0.9362447410904389]
['clothing', 0.9362447410904389]
['abreast', 0.9362429112826386]
['ass', 0.9360135406127968]
['continents', 0.9357911967358958]
['benignant', 0.9357838443563411]
['wavelet', 0.935768290295425]
['stout', 0.9356541439010889]
['occupants', 0.9356541439010889]
['crisping', 0.9356289159307092]
['lamented', 0.9356020114065797]
['acte', 0.9355823732065639]
['wardrobes', 0.9355823732065639]
['rotatory', 0.9355823732065639]
['resolve', 0.935128857430374]
['music_', 0.9350456742927326]
['quicker', 0.935023508251677]
['vogler', 0.935023508251677]
['soeurs', 0.935023508251677]
['beneficent', 0.935023508251677]
['identification', 0.9347087828984244]
['came', 0.9345820879201909]
['purified', 0.9344862828835497]
['jungle', 0.934278313795884]
['temper', 0.9342620118013696]
['infatuations', 0.9340942394650917]
['wheel', 0.9340595256685993]
['evaporate', 0.9340003580771883]
['passage', 0.9338667763938263]
['prescience', 0.9338632113803079]
['room', 0.9338566974533923]
['wondrous', 0.9338440101365045]
['winter', 0.9338316660297953]
['thy', 0.9338316660297953]
['speechless', 0.9338316660297953]
['escutcheon', 0.9338316660297953]
['neuilly', 0.9338316660297953]
['meditated', 0.9338316660297953]
['obstructing', 0.9337964397187847]
['morou', 0.93355882802574]
['peer', 0.93355882802574]
['increasingly', 0.93355882802574]
['pickerel', 0.93355882802574]
['slipped', 0.93355882802574]
['actors', 0.93355882802574]
['sleepy', 0.93355882802574]
['wavy', 0.93355882802574]
['congregating', 0.93355882802574]
['annoyance', 0.93355882802574]
['cultures', 0.9334989992776103]
['mesmerised', 0.9333551884241598]
['surprisedly', 0.933170727402962]
['_blow', 0.9331527867304221]
['moments', 0.9331123172292046]
['low', 0.9330001295815538]
['quarrels', 0.9329966192817085]
['1513', 0.9329901792434282]
['tangle', 0.9328398609638946]
['fastening', 0.9328210057363693]
['mortification', 0.9327177404378201]
['shoved', 0.9326664219254225]
['barthelemy', 0.9325542423689277]
['biting', 0.9324633986641442]
['out', 0.9324623652009552]
['reproduce', 0.9323247950446435]
['miniature', 0.9323218348502077]
['sworn', 0.9322814255056386]
['stop', 0.932222203966914]
['chiseled', 0.9321021825160142]
['inedites', 0.9321021825160142]
['steeds', 0.9321021825160142]
['storming', 0.9320540179061573]
['invaluable', 0.932001319378498]
['departing', 0.9319716885365446]
['curtius', 0.9319716885365446]
['recommend', 0.9319716885365446]
['hymns', 0.9319716885365446]
['exasperation', 0.9319716885365446]
['thought', 0.9319716885365446]
['musing', 0.9319102606567258]
['dying', 0.9317595426045387]
['droit', 0.9317488818141342]
['plenty', 0.9317130563311129]
['blow', 0.9316468238198512]
['impregnable', 0.9315793268803653]
['wept', 0.9315015450790122]
['nurseries', 0.9313643382752187]
['forecast', 0.9313496340474704]
['unexplained', 0.9313370320824608]
['skeered', 0.9313366843240737]
['thronged', 0.9313366843240737]
['helene', 0.9312528158113527]
['calling', 0.9312528158113527]
['sich', 0.9312528158113527]
['player', 0.9310899511848864]
['biscuits', 0.9310899511848864]
['sublime', 0.9310684715484813]
['authoritatively', 0.930904272959963]
['desires', 0.9309034485291635]
['therein', 0.9309014503792308]
['steamboat', 0.9308327023009919]
['conclude', 0.9308141639328499]
['untaught', 0.9308141639328499]
['grudge', 0.9308141639328499]
['portfolios', 0.9308141639328499]
['stanchions', 0.9308141639328499]
['fended', 0.9308141639328499]
['bullets', 0.9308141639328499]
['founding', 0.9308141639328499]
['indignant', 0.9308141639328499]
['spat', 0.9308141639328499]
['wrists', 0.9308141639328499]
['nun', 0.9308141639328499]
['whimpering', 0.9308141639328499]
['clinton', 0.9308141639328499]
['negligible', 0.9308141639328499]
['singly', 0.9308141639328499]
['finely', 0.9308141639328499]
['rocking', 0.9308141639328499]
['cranks', 0.9308141639328499]
['club', 0.9308141639328499]
['james', 0.9308141639328499]
['expecting', 0.9308141639328499]
['attempts', 0.9308141639328499]
['adumbrations', 0.9308025019872506]
['ferrules', 0.9307108216953428]
['sphinx', 0.9306941699801178]
['requisition', 0.9305223740012591]
['appreciate', 0.930452805640323]
['approbation', 0.930452805640323]
['coarseness', 0.930452805640323]
['thunderclap', 0.930452805640323]
['materialism', 0.930452805640323]
['powdering', 0.930452805640323]
['lashes', 0.930452805640323]
['projects', 0.930452805640323]
['apparatus', 0.930452805640323]
['african', 0.930452805640323]
['kinsman', 0.930452805640323]
['fortune', 0.9303781772915194]
['berths', 0.9302716832545365]
['uncivilized', 0.9301769003092668]
['wondered', 0.9299895611871855]
['depart', 0.9299426048877695]
['tramp', 0.9299319285934742]
['385', 0.929904865533618]
['along', 0.9295576502814736]
['writings', 0.9291885106215141]
['rescuing', 0.9291437052429854]
['surprised', 0.9291181252227769]
['revolvers', 0.9289674064726877]
['xxviii', 0.9289225926311763]
['unmannerly', 0.9286794624907624]
['appian', 0.9286794624907624]
['tombs', 0.9286794624907624]
['adventurous', 0.9286794624907624]
['refuses', 0.9286794624907624]
['sep', 0.9286794624907624]
['carroll', 0.9286794624907624]
['screams', 0.9286794624907624]
['pratiquant', 0.9286794624907624]
['ou', 0.9286794624907624]
['qu', 0.9286794624907624]
['katydid', 0.9286794624907624]
['knowing', 0.9286794624907624]
['unnecessarily', 0.9286794624907624]
['headboard', 0.9286794624907624]
['touched', 0.9286794624907624]
['rourke', 0.9286794624907624]
['plane', 0.9286794624907624]
['garniture', 0.9286794624907624]
['neapolitan', 0.9286794624907624]
['overclouding', 0.9286794624907624]
['enduring', 0.9286794624907624]
['gradual', 0.9286794624907624]
['prosperity', 0.9286794624907624]
['elbows', 0.9286794624907624]
['establishers', 0.9285459616652622]
['doom', 0.9283896715947894]
['upside', 0.9283896715947894]
['glorified', 0.9283896715947894]
['_wigurd_', 0.9283792982196586]
['marvels', 0.9283365880118727]
['overpowered', 0.9282269457136088]
['shaded', 0.9282269457136088]
['paymaster', 0.9282269457136088]
['twinklin', 0.9282269457136088]
['latins', 0.9281868773375961]
['solidarity', 0.9281297423351964]
['vanishing', 0.9280545978586099]
['fourteen', 0.928053356768406]
['petition_', 0.9280028754257805]
['liberal', 0.9279726437014697]
['chairs', 0.9277286156345054]
['venture', 0.9276507509704713]
['finally', 0.9276507509704713]
['baited', 0.9275861905384348]
['riding', 0.9274615275647446]
['exempt', 0.9274404779434999]
['queer', 0.9273466154091978]
['terrestrials', 0.927319946713853]
['ladyships', 0.9269647220817188]
['grind', 0.92689630920718]
['conductor', 0.9268666274891817]
['inner', 0.9267123133503772]
['rapport_', 0.9265620554232346]
['scriblerus', 0.9263335967912788]
['discontinued', 0.9263116553957169]
['troop', 0.9262593381825017]
['ottoman', 0.9261835311971047]
['accounted', 0.9261727734253432]
['prowess', 0.9258540418762892]
['protestations', 0.9256876557142415]
['creditors', 0.9256482642408523]
['schemes', 0.9255935131556368]
['oferhear', 0.9255129509506572]
['partially', 0.9251634813601418]
['spell', 0.9250575338504757]
['prospect', 0.9249439282780721]
['enter', 0.9248406195870637]
['erewhile', 0.9248406195870637]
['recompensed', 0.9247538838481406]
['swabs', 0.9246851118880483]
['stuff', 0.9243268632486822]
['meeting', 0.9241615729002117]
['spout', 0.9241336804309814]
['salient', 0.9240947350652036]
['_xxvi_', 0.9240873867798153]
['cursory', 0.9240649006054517]
['censure', 0.9238453696350426]
['wisdom', 0.9237321582859574]
['outspoken', 0.9237003593381803]
['incredibly', 0.9236989654254073]
['break', 0.9235640802830996]
['odour', 0.9232760576332676]
['flooded', 0.9231399442999596]
['ludus', 0.9231399442999596]
['occupy', 0.9231399442999596]
['_luna', 0.9231399442999596]
['enchantments', 0.9231399442999596]
['equalising', 0.9231399442999596]
['weep', 0.923127117760073]
['seconded', 0.923127117760073]
['resign', 0.923127117760073]
['_certainly_', 0.9230729494514938]
['stationery', 0.9228620430890848]
['dogmatic', 0.9227825047186147]
['lunched', 0.9227825047186147]
['bereaved', 0.9227825047186147]
['goodwin', 0.9227825047186147]
['_positive_', 0.9227825047186147]
['door', 0.9227662457488608]
['maitre', 0.9227662457488608]
['frailties', 0.9225538290608601]
['recurring', 0.9224523947379631]
['texts', 0.9224523947379631]
['presents', 0.9224523947379631]
['intervening', 0.9223609990257295]
['counties', 0.9223597699716772]
['command', 0.9223126794733253]
['delved', 0.9222932809320123]
['strychnine', 0.9220882696758814]
['unruly', 0.9220108671728159]
['telephones', 0.9219036381354812]
['monday', 0.9219004692556242]
['anaxagoras', 0.9217850121095761]
['circulated', 0.9217361931090569]
['charmed', 0.9216188565620819]
['either', 0.9216188565620819]
['tennyson', 0.9216188565620819]
['darkens', 0.9216188565620819]
['solomon', 0.9216188565620819]
['emboldened', 0.9216188565620819]
['finishing', 0.9213974652603384]
['hallooed', 0.9211970524236796]
['attended', 0.9211965932659127]
['clerge', 0.921065075494494]
['employing', 0.9209588203065429]
['beams', 0.9206885890150727]
['reeled', 0.9206705809861764]
['pliancy', 0.9206367585518186]
['warden', 0.9205126374202193]
['cloudy', 0.9202454839135964]
['congratulate', 0.9202429751688282]
['bounds', 0.9202139785630804]
['estopped', 0.9198684984205919]
['ennobled', 0.9197518661362805]
['83', 0.9197460375572325]
['narcissus', 0.9197303576698428]
['raises', 0.9197303576698428]
['grossir', 0.9196152850829867]
['teachers', 0.9195891312443413]
['dryness', 0.9195891312443413]
['ditty', 0.9194891012263345]
['distinguished', 0.9194397999188421]
['emerald', 0.9193613663292166]
['conveyed', 0.9193410439524704]
['overspread', 0.9193377755881244]
['stubbed', 0.9193377755881244]
['areas', 0.9193377755881244]
['5th', 0.9193229494160229]
['enveloping', 0.9193229494160229]
['purely', 0.9193229494160229]
['noised', 0.9191946778125147]
['shifted', 0.9189219015538492]
['garvin', 0.9189219015538492]
['ascribable', 0.9189125101669793]
['owning', 0.918858969463719]
['slade', 0.9188410600978072]
['night', 0.9186474225773528]
['excavating', 0.9186035849981056]
['sunset', 0.918517277435321]
['fertility', 0.918517277435321]
['hamburg', 0.918517277435321]
['glynn', 0.918517277435321]
['distinction', 0.918501994122679]
['conjecturing', 0.918501994122679]
['encouragement', 0.918501994122679]
['muffled', 0.918501994122679]
['souverain', 0.9183804765055659]
['immensity', 0.9182773040227752]
['poky', 0.9182773040227752]
['ploughs', 0.9182773040227752]
['law', 0.9182773040227752]
['beowa', 0.9182773040227752]
['suffer', 0.9182773040227752]
['fidgety', 0.9181660900696956]
['84116', 0.9179972831068359]
['downright', 0.9179964692938338]
['outsiders', 0.917587514784886]
['magistrate', 0.917587514784886]
['elicit', 0.9175155607422169]
['palaver', 0.9173606599377686]
['abides', 0.9173606599377686]
['17th', 0.9173157383743326]
['stump', 0.9172684694332556]
['confined', 0.9169479550902542]
['peoples', 0.9168045008738067]
['oasis', 0.9167153176780067]
['mechanically', 0.916714338916488]
['relict', 0.9165432879524366]
['banker', 0.9163965743029211]
['slippery', 0.9163910360746923]
['unutterable', 0.9163558871250841]
['creating', 0.9162643296135597]
['insufficient', 0.9160384365841571]
['inscrutably', 0.9159778556233582]
['garibaldian', 0.9159505216648075]
['havergal', 0.9159209724483505]
['bourse', 0.9155657496392711]
['proscribed', 0.9154176827529343]
['inexpressible', 0.9154034642216455]
['soyez', 0.9151511357607758]
['dufferin', 0.9151511357607758]
['cupboard', 0.9151130598375077]
['managing', 0.9148770025867066]
['savoury', 0.9148242586279887]
['homilies', 0.91480896611966]
['heights', 0.9147459697305808]
['shipping', 0.9147459697305808]
['wisconsin', 0.9146729761164629]
['loathed', 0.914538269153287]
['heavenwards', 0.9144804401778008]
['republican', 0.9144204402088941]
['dexterous', 0.9144204402088941]
['blot', 0.9144204402088941]
['blend', 0.914371135609368]
['15th', 0.9142824985068556]
['freshets', 0.9142824985068556]
['inconsiderable', 0.9142824985068556]
['marino', 0.9142824985068556]
['rousing', 0.9141601620339826]
['diverge', 0.9141601620339826]
['intermingling', 0.9141601620339826]
['medaille', 0.9141601620339826]
['careers', 0.9141601620339826]
['adjourn', 0.9141601620339826]
['earnestness', 0.9141601620339826]
['belaying', 0.9141430647707133]
['suspicion', 0.9141000077987007]
['mushroom', 0.9140600152400653]
['throaty', 0.9139937273505719]
['taciturn', 0.9139937273505719]
['prairie', 0.9139403525741417]
['marche', 0.9139263841372554]
['_elijah_', 0.9138139397386257]
['poisoners', 0.9136962308691859]
['treasury', 0.9136613712328006]
['algiers', 0.9136613712328006]
['contes', 0.9136613712328006]
['compliments', 0.9136613712328006]
['turban', 0.9136613712328006]
['schooners', 0.9136613712328006]
['habit', 0.9136613712328006]
['lies_', 0.9136613712328006]
['gibberish', 0.9136613712328006]
['uso', 0.9135037808014516]
['allying', 0.9133758412838204]
['nations', 0.9133296089636646]
['disgusted', 0.9131692941336115]
['czascki', 0.9131692941336115]
['generalize', 0.9131692941336115]
['peach', 0.9131692941336115]
['bach', 0.9131692941336115]
['bounded', 0.9131692941336115]
['introduction', 0.9131692941336115]
['ensign', 0.9131692941336115]
['rained', 0.9131692941336115]
['crete', 0.9131692941336115]
['wines', 0.9131692941336115]
['michigan', 0.9131692941336115]
['continuation', 0.9131692941336115]
['kingsley', 0.9131692941336115]
['incidental', 0.9131692941336115]
['psychic', 0.9130375653338766]
['eleve', 0.9129758637285948]
['gamester', 0.9129469037411071]
['hinder', 0.9129394315874555]
['thence', 0.9128566947887891]
['stick', 0.9127453341437946]
['meum_', 0.9127057623318946]
['obliquely', 0.9127057623318946]
['unsuspicious', 0.9126670378839845]
['ugliness', 0.9126529255182928]
['fainting', 0.9126529255182928]
['excellent', 0.9126529255182928]
['mismanagement', 0.9126529255182928]
['hiss', 0.9126529255182928]
['fundraising', 0.9126529255182928]
['sinning', 0.9126529255182928]
['requests', 0.9126529255182928]
['storeys', 0.9126529255182928]
['deranged', 0.9126529255182928]
['inconceivably', 0.9126529255182928]
['fruitful', 0.9126529255182928]
['supervened', 0.9126529255182928]
['idolatries', 0.9126529255182928]
['turretted', 0.9126529255182928]
['andes', 0.9126529255182928]
['aid', 0.9126529255182928]
['dwelt', 0.9126529255182928]
['lyric', 0.9126529255182928]
['aching', 0.9126529255182928]
['stimulated', 0.9126529255182928]
['grapple', 0.9126529255182928]
['engineers', 0.9126529255182928]
['cavity', 0.9125643920688771]
['commander', 0.9125602426562124]
['glaring', 0.9125464887811857]
['veered', 0.9119592302501268]
['hail', 0.9119051712294388]
['settled', 0.9118659478476224]
['mass', 0.9117042397121184]
['hemisphere', 0.9116599253889177]
['sincerely', 0.9114868000688422]
['deceiving', 0.9114813179578131]
['truthful', 0.9111773498124981]
['deputes', 0.9111773498124981]
['underwent', 0.9110155258007743]
['praying', 0.9109895973685475]
['how', 0.9109609555397898]
['repaid', 0.9106027803449723]
['hid', 0.9105911105794058]
['enfants', 0.9105841516302634]
['biscuit', 0.9105041067786942]
['wives', 0.9104087650424685]
['ph', 0.9104087650424685]
['vanilla', 0.9104087650424685]
['assassins', 0.910305554508221]
['nero', 0.910305554508221]
['password', 0.910305554508221]
['handicapped', 0.910305554508221]
['alleghany', 0.910305554508221]
['indistinctly', 0.910304785373163]
['arab', 0.910304785373163]
['maddened', 0.9102843983133646]
['miscellaneous', 0.9102843983133646]
