['canace', 0.9992241614889734]
['syringes', 0.9219286274830722]
['also', 0.9219286274830722]
['seize', 0.9219286274830722]
['insane', 0.9219286274830722]
['untouched', 0.9219286274830722]
['bell', 0.9219286274830722]
['acted', 0.9219286274830722]
['satire', 0.9219286274830722]
['infect', 0.9219286274830722]
['vow', 0.9219286274830722]
['vox', 0.9219286274830722]
['breasted', 0.9219286274830722]
['into', 0.9219286274830722]
['enthusiasms', 0.9219286274830722]
['beverage', 0.9219286274830722]
['humpback', 0.9219286274830722]
['glows', 0.9219286274830722]
['_shoon', 0.9219286274830722]
['flowing', 0.9219286274830722]
['harassing', 0.9219286274830722]
['archytas', 0.9219286274830722]
['maw_', 0.9219286274830722]
['lock', 0.9219286274830722]
['directs', 0.9219286274830722]
['physicians', 0.9219286274830722]
['snaky', 0.9219286274830722]
['unprepared', 0.9219286274830722]
['chilly', 0.9219286274830722]
['desagreable', 0.9219286274830722]
['lithographically', 0.9219286274830722]
['allusion', 0.9219286274830722]
['strengthener', 0.9219286274830722]
['hateful', 0.9219286274830722]
['we_', 0.9219286274830722]
['parler', 0.9219286274830722]
['villainous', 0.9219286274830722]
['searched', 0.9219286274830722]
['integrity', 0.9219286274830722]
['lonesome', 0.9219286274830722]
['recovery', 0.9219286274830722]
['shakin', 0.9219286274830722]
['arch', 0.9219286274830722]
['disputes', 0.9219286274830722]
['forcibly', 0.9219286274830722]
['portraits', 0.9219286274830722]
['drawl', 0.9219286274830722]
['paster', 0.9219286274830722]
['annees', 0.9219286274830722]
['cooled', 0.9219286274830722]
['partridges', 0.9219286274830722]
['dismalness', 0.9219286274830722]
['12th', 0.9219286274830722]
['naming', 0.9219286274830722]
['consecrate', 0.9219286274830722]
['authorising', 0.9219286274830722]
['mrs', 0.9219286274830722]
['beseems', 0.9219286274830722]
['_caballo_', 0.9219286274830722]
['greetings', 0.9219286274830722]
['verse', 0.9219286274830722]
['cheerily', 0.9219286274830722]
['francis', 0.9219286274830722]
['start', 0.9219286274830722]
['whistling', 0.9219286274830722]
['loyally', 0.9219286274830722]
['moonlight', 0.9219286274830722]
['unenforceability', 0.9219286274830722]
['ceaseless', 0.9219286274830722]
['4557', 0.9219286274830722]
['adieux', 0.9219286274830722]
['inspired', 0.9219286274830722]
['conventional', 0.9219286274830722]
['_ameto', 0.9219286274830722]
['founders', 0.9219286274830722]
['stateroom', 0.9219286274830722]
['bless', 0.9219286274830722]
['obligated', 0.9219286274830722]
['heavy', 0.9219286274830722]
['punitive', 0.9219286274830722]
['anarchy', 0.9219286274830722]
['safety', 0.9219286274830722]
['visione', 0.9219286274830722]
['1913', 0.9219286274830722]
['hired', 0.9219286274830722]
['astern', 0.9219286274830722]
['combinations', 0.9219286274830722]
['culture', 0.9219286274830722]
['forgotten', 0.9219286274830722]
['richter', 0.9219286274830722]
['suddenness', 0.9219286274830722]
['petticoats', 0.9219286274830722]
['ordered', 0.9219286274830722]
['ancestors', 0.9219286274830722]
['graphically', 0.9219286274830722]
['orbit', 0.9219286274830722]
['ignorant', 0.9219286274830722]
['formally', 0.9219286274830722]
['meek', 0.9219286274830722]
['clytemnestra', 0.9219286274830722]
['tens', 0.9219286274830722]
['direst', 0.9219286274830722]
['tent', 0.9219286274830722]
['merry', 0.9219286274830722]
['strains', 0.9219286274830722]
['diplomats', 0.9219286274830722]
['fearest', 0.9219286274830722]
['examined', 0.9219286274830722]
['comete', 0.9219286274830722]
['cometh', 0.9219286274830722]
['necessary', 0.9219286274830722]
['lose', 0.9219286274830722]
['glare', 0.9219286274830722]
['tellings', 0.9219286274830722]
['reaching', 0.9219286274830722]
['additional', 0.9219286274830722]
['valerian', 0.9219286274830722]
['highest', 0.9219286274830722]
['kisses', 0.9219286274830722]
['beats', 0.9219286274830722]
['functions', 0.9219286274830722]
['_christus', 0.9219286274830722]
['swab', 0.9219286274830722]
['sway', 0.9219286274830722]
['met', 0.9219286274830722]
['tranquillized', 0.9219286274830722]
['witcheries', 0.9219286274830722]
['parkinson', 0.9219286274830722]
['astor', 0.9219286274830722]
['sham', 0.9219286274830722]
['schisms', 0.9219286274830722]
['detestation', 0.9219286274830722]
['abate', 0.9219286274830722]
['chinked', 0.9219286274830722]
['enraged', 0.9219286274830722]
['fictions', 0.9219286274830722]
['matting', 0.9219286274830722]
['palace', 0.9219286274830722]
['rattle', 0.9219286274830722]
['maria', 0.9219286274830722]
['observation', 0.9219286274830722]
['godliness', 0.9219286274830722]
['insinuated', 0.9219286274830722]
['perlite', 0.9219286274830722]
['deepen', 0.9219286274830722]
['inscrutable', 0.9219286274830722]
['impelling', 0.9219286274830722]
['etiquette', 0.9219286274830722]
['assigned', 0.9219286274830722]
['discreet', 0.9219286274830722]
['theorists', 0.9219286274830722]
['thinner', 0.9219286274830722]
['bragance', 0.9219286274830722]
['happening', 0.9219286274830722]
['idolatry', 0.9219286274830722]
['talker', 0.9219286274830722]
['filled', 0.9219286274830722]
['colonization', 0.9219286274830722]
['bow', 0.9219286274830722]
['swamping', 0.9219286274830722]
['waist', 0.9219286274830722]
['first', 0.9219286274830722]
['entrances', 0.9219286274830722]
['squat', 0.9219286274830722]
['arguing', 0.9219286274830722]
['roused', 0.9219286274830722]
['supposition', 0.9219286274830722]
['bedside', 0.9219286274830722]
['enthusiasm', 0.9219286274830722]
['seared', 0.9219286274830722]
['overmatch', 0.9219286274830722]
['undertone', 0.9219286274830722]
['dreamless', 0.9219286274830722]
['philosophically', 0.9219286274830722]
['declaration', 0.9219286274830722]
['zanchius', 0.9219286274830722]
['woodland', 0.9219286274830722]
['images', 0.9219286274830722]
['reconnoitered', 0.9219286274830722]
['fitness', 0.9219286274830722]
['occultations', 0.9219286274830722]
['powerless', 0.9219286274830722]
['flyin', 0.9219286274830722]
['shattered', 0.9219286274830722]
['washing', 0.9219286274830722]
['sweetly', 0.9219286274830722]
['carcass', 0.9219286274830722]
['misery', 0.9219286274830722]
['recall', 0.9219286274830722]
['dazed', 0.9219286274830722]
['emaciated', 0.9219286274830722]
['resentments', 0.9219286274830722]
['invigoration', 0.9219286274830722]
['sciving', 0.9219286274830722]
['showers', 0.9219286274830722]
['serene', 0.9219286274830722]
['rebels', 0.9219286274830722]
['swelling', 0.9219286274830722]
['quarrelsome', 0.9219286274830722]
['screened', 0.9219286274830722]
['faithfully', 0.9219286274830722]
['stoves', 0.9219286274830722]
['ardour', 0.9219286274830722]
['irritable', 0.9219286274830722]
['cur', 0.9219286274830722]
['marrying', 0.9219286274830722]
['teuton', 0.9219286274830722]
['easter', 0.9219286274830722]
['austria', 0.9219286274830722]
['relapsed', 0.9219286274830722]
['curt', 0.9219286274830722]
['consulted', 0.9219286274830722]
['cellar', 0.9219286274830722]
['pleasing', 0.9219286274830722]
['thronging', 0.9219286274830722]
['mayhap', 0.9219286274830722]
['carlo', 0.9219286274830722]
['assisted', 0.9219286274830722]
['access', 0.9219286274830722]
['apologetic', 0.9219286274830722]
['packing', 0.9219286274830722]
['composed', 0.9219286274830722]
['monseigneur', 0.9219286274830722]
['horns', 0.9219286274830722]
['flattering', 0.9219286274830722]
['accredited', 0.9219286274830722]
['approached', 0.9219286274830722]
['allied', 0.9219286274830722]
['incentive', 0.9219286274830722]
['prisoner', 0.9219286274830722]
['inexorable', 0.9219286274830722]
['disease', 0.9219286274830722]
['traitor', 0.9219286274830722]
['placidly', 0.9219286274830722]
['statues', 0.9219286274830722]
['deflected', 0.9219286274830722]
['swimmer', 0.9219286274830722]
['closets', 0.9219286274830722]
['sigur', 0.9219286274830722]
['nevertheless', 0.9219286274830722]
['wreckage', 0.9219286274830722]
['rushes', 0.9219286274830722]
['measure', 0.9219286274830722]
['conveys', 0.9219286274830722]
['gratification', 0.9219286274830722]
['conceive', 0.9219286274830722]
['oaths', 0.9219286274830722]
['luggage', 0.9219286274830722]
['prints', 0.9219286274830722]
['joined', 0.9219286274830722]
['spendthrifts', 0.9219286274830722]
['tourists', 0.9219286274830722]
['screws', 0.9219286274830722]
['disorganised', 0.9219286274830722]
['potency', 0.9219286274830722]
['mus', 0.9219286274830722]
['discovery', 0.9219286274830722]
['reiterate', 0.9219286274830722]
['rims', 0.9219286274830722]
['natives', 0.9219286274830722]
['chazy', 0.9219286274830722]
['schiller', 0.9219286274830722]
['rumor', 0.9219286274830722]
['pursues', 0.9219286274830722]
['contests', 0.9219286274830722]
['objurgatory', 0.9219286274830722]
['row', 0.9219286274830722]
['illustrating', 0.9219286274830722]
['requited', 0.9219286274830722]
['confucius', 0.9219286274830722]
['critic', 0.9219286274830722]
['fern', 0.9219286274830722]
['subjection', 0.9219286274830722]
['browed', 0.9219286274830722]
['cheerfully', 0.9219286274830722]
['resembling', 0.9219286274830722]
['cheap', 0.9219286274830722]
['trot', 0.9219286274830722]
['surfaces', 0.9219286274830722]
['contract', 0.9219286274830722]
['conjointly', 0.9219286274830722]
['weed', 0.9219286274830722]
['moon', 0.9219286274830722]
['grasp', 0.9219286274830722]
['piracy', 0.9219286274830722]
['roses', 0.9219286274830722]
['lumberman', 0.9219286274830722]
['brien', 0.9219286274830722]
['sum', 0.9219286274830722]
['version', 0.9219286274830722]
['pulpit', 0.9219286274830722]
['sur', 0.9219286274830722]
['naval', 0.9219286274830722]
['flag', 0.9219286274830722]
['presumed', 0.9219286274830722]
['hunted', 0.9219286274830722]
['mathematician', 0.9219286274830722]
['intolerable', 0.9219286274830722]
['oppressed', 0.9219286274830722]
['storm', 0.9219286274830722]
['rifle', 0.9219286274830722]
['electric', 0.9219286274830722]
['till_', 0.9219286274830722]
['unbiassed', 0.9219286274830722]
['workmen', 0.9219286274830722]
['credence', 0.9219286274830722]
['try', 0.9219286274830722]
['rudolph', 0.9219286274830722]
['separately', 0.9219286274830722]
['disinclines', 0.9219286274830722]
['contrasting', 0.9219286274830722]
['elixir', 0.9219286274830722]
['lifeless', 0.9219286274830722]
['warmed', 0.9219286274830722]
['steeped', 0.9219286274830722]
['princeps', 0.9219286274830722]
['discordant', 0.9219286274830722]
['loyalty', 0.9219286274830722]
['include', 0.9219286274830722]
['disclaimer', 0.9219286274830722]
['toils', 0.9219286274830722]
['wrestling', 0.9219286274830722]
['falsity', 0.9219286274830722]
['opiates', 0.9219286274830722]
['kaleidoscopic', 0.9219286274830722]
['provoke', 0.9219286274830722]
['sidewalks', 0.9219286274830722]
['tack', 0.9219286274830722]
['whilst', 0.9219286274830722]
['arbitrations', 0.9219286274830722]
['ambition', 0.9219286274830722]
['regiomontanus', 0.9219286274830722]
['acknowledgment', 0.9219286274830722]
['vapouring', 0.9219286274830722]
['why', 0.9219286274830722]
['oscillated', 0.9219286274830722]
['pipe', 0.9219286274830722]
['married', 0.9219286274830722]
['juror', 0.9219286274830722]
['luminous', 0.9219286274830722]
['thus', 0.9219286274830722]
['geographical', 0.9219286274830722]
['volume', 0.9219286274830722]
['monastic', 0.9219286274830722]
['intimidating', 0.9219286274830722]
['conclusion', 0.9219286274830722]
['squeak', 0.9219286274830722]
['aegir', 0.9219286274830722]
['rancour', 0.9219286274830722]
['infringed', 0.9219286274830722]
['increasing', 0.9219286274830722]
['dory', 0.9219286274830722]
['_a', 0.9219286274830722]
['garment', 0.9219286274830722]
['swaths', 0.9219286274830722]
['fortnight', 0.9219286274830722]
['blinded', 0.9219286274830722]
['assured', 0.9219286274830722]
['engagement', 0.9219286274830722]
['dogmas', 0.9219286274830722]
['legs', 0.9219286274830722]
['entail', 0.9219286274830722]
['eagerly', 0.9219286274830722]
['looming', 0.9219286274830722]
['braying', 0.9219286274830722]
['flanked', 0.9219286274830722]
['disaster', 0.9219286274830722]
['fair', 0.9219286274830722]
['reprieved', 0.9219286274830722]
['drew', 0.9219286274830722]
['carbon', 0.9219286274830722]
['autoisi', 0.9219286274830722]
['readers', 0.9219286274830722]
['adventurer', 0.9219286274830722]
['life', 0.9219286274830722]
['adaptations', 0.9219286274830722]
['ilion', 0.9219286274830722]
['flippancy', 0.9219286274830722]
['forsaken', 0.9219286274830722]
['prologue', 0.9219286274830722]
['warring', 0.9219286274830722]
['gasps', 0.9219286274830722]
['therefrom', 0.9219286274830722]
['circumstantial', 0.9219286274830722]
['crutches', 0.9219286274830722]
['reorganization', 0.9219286274830722]
['divulged', 0.9219286274830722]
['cherished', 0.9219286274830722]
['valued', 0.9219286274830722]
['nether', 0.9219286274830722]
['grosser', 0.9219286274830722]
['snaps', 0.9219286274830722]
['misshapen', 0.9219286274830722]
['decades', 0.9219286274830722]
['equipage', 0.9219286274830722]
['woodcraft', 0.9219286274830722]
['rivalled', 0.9219286274830722]
['unconsciousness', 0.9219286274830722]
['flocks', 0.9219286274830722]
['agree', 0.9219286274830722]
['ac', 0.9219286274830722]
['original', 0.9219286274830722]
['crestfallen', 0.9219286274830722]
['_chug_', 0.9219286274830722]
['axis', 0.9219286274830722]
['earnings', 0.9219286274830722]
['pinted', 0.9219286274830722]
['silky', 0.9219286274830722]
['misses', 0.9219286274830722]
['attentions', 0.9219286274830722]
['historian', 0.9219286274830722]
['remembers', 0.9219286274830722]
['effecting', 0.9219286274830722]
['attacking', 0.9219286274830722]
['session', 0.9219286274830722]
['obscure', 0.9219286274830722]
['hooted', 0.9219286274830722]
['whole', 0.9219286274830722]
['volcanic', 0.9219286274830722]
['formats', 0.9219286274830722]
['lunacy', 0.9219286274830722]
['stables', 0.9219286274830722]
['be', 0.9219286274830722]
['agreement', 0.9219286274830722]
['by', 0.9219286274830722]
['forgave', 0.9219286274830722]
['primarily', 0.9219286274830722]
['impudent', 0.9219286274830722]
['imps', 0.9219286274830722]
['redeemed', 0.9219286274830722]
['walker', 0.9219286274830722]
['shrugged', 0.9219286274830722]
['disordered', 0.9219286274830722]
['herondas', 0.9219286274830722]
['let', 0.9219286274830722]
['standing', 0.9219286274830722]
['ministere', 0.9219286274830722]
['jeer', 0.9219286274830722]
['unpalatable', 0.9219286274830722]
['delightful', 0.9219286274830722]
['venom', 0.9219286274830722]
['oblong', 0.9219286274830722]
['straining', 0.9219286274830722]
['competency', 0.9219286274830722]
['_xii_', 0.9219286274830722]
['lyon', 0.9219286274830722]
['injustice', 0.9219286274830722]
['grinning', 0.9219286274830722]
['thief', 0.9219286274830722]
['unbent', 0.9219286274830722]
['footprints', 0.9219286274830722]
['cajoling', 0.9219286274830722]
['boreale', 0.9219286274830722]
['rural', 0.9219286274830722]
['29th', 0.9219286274830722]
['boats', 0.9219286274830722]
['consumes', 0.9219286274830722]
['green', 0.9219286274830722]
['greed', 0.9219286274830722]
['devote', 0.9219286274830722]
['consent', 0.9219286274830722]
['buffon', 0.9219286274830722]
['crimes', 0.9219286274830722]
['strangers', 0.9219286274830722]
['baltic', 0.9219286274830722]
['truthfulness', 0.9219286274830722]
['crooning', 0.9219286274830722]
['neighborhoods', 0.9219286274830722]
['accord', 0.9219286274830722]
['merchantibility', 0.9219286274830722]
['chimneys', 0.9219286274830722]
['abrupt', 0.9219286274830722]
['comparative', 0.9219286274830722]
['profounder', 0.9219286274830722]
['partridge', 0.9219286274830722]
['comments', 0.9219286274830722]
['theirs', 0.9219286274830722]
['pays', 0.9219286274830722]
['responding', 0.9219286274830722]
['physical', 0.9219286274830722]
['reception', 0.9219286274830722]
['adresser', 0.9219286274830722]
['vibrating', 0.9219286274830722]
['purity', 0.9219286274830722]
['brazen', 0.9219286274830722]
['streaks', 0.9219286274830722]
['poetically', 0.9219286274830722]
['fires', 0.9219286274830722]
['inevitable', 0.9219286274830722]
['palaces', 0.9219286274830722]
['mostly', 0.9219286274830722]
['lunches', 0.9219286274830722]
['insatiably', 0.9219286274830722]
['twinkles', 0.9219286274830722]
['gnat', 0.9219286274830722]
['prided', 0.9219286274830722]
['parfaitement', 0.9219286274830722]
['dispatch', 0.9219286274830722]
['dangers', 0.9219286274830722]
['carmilla', 0.9219286274830722]
['bestial', 0.9219286274830722]
['heels', 0.9219286274830722]
['reunions', 0.9219286274830722]
['struck', 0.9219286274830722]
['winnowing', 0.9219286274830722]
['verily', 0.9219286274830722]
['bucket', 0.9219286274830722]
['flattened', 0.9219286274830722]
['robed', 0.9219286274830722]
['chunky', 0.9219286274830722]
['injury', 0.9219286274830722]
['nine', 0.9219286274830722]
['fr', 0.9219286274830722]
['fool', 0.9219286274830722]
['trailed', 0.9219286274830722]
['remercie', 0.9219286274830722]
['antiquity', 0.9219286274830722]
['1877', 0.9219286274830722]
['1874', 0.9219286274830722]
['1878', 0.9219286274830722]
['sensual', 0.9219286274830722]
['rudest', 0.9219286274830722]
['lifetimes', 0.9219286274830722]
['assistants', 0.9219286274830722]
['partly', 0.9219286274830722]
['straggling', 0.9219286274830722]
['shah', 0.9219286274830722]
['distances', 0.9219286274830722]
['incongruity', 0.9219286274830722]
['pyrotechnic', 0.9219286274830722]
['signal', 0.9219286274830722]
['donna', 0.9219286274830722]
['civilization', 0.9219286274830722]
['abroad', 0.9219286274830722]
['seeing', 0.9219286274830722]
['cialdini', 0.9219286274830722]
['himself', 0.9219286274830722]
['stragglers', 0.9219286274830722]
['saps', 0.9219286274830722]
['elliptical', 0.9219286274830722]
['skated', 0.9219286274830722]
['scornfully', 0.9219286274830722]
['indolently', 0.9219286274830722]
['keen', 0.9219286274830722]
['apennines', 0.9219286274830722]
['glories', 0.9219286274830722]
['filigree', 0.9219286274830722]
['gloried', 0.9219286274830722]
['attach', 0.9219286274830722]
['prouder', 0.9219286274830722]
['border', 0.9219286274830722]
['evolution', 0.9219286274830722]
['unearth', 0.9219286274830722]
['neither', 0.9219286274830722]
['transaction', 0.9219286274830722]
['intimated', 0.9219286274830722]
['264', 0.9219286274830722]
['jubilee', 0.9219286274830722]
['notices', 0.9219286274830722]
['hi', 0.9219286274830722]
['ho', 0.9219286274830722]
['boulevards', 0.9219286274830722]
['unskilled', 0.9219286274830722]
['drowned', 0.9219286274830722]
['give', 0.9219286274830722]
['decree', 0.9219286274830722]
['drawled', 0.9219286274830722]
['espouse', 0.9219286274830722]
['brilliance', 0.9219286274830722]
['incoherently', 0.9219286274830722]
['reference', 0.9219286274830722]
['sheridan', 0.9219286274830722]
['wainscoted', 0.9219286274830722]
['congres', 0.9219286274830722]
['_did_', 0.9219286274830722]
['moods', 0.9219286274830722]
['sporting', 0.9219286274830722]
['thucydides', 0.9219286274830722]
['nerve', 0.9219286274830722]
['formerly', 0.9219286274830722]
['intellectual', 0.9219286274830722]
['scrawl', 0.9219286274830722]
['blushing', 0.9219286274830722]
['oncle', 0.9219286274830722]
['shave', 0.9219286274830722]
['transportation', 0.9219286274830722]
['capturing', 0.9219286274830722]
['pine', 0.9219286274830722]
['grow', 0.9219286274830722]
['harked', 0.9219286274830722]
['preaching', 0.9219286274830722]
['imperative', 0.9219286274830722]
['gigantic', 0.9219286274830722]
['liveth', 0.9219286274830722]
['unknowable', 0.9219286274830722]
['savoring', 0.9219286274830722]
['repined', 0.9219286274830722]
['despotic', 0.9219286274830722]
['whereabouts', 0.9219286274830722]
['custody', 0.9219286274830722]
['margin', 0.9219286274830722]
['devotees', 0.9219286274830722]
['rubbing', 0.9219286274830722]
['middle', 0.9219286274830722]
['disappointment', 0.9219286274830722]
['accountable', 0.9219286274830722]
['broken', 0.9219286274830722]
['pleasantry', 0.9219286274830722]
['brute', 0.9219286274830722]
['hesitancy', 0.9219286274830722]
['unpopularity', 0.9219286274830722]
['reluctant', 0.9219286274830722]
['tranquillity', 0.9219286274830722]
['endowed', 0.9219286274830722]
['charme', 0.9219286274830722]
['spoon', 0.9219286274830722]
['usurped', 0.9219286274830722]
['pleasure', 0.9219286274830722]
['projected', 0.9219286274830722]
['wages', 0.9219286274830722]
['paint', 0.9219286274830722]
['significant', 0.9219286274830722]
['cramped', 0.9219286274830722]
['obsequiously', 0.9219286274830722]
['myriad', 0.9219286274830722]
['patiently', 0.9219286274830722]
['fur', 0.9219286274830722]
['tribesmen', 0.9219286274830722]
['sapient', 0.9219286274830722]
['scowled', 0.9219286274830722]
['adversaries', 0.9219286274830722]
['nose', 0.9219286274830722]
['elysees', 0.9219286274830722]
['strolled', 0.9219286274830722]
['query', 0.9219286274830722]
['brooms', 0.9219286274830722]
['despicable', 0.9219286274830722]
['sightly', 0.9219286274830722]
['private', 0.9219286274830722]
['names', 0.9219286274830722]
['midair', 0.9219286274830722]
['desprey', 0.9219286274830722]
['contempt', 0.9219286274830722]
['daring', 0.9219286274830722]
['regions', 0.9219286274830722]
['fete', 0.9219286274830722]
['revived', 0.9219286274830722]
['lingerie', 0.9219286274830722]
['gazing', 0.9219286274830722]
['keeseville', 0.9219286274830722]
['josselin', 0.9219286274830722]
['defend', 0.9219286274830722]
['deceptions', 0.9219286274830722]
['franz', 0.9219286274830722]
['overweening', 0.9219286274830722]
['retain', 0.9219286274830722]
['finest', 0.9219286274830722]
['tide', 0.9219286274830722]
['keener', 0.9219286274830722]
['motherhood', 0.9219286274830722]
['exploited', 0.9219286274830722]
['freely', 0.9219286274830722]
['insidious', 0.9219286274830722]
['indistinguishable', 0.9219286274830722]
['nateral', 0.9219286274830722]
['passively', 0.9219286274830722]
['raved', 0.9219286274830722]
['insert', 0.9219286274830722]
['rendered', 0.9219286274830722]
['saneness', 0.9219286274830722]
['canrobert', 0.9219286274830722]
['bud', 0.9219286274830722]
['wish', 0.9219286274830722]
['godsend', 0.9219286274830722]
['hath', 0.9219286274830722]
['queenly', 0.9219286274830722]
['smokin', 0.9219286274830722]
['pendant', 0.9219286274830722]
['verdure', 0.9219286274830722]
['quarrel', 0.9219286274830722]
['protuberance', 0.9219286274830722]
['borneo', 0.9219286274830722]
['exhibits', 0.9219286274830722]
['comprehend', 0.9219286274830722]
['rabelais', 0.9219286274830722]
['felicitous', 0.9219286274830722]
['bonar', 0.9219286274830722]
['gog', 0.9219286274830722]
['trumpeted', 0.9219286274830722]
['millennium', 0.9219286274830722]
['laborer', 0.9219286274830722]
['habitations', 0.9219286274830722]
['leafy', 0.9219286274830722]
['spade', 0.9219286274830722]
['treaty', 0.9219286274830722]
['mixture', 0.9219286274830722]
['moulin', 0.9219286274830722]
['shots', 0.9219286274830722]
['fiddlesticks', 0.9219286274830722]
['flowering', 0.9219286274830722]
['extracts', 0.9219286274830722]
['confidences', 0.9219286274830722]
['shadowed', 0.9219286274830722]
['bands', 0.9219286274830722]
['sanitary', 0.9219286274830722]
['escape', 0.9219286274830722]
['dante_', 0.9219286274830722]
['no', 0.9219286274830722]
['backward', 0.9219286274830722]
['advantage', 0.9219286274830722]
['lastingly', 0.9219286274830722]
['weird', 0.9219286274830722]
['seward', 0.9219286274830722]
['mcguire', 0.9219286274830722]
['laughter', 0.9219286274830722]
['slightest', 0.9219286274830722]
['harmed', 0.9219286274830722]
['sonnet', 0.9219286274830722]
['appraises', 0.9219286274830722]
['hoher', 0.9219286274830722]
['gaps', 0.9219286274830722]
['zebra', 0.9219286274830722]
['globules', 0.9219286274830722]
['explorers', 0.9219286274830722]
['impose', 0.9219286274830722]
['awfully', 0.9219286274830722]
['millions', 0.9219286274830722]
['hum', 0.9219286274830722]
['transcription', 0.9219286274830722]
['grieves', 0.9219286274830722]
['bereft', 0.9219286274830722]
['shrieks', 0.9219286274830722]
['booths', 0.9219286274830722]
['changing', 0.9219286274830722]
['except', 0.9219286274830722]
['tonya', 0.9219286274830722]
['poised', 0.9219286274830722]
['on', 0.9219286274830722]
['zealous', 0.9219286274830722]
['od', 0.9219286274830722]
['strongly', 0.9219286274830722]
['stumbled', 0.9219286274830722]
['dismayed', 0.9219286274830722]
['included', 0.9219286274830722]
['sticking', 0.9219286274830722]
['numb', 0.9219286274830722]
['paradise', 0.9219286274830722]
['thimbleful', 0.9219286274830722]
['experimenting', 0.9219286274830722]
['dispensed', 0.9219286274830722]
['pasquier', 0.9219286274830722]
['maison', 0.9219286274830722]
['awakens', 0.9219286274830722]
['camel', 0.9219286274830722]
['windings', 0.9219286274830722]
['succeed', 0.9219286274830722]
['duc', 0.9219286274830722]
['pigmies', 0.9219286274830722]
['leans', 0.9219286274830722]
['arrives', 0.9219286274830722]
['persuasive', 0.9219286274830722]
['rocklike', 0.9219286274830722]
['tinker', 0.9219286274830722]
['mingled', 0.9219286274830722]
['bleeds', 0.9219286274830722]
['creaked', 0.9219286274830722]
['chirp', 0.9219286274830722]
['lowland', 0.9219286274830722]
['hears', 0.9219286274830722]
['tension', 0.9219286274830722]
['disinterestedness', 0.9219286274830722]
['straps', 0.9219286274830722]
['indignantly', 0.9219286274830722]
['profound', 0.9219286274830722]
['straightest', 0.9219286274830722]
['vehement', 0.9219286274830722]
['regards', 0.9219286274830722]
['chattered', 0.9219286274830722]
['patients', 0.9219286274830722]
['westward', 0.9219286274830722]
['tribulation', 0.9219286274830722]
['keays', 0.9219286274830722]
['torpedo', 0.9219286274830722]
['montmartre', 0.9219286274830722]
['interstices', 0.9219286274830722]
['mutual', 0.9219286274830722]
['accentuee', 0.9219286274830722]
['owe', 0.9219286274830722]
['vassals', 0.9219286274830722]
['relieving', 0.9219286274830722]
['thunder', 0.9219286274830722]
['afterguard', 0.9219286274830722]
['pompiers', 0.9219286274830722]
['interrupt', 0.9219286274830722]
['towered', 0.9219286274830722]
['series', 0.9219286274830722]
['clarence', 0.9219286274830722]
['tempting', 0.9219286274830722]
['sallied', 0.9219286274830722]
['parthians', 0.9219286274830722]
['shrubs', 0.9219286274830722]
['promenades', 0.9219286274830722]
['camp', 0.9219286274830722]
['rotary', 0.9219286274830722]
['joodicious', 0.9219286274830722]
['appalling', 0.9219286274830722]
['chirped', 0.9219286274830722]
['parlez', 0.9219286274830722]
['superhuman', 0.9219286274830722]
['worker', 0.9219286274830722]
['woollen', 0.9219286274830722]
['voyages', 0.9219286274830722]
['spectacles', 0.9219286274830722]
['innocent', 0.9219286274830722]
['atterley', 0.9219286274830722]
['clawlike', 0.9219286274830722]
['polytechnique', 0.9219286274830722]
['enemies', 0.9219286274830722]
['shakes', 0.9219286274830722]
['otter', 0.9219286274830722]
['wetness', 0.9219286274830722]
['disclosing', 0.9219286274830722]
['98', 0.9219286274830722]
['logically', 0.9219286274830722]
['papal', 0.9219286274830722]
['theoretical', 0.9219286274830722]
['chaucer', 0.9219286274830722]
['undertook', 0.9219286274830722]
['mused', 0.9219286274830722]
['chaining', 0.9219286274830722]
['squares', 0.9219286274830722]
['hoogley', 0.9219286274830722]
['buries', 0.9219286274830722]
['argument', 0.9219286274830722]
['instructed', 0.9219286274830722]
['masse', 0.9219286274830722]
['law_', 0.9219286274830722]
['commissariat', 0.9219286274830722]
['merit', 0.9219286274830722]
['clank', 0.9219286274830722]
['priest', 0.9219286274830722]
['worries', 0.9219286274830722]
['overflowed', 0.9219286274830722]
['ascribed', 0.9219286274830722]
['reichemberg', 0.9219286274830722]
['belie', 0.9219286274830722]
['pastimes', 0.9219286274830722]
['gist', 0.9219286274830722]
['rest', 0.9219286274830722]
['starving', 0.9219286274830722]
['kennel', 0.9219286274830722]
['tireless', 0.9219286274830722]
['october', 0.9219286274830722]
['biassed', 0.9219286274830722]
['beaks', 0.9219286274830722]
['mast', 0.9219286274830722]
['diary', 0.9219286274830722]
['coquetry', 0.9219286274830722]
['pedant', 0.9219286274830722]
['foundations', 0.9219286274830722]
['_am_', 0.9219286274830722]
['fiercely', 0.9219286274830722]
['rise_', 0.9219286274830722]
['castle', 0.9219286274830722]
['celer', 0.9219286274830722]
['rooted', 0.9219286274830722]
['fishermen', 0.9219286274830722]
['beforehand', 0.9219286274830722]
['commotion', 0.9219286274830722]
['wedded', 0.9219286274830722]
['golf', 0.9219286274830722]
['jade', 0.9219286274830722]
['diminution', 0.9219286274830722]
['adjoining', 0.9219286274830722]
['frosty', 0.9219286274830722]
['raced', 0.9219286274830722]
['forgiveness', 0.9219286274830722]
['redistribution', 0.9219286274830722]
['orbs', 0.9219286274830722]
