['dramatic', 0.9987236910191375]
['woe', 0.9153523373036592]
['torment', 0.9153523373036592]
['feared', 0.9153523373036592]
['adroitly', 0.9153523373036592]
['blowing', 0.9153523373036592]
['scuttled', 0.9153523373036592]
['whim', 0.9153523373036592]
['wraith', 0.9153523373036592]
['analyzed', 0.9153523373036592]
['leanings', 0.9153171070539827]
['monopoly', 0.9152672537346518]
['readable', 0.9150462280611557]
['subdirectory', 0.9150462280611557]
['legion', 0.9149110226742677]
['weights', 0.9148709021456681]
['heroic', 0.9148150841015221]
['fluttered', 0.9148138286887586]
['outworks', 0.9147933985387552]
['catastrophe', 0.9143990085961704]
['clutches', 0.9143758660680237]
['steep', 0.9140815079459887]
['tuesday', 0.9140727883699762]
['flourished', 0.9140539988431999]
['destinies', 0.9140511386194475]
['unruly', 0.9138959233315981]
['guest', 0.9138443354830772]
['regular', 0.9138443354830772]
['instructors', 0.9137510810960519]
['time', 0.9137432264332315]
['kitchens', 0.9137250782822106]
['bait', 0.9135812510921392]
['nearing', 0.9135467325701727]
['shearing', 0.9135417333444237]
['cobwebs', 0.9132027501215899]
['comtesse', 0.9130475437380041]
['attained', 0.9130038358566173]
['differently', 0.9128825516175518]
['seemed', 0.9123082970199327]
['headedness', 0.9122731884394788]
['diminishment', 0.9121600123153769]
['kills', 0.9121095938518965]
['hydra', 0.9120290738996442]
['singing', 0.9119759239073733]
['were', 0.9119514113759274]
['silvery', 0.9114278873336421]
['duty', 0.911406151104768]
['83', 0.9113954331249281]
['bulgaria', 0.9113395511176668]
['grant', 0.9111227844745854]
['impression', 0.9111099026186047]
['invaded', 0.9106917706703973]
['habiliments', 0.9105859141745911]
['unaroused', 0.910528832345169]
['hours', 0.9104681427740251]
['stilled', 0.9104597102837931]
['mournful', 0.9103582843501334]
['rheumatic', 0.9102444235158367]
['closed', 0.9101824380995305]
['esteemed', 0.9101267258510335]
['concludes', 0.9101116331170949]
['doors', 0.9100604732798474]
['morosofia', 0.9099643911554007]
['reredos', 0.9099464606975007]
['importunate', 0.9099290036204992]
['british', 0.9093532601910297]
['dispelled', 0.9092875202211205]
['prostration', 0.9091906464479534]
['usque', 0.9091414991678558]
['mound', 0.9089957123544934]
['bristol', 0.9089770732602876]
['rite', 0.9089467245574651]
['chili', 0.9088866912667415]
['cactus', 0.908857818471865]
['palaver', 0.9087618516247397]
['abides', 0.9087618516247397]
['zest', 0.9087341170218091]
['disdain', 0.9086280159933096]
['averaging', 0.9086177255820818]
['antonio', 0.9086177255820818]
['prefet', 0.9085452353381853]
['distraction', 0.9085445114707068]
['essential', 0.9085365456177021]
['destructiveness', 0.9084967179464641]
['wide', 0.9084697193920539]
['wheedling', 0.9083957855354176]
['hereabouts', 0.9083554836285562]
['size', 0.908283348300195]
['plunging', 0.9081855510210162]
['mechanically', 0.9080482794544725]
['pillars', 0.9078571964290264]
['facilities', 0.9077524366629658]
['ni', 0.9076087177693786]
['schuyler', 0.9074429978069408]
['virtue', 0.9072372233681436]
['indefinite', 0.9071422025667397]
['prisons', 0.9071422025667397]
['easels', 0.9071025818581164]
['severs', 0.906962568309378]
['lightin', 0.9068971390285693]
['evangelists', 0.9068882960094719]
['bourse', 0.9067801768919637]
['tres', 0.9066666985437838]
['unredeemed', 0.9066545222232019]
['problem', 0.9066279309945687]
['pheasants', 0.9066279309945687]
['sentences', 0.9066279309945687]
['propping', 0.9066279309945687]
['books', 0.9066215439578872]
['lovingly', 0.9065355690588572]
['fundamental', 0.9064313542450244]
['influence', 0.9063684288738566]
['view', 0.9063391575477101]
['droning', 0.9063388842372332]
['scratching', 0.9060513825532713]
['european', 0.9060281023291921]
['supplication', 0.905815522926348]
['76', 0.9058058104495648]
['cooerdinating', 0.9057994398678227]
['township', 0.905778100149516]
['loathed', 0.9056457847615049]
['preached', 0.9054075538875526]
['clambers', 0.905389407269565]
['15th', 0.9053634006067965]
['freshets', 0.9053634006067965]
['inconsiderable', 0.9053634006067965]
['marino', 0.9053634006067965]
['artery', 0.9050241552321521]
['aube', 0.9049323336833535]
['chances', 0.9049323336833535]
['garland', 0.9048992462375447]
['projectors', 0.9048498913325932]
['sorrowfully', 0.9044500947419755]
['ascended', 0.9039603046887567]
['infused', 0.9039437552225527]
['despairing', 0.9038087468527339]
['stoop', 0.9035220824261059]
['plunder', 0.9034408986422895]
['him', 0.9032816596383986]
['feathers', 0.9032676571562092]
['taste', 0.9032676571562092]
['equipped', 0.9032676571562092]
['chrysanthemums', 0.9032211667741915]
['steadied', 0.9031988932902912]
['competitions', 0.9031839479845652]
['honesty', 0.9030345110466431]
['dogma', 0.9030078130773579]
['extraordinary', 0.902971705573751]
['duvall', 0.9028125188512836]
['offences', 0.9027837640208248]
['addresses', 0.9027789548811933]
['keene', 0.9027556932862766]
['modesty', 0.9025593652527668]
['interlocking', 0.9024875520556074]
['perishable', 0.9024049187232128]
['analysis', 0.9022930855248641]
['fag', 0.9021675599602026]
['02', 0.9018913551727193]
['feces', 0.9016608612749886]
['reflected', 0.9015171405262367]
['emphasis', 0.9014770251075624]
['dislike', 0.9012981787652906]
['rectors', 0.9011645367052525]
['vary', 0.9010846264737223]
['suspicious', 0.901036306644168]
['plank_', 0.9010059842781996]
['cassius', 0.9008793921287748]
['brow', 0.9007406655802999]
['prospect', 0.9006570794301197]
['_earth_', 0.9003706873801521]
['hoarding', 0.9003162826397527]
