['turvy', 0.9977257354492757]
['ranged', 0.9612280904549213]
['eggs', 0.9611396129821389]
['pottsdam', 0.9611018220084504]
['tomb', 0.9610622363419222]
['dressed', 0.9608593682970722]
['trifling', 0.9607970685052616]
['walking', 0.960587700656314]
['novels', 0.9603690806928427]
['swam', 0.9603641016049635]
['espionage', 0.9603631236738324]
['ichthyosaurus', 0.9603255553811888]
['raking', 0.9602927875195552]
['missing', 0.9602794579030113]
['raining', 0.9602131081830956]
['elevations', 0.9602131081830956]
['resisted', 0.9601450922665743]
['hurrahs', 0.9599633001511862]
['_walden_', 0.9596771483109382]
['huntsman', 0.9595518797274847]
['scrubbing', 0.959536741802718]
['advertisement', 0.9594596124873964]
['slew', 0.9594596124873964]
['smala', 0.9594280696775034]
['directed', 0.9594280696775034]
['loosening', 0.9593964520217328]
['breakdown', 0.9593869850930163]
['demonstrable', 0.9593763940811822]
['apply', 0.9593084138309151]
['fauna', 0.9593014358021468]
['helping', 0.9590696987841567]
['ways', 0.9589745309218978]
['camps', 0.9589309047487273]
['statue', 0.9587342320555127]
['shapes', 0.9586183503934458]
['mislead', 0.9585913575407062]
['compounds', 0.9583756881507963]
['distasteful', 0.9583587375380016]
['nods', 0.9583028177081278]
['tiber', 0.9582961640679224]
['mutton', 0.9582322944561673]
['bazaine', 0.9582196609781768]
['quips', 0.9581942532681831]
['inordinate', 0.9581942532681831]
['companies', 0.9581942532681831]
['milky', 0.9581942532681831]
['grows', 0.9581942532681831]
['advanced', 0.9581942532681831]
['youthful', 0.9581875288858758]
['record', 0.9581567891189089]
['lukewarm', 0.9581030959354103]
['interessantes', 0.9580487145498844]
['allowing', 0.9579252521260841]
['ebbing', 0.9578480629783643]
['overshadowing', 0.9577936772043338]
['dreariest', 0.9577418100807424]
['pulsated', 0.9577418100807424]
['diversion', 0.9577418100807424]
['lifting', 0.9577418100807424]
['deny', 0.9577418100807424]
['communicative', 0.9577030329762406]
['roosting', 0.9576568510863771]
['digestion', 0.9575761535865429]
['espied', 0.9575171160944158]
['citizens', 0.9574638622427758]
['types', 0.9574176205228997]
['attiring', 0.9573854888288155]
['hope', 0.9572976579546832]
['alternatives', 0.9570088860527937]
['palms', 0.9570034557011681]
['homiletics', 0.9569567581116308]
['preparations', 0.9569008626924967]
['exploit', 0.9568578047251907]
['chewing', 0.9568051246044076]
['reproved', 0.956718730347057]
['exquisitely', 0.9566771967140026]
['ragged', 0.9566655384894821]
['supremely', 0.9565543194215169]
['scant', 0.9565443869649747]
['fourth', 0.9565443869649747]
['andrea', 0.9565443869649747]
['burr', 0.9565443869649747]
['heal', 0.9565443869649747]
['admonished', 0.9565443869649747]
['cab', 0.9565443869649747]
['simpers', 0.9565443869649747]
['exemplars', 0.9565443869649747]
['different', 0.9565443869649747]
['fluctuate', 0.9565443869649747]
['birth', 0.9564595147790184]
['breaker', 0.9564145650352358]
['bowling', 0.9564037332425298]
['milon', 0.956342901911723]
['affirm', 0.9563315672413126]
['tyranny', 0.9563278261733497]
['obscured', 0.9563278261733497]
['settle', 0.9563278261733497]
['tormentors', 0.9563278261733497]
['definite', 0.9563278261733497]
['mexican', 0.9563278261733497]
['pigeon', 0.9563278261733497]
['countries', 0.9563278261733497]
['momentous', 0.9563278261733497]
['posted', 0.9563278261733497]
['configuration', 0.9563278261733497]
['terms', 0.9563278261733497]
['coral', 0.9563278261733497]
['prepares', 0.9563278261733497]
['spaniard', 0.9563278261733497]
['consummate', 0.9563278261733497]
['undigested', 0.9563278261733497]
['insensate', 0.9563278261733497]
['circles', 0.9563278261733497]
['moistened', 0.9563278261733497]
['chronicle', 0.9563278261733497]
['stalwart', 0.9563278261733497]
['cleaner', 0.9563278261733497]
['casting', 0.9560779785567868]
['funnels', 0.9557049757473612]
['way', 0.9556748905265001]
['originality', 0.9555815658818521]
['spotless', 0.9555703176354385]
['whisker', 0.9554125014690201]
['convulsive', 0.9552977438455399]
['skilled', 0.9552962178257964]
['france', 0.9552053472326818]
['acorn', 0.9551914793665018]
['rounded', 0.9550660830504527]
['staggered', 0.9550193679433269]
['constitution', 0.9549973200402224]
['mere', 0.9549973200402224]
['cave_', 0.9549973200402224]
['boars', 0.9548171778324719]
['tenacity', 0.9547777949644094]
['purses', 0.9547403385002492]
['puzzlement', 0.9547403385002492]
['blackened', 0.9547041561125248]
['englanders', 0.9547002250573232]
['excessive', 0.9545742328359514]
['balkan', 0.954540763001886]
['lordship', 0.9545291001717312]
['brick', 0.954513582255423]
['withstood', 0.9544784815247697]
['bright', 0.9544130646718272]
['wrest', 0.9540645295949844]
['astonished', 0.9540642636216243]
['photographic', 0.9540479851679485]
['flopped', 0.9539052700516859]
['prearranged', 0.9538843147031709]
['namesake', 0.9538564243460135]
['him', 0.9538217639960854]
['standers', 0.9537743375898905]
['predatory', 0.9537291385259895]
['veins', 0.9536570662660633]
['severity', 0.9536292930659505]
['goals', 0.9536198167471245]
['unreasoning', 0.953596478725599]
['chicanery', 0.9535661929293977]
['hugest', 0.9535073215194626]
['03', 0.9535059349573121]
['increased', 0.9535059349573121]
['persuasion', 0.9534842691556494]
['virus', 0.9534757488590321]
['folk', 0.9534757488590321]
['swiss', 0.9534247675420672]
['nets', 0.9533970717587229]
['quell', 0.9533970717587229]
['superstition', 0.9533970717587229]
['dancers', 0.9533970717587229]
['explanation', 0.9533953287008781]
['thrills', 0.9533351153061288]
['landholders', 0.9531483606734655]
['admirably', 0.9531337181362839]
['rhone', 0.9530774692198519]
['respectfully', 0.9530503149116406]
['paired', 0.9530223986489919]
['down', 0.9529076931865232]
['scooping', 0.9529076931865232]
['neighbor', 0.9529076931865232]
['flaunting', 0.9529076931865232]
['intellectually', 0.952751585471465]
['suds', 0.9524170951634793]
['breeze', 0.952409551720238]
['lyrics', 0.95233927126957]
['lampiste', 0.9522298038678617]
['extensive', 0.9521208372664878]
['particularity', 0.9520629757712037]
['cycle', 0.9520045262838208]
['blackbeard', 0.9519794263014453]
['contrast', 0.9519794263014453]
['owner', 0.9519794263014453]
['curiously', 0.9519794263014453]
['latitude', 0.9519794263014453]
['unwillingness', 0.9519794263014453]
['impatiently', 0.9519794263014453]
['reviewing', 0.9519794263014453]
['arrogant', 0.9519794263014453]
['insupportable', 0.9519794263014453]
['poets', 0.9519794263014453]
['lost', 0.9519718580723451]
['affiliation', 0.9519718580723451]
['saga', 0.9519718580723451]
['creditor', 0.9519226090109087]
['corbeille', 0.9519003365510098]
['phosphorescence', 0.9517743488546261]
['pounding', 0.9517743488546261]
['kader', 0.9517685999805908]
['perform', 0.9516467135215277]
['galette', 0.951612097742105]
['stockade', 0.9515740390502615]
['irresistibly', 0.9515740390502615]
['rulers', 0.9515740390502615]
['armee', 0.9515740390502615]
['yoke', 0.9515004930634939]
['chains', 0.9513574822842106]
['inrushing', 0.9513226417541168]
['shoe', 0.9512453578550489]
['catastrophe', 0.9511228729507113]
['owing', 0.95112076979442]
['palpitating', 0.9510833923045697]
['reeds', 0.9510833923045697]
['sjaani', 0.9510745623645871]
['heures', 0.9510501455583864]
['_hymns', 0.9509828360727157]
['wordsworth', 0.9509790278336814]
['epimenides', 0.9509413540194696]
['unbroken', 0.9509413540194696]
['reine', 0.9509413540194696]
['amiable', 0.9509397972250448]
['barrenness', 0.9509397972250448]
['shift', 0.9507856451994205]
['rapidly', 0.9507016380901618]
['avenged', 0.9505487754188304]
['somewhere', 0.9505487754188304]
['fumble', 0.9504642194422153]
['the_', 0.9504381369086634]
['mutter', 0.9504381369086634]
['mercy', 0.9504381369086634]
['reefs', 0.9503936459510769]
['develop', 0.9503936459510769]
['palates', 0.9503936459510769]
['organised', 0.9503936459510769]
['passed', 0.9503936459510769]
['dared', 0.9503635928180766]
['lorenzo', 0.9503454614072815]
['tongues', 0.9502391018768849]
['elevation', 0.9499920349435657]
['reptile', 0.9499893108370748]
['cardboard', 0.9499893108370748]
['ezra', 0.9499893108370748]
['mother', 0.9499893108370748]
['withhold', 0.9499751099092675]
['ghoul', 0.9499751099092675]
['sermon', 0.9499751099092675]
['prejudiced', 0.9499320228680695]
['illumination', 0.949884330244114]
['scrutinize', 0.9497793378007571]
['tenderly', 0.9497453081616043]
['vengeance', 0.9497453081616043]
['survive', 0.9497453081616043]
['beautiful', 0.9497453081616043]
['instant', 0.9497453081616043]
['torturing', 0.9497453081616043]
['spurns', 0.9497453081616043]
['fatigues', 0.9497453081616043]
['peculiarly', 0.9497453081616043]
['fastnesses', 0.9496619872493552]
['_xxi_', 0.9496619872493552]
['bobbed', 0.9496392273950507]
['landing', 0.9496102997784694]
['attained', 0.9493411814640856]
['unwitting', 0.9492818235957645]
['pleasurable', 0.9492460140488619]
['stiffly', 0.9492460140488619]
['scrupulous', 0.9492460140488619]
['rows', 0.9491255733715808]
['panel', 0.9491255733715808]
['follies', 0.9491255733715808]
['aramaic', 0.9491255733715808]
['boilin', 0.9491255733715808]
['meetin', 0.9491255733715808]
['carlsfeld', 0.9490962367005994]
['realms', 0.9490962367005994]
['upward', 0.9489907195695275]
['_oime', 0.9489879891496702]
['ofttimes', 0.9488740085276463]
['righteous', 0.9488366065127777]
['ye', 0.9487873677903531]
['interviews', 0.9487034422148364]
['strangles', 0.9486931100278739]
['sultan', 0.9486577179729097]
['more', 0.9486506219779712]
['barren', 0.9486406075913476]
['rigging', 0.9486406075913476]
['impediments', 0.9486406075913476]
['undistinguishable', 0.9486406075913476]
['caligula', 0.9486406075913476]
['kraighten', 0.9486406075913476]
['display', 0.9486406075913476]
['guitar', 0.9486406075913476]
['avoidable', 0.9486406075913476]
['stepmothers', 0.9486406075913476]
['skelter', 0.9486406075913476]
['tiring', 0.9486406075913476]
['never', 0.9486406075913476]
['shortening', 0.9486406075913476]
['buildings', 0.9486406075913476]
['waken', 0.9486406075913476]
['rusted', 0.9486406075913476]
['ted', 0.9486406075913476]
['illumined', 0.9486406075913476]
['embarrassment', 0.9486406075913476]
['cried', 0.9486406075913476]
['divination', 0.9486406075913476]
['gaul', 0.9486406075913476]
['illustrations', 0.9486406075913476]
['trance', 0.9486406075913476]
['behaving', 0.9486406075913476]
['corresponding', 0.9486406075913476]
['part', 0.9486406075913476]
['ached', 0.9486406075913476]
['conceit', 0.9486406075913476]
['withdrew', 0.9486406075913476]
['coupled', 0.9486406075913476]
['dish', 0.9486406075913476]
['posture', 0.9486406075913476]
['lad', 0.9486406075913476]
['umbrella', 0.9486406075913476]
['_where', 0.9486406075913476]
['horatius', 0.9486406075913476]
['stringin', 0.9486406075913476]
['efforts', 0.9486406075913476]
['water', 0.9486406075913476]
['sculptured', 0.9486406075913476]
['snarled', 0.9484647843533658]
['halanzier', 0.948352975938843]
['notifies', 0.9483491786972363]
['gully', 0.9483055193997478]
['wig', 0.9482752403157172]
['grisettes', 0.9482550285315251]
['soundly', 0.9481997666177926]
['_living_', 0.9481209196311726]
['scraggy', 0.9480461366785992]
['scheming', 0.9480312813486667]
['intricate', 0.9479142372632628]
['exist', 0.9478690740363177]
['perfect', 0.9477527893901183]
['therewith', 0.9476970646599403]
['dunce', 0.9476970646599403]
['produces', 0.9476707702800593]
['bitterness', 0.9476459560983205]
['theous', 0.9475442934978225]
['deceived', 0.9474268507241397]
['surpasses', 0.9473793700968883]
['entertainment', 0.9473793700968883]
['wood', 0.9472418656603315]
['notary', 0.9470727892469811]
['evade', 0.9470630830428928]
['emotional', 0.9470060991779822]
['anger', 0.9469484503698518]
['when', 0.9468708518007627]
['radiances', 0.9468529313198952]
['hopes', 0.9468083439509589]
['crassus', 0.9467339018774894]
['funerals', 0.9467339018774894]
['furnished', 0.9467339018774894]
['expediency', 0.9467339018774894]
['kicked', 0.9467339018774894]
['periers', 0.9467339018774894]
['speeded', 0.9467063560882023]
['streets', 0.9466652600890341]
['doctor', 0.9466641744447477]
['artillery', 0.9466575426334676]
['stating', 0.946635971026669]
['still', 0.9466257527348145]
['browse', 0.946460649916789]
['tossed', 0.9464457270839518]
['eugenie', 0.9464457270839518]
['irrationally', 0.9464457270839518]
['contingent', 0.9464457270839518]
['proffered', 0.9464457270839518]
['biased', 0.9464457270839518]
['simplest', 0.9464457270839518]
['confide', 0.9464457270839518]
['gorged', 0.9464457270839518]
['chemicals', 0.9462558960342515]
['reminiscent', 0.9462558960342515]
['roger', 0.9462558960342515]
['dreadful', 0.9462558960342515]
['peaceful', 0.9462558960342515]
['clung', 0.9461559269988254]
['damage', 0.9461436979932786]
['degradation', 0.9460002815466972]
['nineteenths', 0.9460002815466972]
['graceful', 0.9459699195683577]
['physics', 0.9459392772985514]
['cheval', 0.9459392772985514]
['mouldering', 0.9459205196687132]
['sipping', 0.9459205196687132]
['ciel', 0.9458945920204131]
['sinking', 0.9458945920204131]
['animadversion', 0.9458903419956749]
['bamboo', 0.9458894816510629]
['scouted', 0.9458165253210616]
['unredeemed', 0.9456439066434088]
['exercised', 0.945631601165846]
['laws', 0.945554203989287]
['money', 0.9454712115081411]
['curtseys', 0.9452249913751238]
['honolulu', 0.9450041747291746]
['_with', 0.9448157972579662]
['grandsons', 0.9447568467927381]
['destroying', 0.9446718770198859]
['accustomed', 0.944657484963798]
['swathing', 0.9445517898519262]
['hills', 0.9445407888043946]
['throat', 0.9445155084943192]
['fixed', 0.9445155084943192]
['plume_', 0.9443763379096273]
['professed', 0.944329618711453]
['sickness', 0.944251429772401]
['reacts', 0.9442071272654201]
['idiotic', 0.9442063641322681]
['philanthropist', 0.9441467179557222]
['cabalistic', 0.9439358362821295]
['ruins', 0.9438523054282129]
['reservoirs', 0.9438405053114312]
['moderating', 0.9436952386555162]
['brazil', 0.9436926101281081]
['infringing', 0.9436622861841706]
['phalanxes', 0.9436071879770244]
['upholstery', 0.9434848092449267]
['charmingly', 0.9433698895087366]
['salamander', 0.9432105691789677]
['morocco', 0.9431879585979823]
['snout', 0.9431512062206916]
['highway', 0.943104955106742]
['living', 0.9427298964947902]
['leverage', 0.9426587894968975]
['berthed', 0.9426077862708857]
['deeds', 0.9425784348342605]
['ecoutez', 0.9425241562815119]
['correspond', 0.9424098642702753]
['oncommon', 0.9423415369861338]
['assailed', 0.9423119428408284]
['sparkle', 0.9422471505093746]
['proclaim', 0.9420177800704297]
['amen_', 0.9420007896634199]
['announced', 0.9419933549858927]
['deafness', 0.9419716731080272]
['striped', 0.941868135388787]
['omens', 0.941818650318935]
['visited', 0.9416671757933246]
['sheriffs', 0.9416671757933246]
['playfellows', 0.9414996102571805]
['theme', 0.9414996102571805]
['dispersed', 0.9414996102571805]
['kingly', 0.9414996102571805]
['frothing', 0.9414996102571805]
['journeying', 0.9414996102571805]
['dome', 0.9414996102571805]
['danube', 0.9414996102571805]
['licked', 0.9414996102571805]
['agape', 0.9414996102571805]
['_boo', 0.9414996102571805]
['dissatisfaction', 0.9414996102571805]
['shellback', 0.9414996102571805]
['disprove', 0.9414996102571805]
['trader', 0.9414996102571805]
['shrouded', 0.9414696329996238]
['_prostitution', 0.9413573704519175]
['insignificance', 0.9412100484239228]
['90', 0.9412100484239228]
['daintily', 0.9412100484239228]
['gruntings', 0.9411454548643844]
['passenger', 0.9411311636962499]
['denial', 0.9411311636962499]
['falters', 0.9411311636962499]
['elder', 0.9411311636962499]
['felicity', 0.9411311636962499]
['salesmen', 0.9411311636962499]
['disagreeable', 0.9411311636962499]
['million', 0.9411311636962499]
['buying', 0.9411311636962499]
['clutched', 0.9411311636962499]
['secure', 0.9411311636962499]
['veiled', 0.9411311636962499]
['elaborately', 0.9411311636962499]
['coax', 0.9411311636962499]
['platinum', 0.9411311636962499]
['mm', 0.9411311636962499]
['subdued', 0.9411311636962499]
['soaked', 0.9411311636962499]
['damages', 0.9411311636962499]
['rises', 0.9411311636962499]
['story_', 0.9411311636962499]
['yukon', 0.9411311636962499]
['10004', 0.9411311636962499]
['shield', 0.9411311636962499]
['umber', 0.9411311636962499]
['prifate', 0.9411311636962499]
['discourse', 0.9411311636962499]
['bodes', 0.9411311636962499]
['cooed', 0.9411311636962499]
['phosphoric', 0.9411311636962499]
['joinville', 0.9411311636962499]
['eventually', 0.9411311636962499]
['observed', 0.9411311636962499]
['petites', 0.9411311636962499]
['trained', 0.9411311636962499]
['scotland', 0.9411311636962499]
['approved', 0.9411311636962499]
['dictation', 0.9411311636962499]
['brook', 0.9411311636962499]
['silly', 0.9411311636962499]
['wheeze', 0.9411311636962499]
['publisher', 0.9411311636962499]
['dreaming', 0.9411311636962499]
['luxuriant', 0.9411311636962499]
['depot', 0.9411311636962499]
['wreathing', 0.9411311636962499]
['blazes', 0.9411311636962499]
['numbers', 0.9411172186414746]
['settler', 0.9411172186414746]
['pilato', 0.9411172186414746]
['distrest', 0.9411172186414746]
['longevity', 0.9411172186414746]
['serpents', 0.9411172186414746]
['yawns', 0.9411172186414746]
['haydn', 0.9411172186414746]
['blasted', 0.9411172186414746]
['profit', 0.9411172186414746]
['iniquities', 0.9411172186414746]
['adaptability', 0.9411172186414746]
['cloudless', 0.9411172186414746]
['maiden', 0.9411172186414746]
['gardener', 0.9411172186414746]
['_statu', 0.9411172186414746]
['deserted', 0.9411172186414746]
['_real_', 0.9411172186414746]
['covers', 0.9411172186414746]
['bones', 0.9411172186414746]
['postpone', 0.9411172186414746]
['permitting', 0.9411172186414746]
['theou', 0.9411172186414746]
['telepathy', 0.9410788673871592]
['adjustment', 0.9410066155913339]
['kansas', 0.9407917035896529]
['weakest', 0.9407498648620642]
['princesses', 0.9406281542450665]
['iv', 0.9403204596616213]
['jerked', 0.9402790267430136]
['serve', 0.9402790267430136]
['creep', 0.940155696664509]
['condition', 0.9400690612016572]
['retrospective', 0.9399856380339692]
['_xxv_', 0.9399745576022177]
['sells', 0.9399745576022177]
['involves', 0.9399745576022177]
['certificate', 0.9399745576022177]
['occasional', 0.9397943816094018]
['blazing', 0.9397793706856837]
['devices', 0.9396742785628692]
['ballroom', 0.9394159699269286]
['reserving', 0.9393912504369146]
['mosquito', 0.9393549652617296]
['emigration', 0.9393549652617296]
['tutor', 0.9393353648207505]
['creature', 0.9393020376609758]
['band', 0.9392125833059299]
['systematic', 0.9391435680971943]
['rapine', 0.9390690685191115]
['practiced', 0.9390657631385625]
['diminishes', 0.9390476752146689]
['omnipotent', 0.9390451946641623]
['chose', 0.9390451946641623]
['indians', 0.9390451946641623]
['1876', 0.9388312000446981]
['leaf', 0.9387628712553486]
['magpies', 0.9387568022669748]
['jukes', 0.9387568022669748]
['firemen', 0.9387568022669748]
['residing', 0.9387568022669748]
['hypocrite', 0.9387568022669748]
['unhesitatingly', 0.9387568022669748]
['rapacious', 0.9387457243496204]
['blackstone', 0.9387049890341986]
['waists', 0.9386939669140137]
['compulsory', 0.9383926186186208]
['developed', 0.9380981079844084]
['rather', 0.9380220714752688]
['peaks', 0.9379880645701787]
['informs', 0.9379880645701787]
['milled', 0.9379880645701787]
['dies', 0.9379880645701787]
['humped', 0.9379880645701787]
['cultivators', 0.9379880645701787]
['often', 0.9379880645701787]
['occupant', 0.9379880645701787]
['simplified', 0.9378843673698589]
['unbeliever', 0.9377863026222057]
['trigger', 0.937744878728287]
['graining', 0.9376020348283405]
['popularity', 0.9376020348283405]
['_poetry', 0.9376020348283405]
['disastrous', 0.937528336078836]
['witted', 0.9374696735193684]
['unoccupied', 0.9374073516201467]
['reaping', 0.9373237490605203]
['repeat', 0.9373162622726303]
['_lunarian', 0.9373162622726303]
['boy', 0.9373162622726303]
['brutality', 0.9373162622726303]
['relic', 0.9373162622726303]
['episode', 0.9373162622726303]
['referred', 0.9373162622726303]
['laura', 0.9373162622726303]
['pouring', 0.9373162622726303]
['awfullest', 0.9373162622726303]
['consular', 0.9373162622726303]
['formulated', 0.9373162622726303]
['pinnacles', 0.9373162622726303]
['conies', 0.9373162622726303]
['worldscape', 0.9372873731788894]
['bibs', 0.937137378952922]
['was', 0.937137378952922]
['gunpowder', 0.9370242892064409]
['characterize', 0.936847362032185]
['punish', 0.936790984284959]
['flora', 0.936790984284959]
['theorem', 0.936790984284959]
['parent', 0.936779500619081]
['tried', 0.9365899318453174]
['admiration', 0.9365131400454021]
['combines', 0.9364866345293867]
['doomed', 0.9364676334329032]
['ben', 0.9364607965597658]
['exceptional', 0.936377710377579]
['deportment', 0.93635714245851]
['owin', 0.936307831486232]
['pails', 0.9362921308145573]
['merge', 0.9362835508000131]
['inconsistent', 0.9361188684198806]
['aristotle', 0.9361188684198806]
['thankfulness', 0.9361188684198806]
['previously', 0.9361188684198806]
['punctuated', 0.9361188684198806]
['interest', 0.9361188684198806]
['immortalize', 0.9361188684198806]
['resemblance', 0.9361188684198806]
['verandas', 0.9361188684198806]
['personates', 0.9361188684198806]
['ebbs', 0.9361188684198806]
['exchanging', 0.9361188684198806]
['impatient', 0.9361188684198806]
['loggerheads', 0.9361188684198806]
['smoothly', 0.9361188684198806]
['gyration', 0.9361188684198806]
['endue', 0.9361188684198806]
['shudder', 0.9361188684198806]
['squawking', 0.9361188684198806]
['aeons', 0.9361188684198806]
['enactments', 0.9361188684198806]
['ringdoves', 0.9361188684198806]
['ist', 0.9361188684198806]
['folded', 0.9361188684198806]
['designed', 0.9361188684198806]
['entreaty', 0.9361188684198806]
['idee', 0.9361188684198806]
['matters', 0.9361188684198806]
['pen', 0.9361188684198806]
['pots', 0.9361188684198806]
['unpliant', 0.9361188684198806]
['mischievous', 0.9361188684198806]
['pompey', 0.9361188684198806]
['any', 0.9361188684198806]
['_messiah_', 0.9361188684198806]
['satellites', 0.9361188684198806]
['leisurely', 0.9361188684198806]
['downwards', 0.9361188684198806]
['pincushions', 0.9361188684198806]
['lacked', 0.9361188684198806]
['checked', 0.9361188684198806]
['retirement', 0.9361188684198806]
['ache', 0.9361188684198806]
['voyage', 0.9361188684198806]
['tall', 0.9361188684198806]
['whirlwinds', 0.9361188684198806]
['hankering', 0.9361188684198806]
['politically', 0.9361188684198806]
['stationed', 0.9361188684198806]
['brooded', 0.9361188684198806]
['onto', 0.9361188684198806]
['portions', 0.9361188684198806]
['brighter', 0.9361188684198806]
['rene', 0.9361188684198806]
['ideas', 0.9361188684198806]
['particularity_', 0.9361188684198806]
['grimy', 0.9361188684198806]
['rightful', 0.9361188684198806]
['frustrated', 0.9361188684198806]
['whether', 0.9361188684198806]
['mademoiselle', 0.9361188684198806]
['calamus', 0.9361188684198806]
['things', 0.9361188684198806]
['royalties', 0.9361188684198806]
['counsels', 0.9361188684198806]
['gladly', 0.9361188684198806]
['rated', 0.9361188684198806]
['compromise', 0.9361188684198806]
['flowers', 0.9361188684198806]
['contrived', 0.9361188684198806]
['draw', 0.9361188684198806]
['brood', 0.9361188684198806]
['awe', 0.9361188684198806]
['gathering', 0.9361188684198806]
['sisyphus', 0.9361188684198806]
['nineteen', 0.9361188684198806]
['keys', 0.9361188684198806]
['exhalation', 0.9361188684198806]
['tremendous', 0.9361188684198806]
['avernus', 0.9361188684198806]
['guard', 0.9361188684198806]
['_upon', 0.9361188684198806]
['intellectuality', 0.9361188684198806]
['levy', 0.9361188684198806]
['white', 0.9361188684198806]
['bark', 0.9361188684198806]
['lodges', 0.9361188684198806]
['dares', 0.9361188684198806]
['butchery', 0.9361188684198806]
['swarmed', 0.9361091228628213]
['therefor', 0.9360986034300798]
['anteroom', 0.9360935175086833]
['arrested', 0.9360796000223377]
['roared', 0.9360275329619452]
['layers', 0.9360096363389603]
['baldface', 0.9359323236065327]
['disapproving', 0.9358076100588107]
['ravens', 0.9356336866586554]
['marches', 0.9356200161370356]
['_oak_', 0.9356200161370356]
['calculatin', 0.9356200161370356]
['preeminently', 0.9356200161370356]
['dodgin', 0.9356200161370356]
['scorch', 0.9356200161370356]
['outlets', 0.9356200161370356]
['companionway', 0.9356200161370356]
['freckles', 0.9356200161370356]
['superhumanly', 0.9356200161370356]
['pledged', 0.9356200161370356]
['producing', 0.9356200161370356]
['hypo', 0.9356200161370356]
['shelving', 0.9356200161370356]
['descends', 0.9356200161370356]
['renaissance', 0.9356200161370356]
['intelligences', 0.9356200161370356]
['seas', 0.9356200161370356]
['adams', 0.9356200161370356]
['shrewdly', 0.9356200161370356]
['seating', 0.9356200161370356]
['hammered', 0.9356200161370356]
['incensed', 0.9356200161370356]
['attempting', 0.9356200161370356]
['philanthropic', 0.9356200161370356]
['propitiate', 0.9356200161370356]
['pilot', 0.9356200161370356]
['treating', 0.9356200161370356]
['rustic', 0.9356200161370356]
['proclaimed', 0.9356200161370356]
['nick', 0.9356200161370356]
['fairly', 0.9356200161370356]
['hallo', 0.9356200161370356]
['deadening', 0.9356200161370356]
['disguised', 0.9356200161370356]
['detailed', 0.9356200161370356]
['fragmentary', 0.9356200161370356]
['jove', 0.9356200161370356]
['be_', 0.9356200161370356]
['investigator', 0.9356200161370356]
['cellars', 0.9356200161370356]
['loud', 0.9356200161370356]
['sunday', 0.9356200161370356]
['alphas', 0.9356200161370356]
['sahara', 0.9356200161370356]
['bersier', 0.9356200161370356]
['_coccinella_', 0.9356200161370356]
['protegees', 0.9356200161370356]
['sinful', 0.9356200161370356]
['recalls', 0.9356200161370356]
['muscalonge', 0.9356200161370356]
['perseveres', 0.9356200161370356]
['wantin', 0.9356200161370356]
['cleaves', 0.9356200161370356]
['montpellier', 0.9356200161370356]
['epeita', 0.9356200161370356]
['amendment', 0.9356200161370356]
['progresses', 0.9356200161370356]
['necessitated', 0.9356200161370356]
['history', 0.9356200161370356]
['teeming', 0.9356200161370356]
['intuitive', 0.9356200161370356]
['quid', 0.9356200161370356]
['deputations', 0.9356200161370356]
['costly', 0.9356200161370356]
['features', 0.9356200161370356]
['perpetuation', 0.9356200161370356]
['tatters', 0.9356200161370356]
['22', 0.9356200161370356]
['affiliations', 0.9356200161370356]
['humorous', 0.9356200161370356]
['civic', 0.9356200161370356]
['pot', 0.9356200161370356]
['burrs', 0.9356200161370356]
['executors', 0.9356200161370356]
['note', 0.9356200161370356]
['continued', 0.9356200161370356]
['psalm', 0.9356200161370356]
['unravel', 0.9356200161370356]
['wallowed', 0.9356200161370356]
['dissemble', 0.9356200161370356]
['follows', 0.9356200161370356]
['lent', 0.9356200161370356]
['withheld', 0.9356200161370356]
['asinorum_', 0.9356200161370356]
['botherin', 0.9356200161370356]
['murdered', 0.9356200161370356]
['suppers', 0.9355914319637405]
['chores', 0.9355269338953468]
['sympathetic', 0.9351165654620971]
['animadverted', 0.93511479044426]
['forsythe', 0.9351129638115283]
['fiammetta_', 0.9350133741771738]
['dropping', 0.9349473745932844]
['speeding', 0.9349321525916271]
['gittin', 0.9349232983845203]
['seriousness', 0.9348271431640127]
['elaborate', 0.9347611294444181]
['faucets', 0.9347416819789109]
['communicant', 0.9347318395530562]
['depository', 0.9346097533535254]
['geology', 0.9344354244106724]
['californian', 0.934391292592986]
['reassurance', 0.9341942534045563]
['hotel', 0.9341942534045563]
['anoint', 0.9341102129693544]
['field', 0.9340917614857183]
['alretty', 0.9338662186530011]
['pamphlets', 0.933863025410312]
['undying', 0.9338178033761341]
['plaintiff', 0.9338156024155534]
['annam', 0.933560863155637]
['ties', 0.933526904703731]
['component', 0.9334015741967931]
['incapacitating', 0.9333129373073307]
['approaches', 0.9332197730721702]
['kind_', 0.9332015009832091]
['immeasurably', 0.9330310487904331]
['garner', 0.9329268446113028]
['rent', 0.9328898529311098]
['than', 0.9328813260032459]
['perpetual', 0.9327254918307131]
['lay', 0.9326460115907268]
['dissipating', 0.9325637504621805]
['labours', 0.9324546378956045]
['casket', 0.9323698075512562]
['fat', 0.9323456467081012]
['bravery', 0.9323363294726855]
['haughty', 0.9322723146795531]
['spirit', 0.9321524929993593]
['israel', 0.9319109810656214]
['130', 0.9319109810656214]
['exhaled', 0.9319063705733348]
['quickened', 0.9318543551228516]
['relentless', 0.9317381061211975]
['artery', 0.9314775273663292]
['glees', 0.9314460590790796]
