['topics', 0.9969548662155662]
['cloudiness', 0.9218898383085696]
['clerge', 0.9218542230104385]
['kegs', 0.9217435616219858]
['reserving', 0.9208770268443741]
['trickle', 0.9207128062119293]
['anaxagoras', 0.9206589303383055]
['quietude', 0.9206143975688034]
['rising', 0.9205645712382438]
['philologorum', 0.9205585905974736]
['rapine', 0.9204564276500775]
['practiced', 0.9204521125711765]
['omnipotent', 0.9204252610215315]
['chose', 0.9204252610215315]
['indians', 0.9204252610215315]
['relict', 0.9202710670468014]
['magpies', 0.9200487730711043]
['jukes', 0.9200487730711043]
['firemen', 0.9200487730711043]
['residing', 0.9200487730711043]
['hypocrite', 0.9200487730711043]
['unhesitatingly', 0.9200487730711043]
['wheeling', 0.9197985315886039]
['burnt', 0.9197471594491071]
['flies', 0.9197368177816135]
['trades', 0.9197357560410624]
['monopolise', 0.9196174771299247]
['apple', 0.9192509494489018]
['grinding', 0.9191062349511994]
['peaks', 0.9190452081966303]
['informs', 0.9190452081966303]
['milled', 0.9190452081966303]
['dies', 0.9190452081966303]
['humped', 0.9190452081966303]
['cultivators', 0.9190452081966303]
['often', 0.9190452081966303]
['occupant', 0.9190452081966303]
['fundamental', 0.919035357556999]
['reflection', 0.9190315218852894]
['protestations', 0.9189651974963012]
['mental', 0.918837824128951]
['trigger', 0.9187277360993089]
['summons', 0.9186969040379587]
['worldscape', 0.9181304758099201]
['noised', 0.9180313023164468]
['hitting', 0.9178558164621206]
['artery', 0.9177700473451724]
['damaged', 0.917741167782]
['terrestrials', 0.917552949605947]
['attacks', 0.917438577145526]
['sorrowfully', 0.9173209802038071]
['contrivances', 0.9172981959034887]
['nations', 0.9172009341558377]
['command', 0.9171399822446208]
['combines', 0.9170851346153567]
['mandolins', 0.9168783120877263]
['therefor', 0.9165785712152644]
['mustered', 0.9162348418473807]
['phase', 0.9157558060305893]
['attempted', 0.9154909698486181]
['sheds', 0.9154384940122838]
['urine', 0.9153219204828024]
['sympathetic', 0.9152965489934131]
['animadverted', 0.9152942317588607]
['forsythe', 0.9152918471425529]
['_comedy_', 0.9151533965549191]
['speeding', 0.9150558033138712]
['quickened', 0.914781196269733]
['lance', 0.9146569702522929]
['latins', 0.9143914826061342]
['psychic', 0.9142718165593816]
['unaccustomed', 0.9141130791728014]
['emerald', 0.913992160207966]
['destruction', 0.9138606450834406]
['ascertaining', 0.9138599129942192]
['transplanted', 0.9136953100694856]
['sociable', 0.9134591365829773]
['plash', 0.9132944691817693]
['ties', 0.9132212927570206]
['effulgent', 0.9130268708170486]
['extremely', 0.9130268708170486]
['unanswered', 0.9129917457117225]
['fiendish', 0.9129443276556511]
['cruelty', 0.9129169063924037]
['whale', 0.9128907564388021]
['bandana', 0.9128856424432535]
['swarthy', 0.9128856424432535]
['approaches', 0.9128203412770046]
['melancholy', 0.912633052792799]
['temples', 0.9126042387778673]
['establishers', 0.9123947180917567]
['lay', 0.9120713122239184]
['deacons', 0.9120712306640987]
['successful', 0.9120712306640987]
['bravery', 0.9116670311574191]
['spirit', 0.9114270379477113]
['traced', 0.9114254368016661]
['phrenology', 0.9113954414390909]
['israel', 0.9111117510891693]
['130', 0.9111117510891693]
['heber', 0.9110655151116069]
['prophets', 0.9110655151116069]
['relentless', 0.9108860678390521]
['elbow', 0.9105676887684502]
['dying', 0.9105368959283142]
['gladstones', 0.910522578991066]
['mass', 0.9104330224068118]
['vieille', 0.9104296673891753]
['fiend', 0.9103122480677381]
['firth', 0.9099025583772623]
['beckoned', 0.9099025583772623]
['contact', 0.9097479843690571]
['firm', 0.909683368075524]
['semele', 0.909683368075524]
['fulfilment', 0.9096383960154145]
['reginald', 0.9094942272403477]
['alley', 0.9094365453816146]
['primal', 0.9093529508976688]
['davits', 0.9092224390159159]
['lain', 0.909170324511823]
['_orlando', 0.9090723809500324]
['association', 0.9090361619847869]
['irksome', 0.9089526290841123]
['pools', 0.9085468499615936]
['word', 0.9085468499615936]
['deserved', 0.9085297208786495]
['quiver', 0.9083658029535111]
['wondered', 0.9082164538065978]
['january', 0.9081334687284993]
['cursing', 0.9081023492811041]
['guarding', 0.9079524242210915]
['supports', 0.9079524242210915]
['tense', 0.9079524242210915]
['boast', 0.9079524242210915]
['chestnuts', 0.9079524242210915]
['rights', 0.9079524242210915]
['cooly', 0.9079524242210915]
['hawking', 0.9079524242210915]
['_let', 0.9079524242210915]
['immolated', 0.9079524242210915]
['hero', 0.9079524242210915]
['clatter', 0.9079524242210915]
['ambitious', 0.9079524242210915]
['corpse', 0.9079524242210915]
['hoarse', 0.9079026712179451]
['duct', 0.9078845361163131]
['1513', 0.9072808869529183]
['objected', 0.9072503266318062]
['hosts', 0.9072427779080235]
['dust', 0.9070606816015322]
['aldarondo', 0.9070606816015322]
['inveigled', 0.907016840561835]
['eliminate', 0.906814180379076]
['schemes', 0.9067930421572319]
['spell', 0.906551682795697]
['room', 0.9064885235777234]
['scrubs', 0.9064657150139651]
['catskill', 0.9064113008344072]
['recesses', 0.9061040557747733]
['gullies', 0.9060856401041765]
['worms', 0.90602103422013]
['collocations', 0.9058517483648799]
['grayish', 0.9057600710258806]
['sabe_', 0.9055665490454924]
['glancing', 0.9055197759328268]
['bashan', 0.9053623903064991]
['hairy', 0.9051062780906164]
['fibre', 0.9048656436653514]
['november', 0.904840797748709]
['company', 0.904840797748709]
['resources', 0.904840797748709]
['anybody', 0.904840797748709]
['cedar', 0.904840797748709]
['autocratic', 0.904840797748709]
['princely', 0.9044172865464039]
['goulgoul', 0.9044103799410588]
['oasis', 0.903837329843949]
['table', 0.9035086107326282]
['hid', 0.9034029976198813]
['cathedrals', 0.903312726851368]
['ulster', 0.9031712653793084]
['billowing', 0.9030368112890137]
['soiree', 0.902945630462906]
['strugglin', 0.902945630462906]
['instinctively', 0.9029431585588034]
['christening', 0.9028238380606454]
['flavor', 0.9025577005336634]
['unreserve', 0.9025577005336634]
['age', 0.9025491942047751]
['wear', 0.9025290572108361]
['joints', 0.9025290572108361]
['lethargy', 0.9023004685020377]
['championship', 0.9022933485138299]
['pulsed', 0.9022078066041515]
['cupboard', 0.9019873210797303]
['supported', 0.9019615352128377]
['dwellers', 0.9019045516441044]
['inseparable', 0.9018372162512048]
['inimical', 0.9018117196009096]
['unsympathetic', 0.9017697872623733]
['quieter', 0.9017697872623733]
['section', 0.9017697872623733]
['faun_', 0.9017491122807952]
['von', 0.9016531855012753]
['imaginations', 0.9016531855012753]
['mound', 0.9015678602785773]
['_eclipse', 0.9012227642315755]
['duchesse', 0.9012227642315755]
['attendant', 0.9012227642315755]
['commit', 0.9012227642315755]
['acidity', 0.9012075368445702]
['misadventure', 0.9010896366545926]
['dozens', 0.901008898554047]
['clamour', 0.9009356957119923]
['darkness', 0.9009356957119923]
['theory', 0.9008876508059118]
['dirtiest', 0.9007983009829424]
['yacht', 0.9005001568162816]
['gregory', 0.9003870695796254]
['fatigued', 0.9001651153475752]
['fox', 0.9001595455499306]
['heroism_', 0.9001518502318422]
['paddles', 0.9001518502318422]
['settled', 0.9000221888854316]
