['consistently', 0.9992408824431727]
['crew', 0.9278947855349161]
['records', 0.9278490499396181]
['acquiescence', 0.9278328255644153]
['favorable', 0.9276526857393931]
['lordship', 0.9275368275917145]
['spirit', 0.927380493423429]
['bright', 0.9273519115142501]
['attempted', 0.9272530050985176]
['peered', 0.9270153292824639]
['expellas', 0.9269382862001233]
['reiterating', 0.9268216730797377]
['undaunted', 0.9268216730797377]
['milder', 0.9267778025221712]
['growl', 0.9266437026283432]
['granting', 0.9258243004168637]
['unhappy', 0.925591454560697]
['getting', 0.9255759798310309]
['crests', 0.9251360775373366]
['occur', 0.925070738479209]
['falsified', 0.9249532110815036]
['approximately', 0.9249172283421457]
['trusty', 0.9248968396335657]
['scholars', 0.9248968396335657]
['saint', 0.9246654475847724]
['easterly', 0.924625762296187]
['readiness', 0.9245437211259868]
['impaired', 0.9242604184018403]
['flaw', 0.9240559848438917]
['prow', 0.9240559848438917]
['wilkins', 0.923969989800812]
['tongloo', 0.9239289278302396]
['thrilling', 0.9239093609247362]
['constrictor', 0.9238145218366733]
['headstones', 0.9238145218366733]
['isis', 0.9237643334226768]
['predicted', 0.9237643334226768]
['misguided', 0.9237643334226768]
['manuscripts', 0.9237643334226768]
['torches', 0.9237594529366804]
['finding', 0.9237594529366804]
['artfully', 0.9236399080691584]
['state', 0.9236399080691584]
['obedient', 0.923462787955683]
['sumptuous', 0.9234177397544507]
['tsientang', 0.9234177397544507]
['swan', 0.9234177397544507]
['drugged', 0.9234177397544507]
['lifts', 0.9234177397544507]
['wireless', 0.9234177397544507]
['maitresse', 0.9234177397544507]
['provisoire', 0.9234177397544507]
['replacement', 0.9234177397544507]
['foreseen', 0.9234177397544507]
['inverted', 0.9234177397544507]
['ampolle', 0.9234177397544507]
['pleuritic', 0.9234177397544507]
['leo', 0.9234177397544507]
['recant', 0.9234177397544507]
['fluency', 0.9234177397544507]
['wonderingly', 0.9234177397544507]
['unfastened', 0.9234177397544507]
['languid', 0.9234177397544507]
['friends', 0.9234177397544507]
['gateway', 0.9234177397544507]
['alphabetical', 0.9234177397544507]
['imposed', 0.9234177397544507]
['dainty', 0.9234177397544507]
['lament', 0.9234177397544507]
['_filicopo_', 0.9234177397544507]
['pandemonium', 0.9234177397544507]
['overhead', 0.9234177397544507]
['cogitation', 0.9234177397544507]
['three', 0.9234177397544507]
['discharged', 0.9234177397544507]
['irawaddi', 0.9234177397544507]
['grouper', 0.9234177397544507]
['christianae', 0.9233989891104558]
['symbola', 0.9233979445653627]
['damnable', 0.9233979445653627]
['secretaries', 0.9233979445653627]
['devious', 0.9233979445653627]
['alternate', 0.9233979445653627]
['meadows', 0.9233979445653627]
['representatives', 0.9233979445653627]
['slim', 0.9233979445653627]
['mingling', 0.9233979445653627]
['rebuking', 0.9233979445653627]
['spotted', 0.9233979445653627]
['sees', 0.9233979445653627]
['imachin', 0.9233979445653627]
['reek', 0.9233979445653627]
['coal', 0.9233267488901031]
['scales', 0.9233267488901031]
['legation', 0.9231387219714166]
['congratulating', 0.92307896185209]
['southeastward', 0.92307896185209]
['amadee', 0.92307896185209]
['tormented', 0.92307896185209]
['python', 0.92307896185209]
['quote', 0.92307896185209]
['rheinfeldt', 0.92307896185209]
['rules', 0.92307896185209]
['bounty', 0.92307896185209]
['smile', 0.92307896185209]
['puff', 0.92307896185209]
['sightless', 0.92307896185209]
['acquaintances', 0.9226821690518786]
['journalists', 0.9225183997961998]
['advisable', 0.922424473892017]
['recruiting', 0.9222089149553826]
['tackled', 0.9220174456938508]
['surroundings', 0.9219658672792395]
['firtrees', 0.9217841992943716]
['diversified', 0.9217654574851397]
['view', 0.9217407041245508]
['mouthing', 0.9216748012106776]
['aside', 0.9216532220364105]
['dean', 0.9216345244812557]
['song', 0.9215963712941627]
['finality', 0.9215491270400163]
['prodigals', 0.9213185536020121]
['longchamp', 0.9211576300047791]
['sacrificed', 0.9211536438123633]
['apothecary', 0.9210773799202324]
['saffron', 0.9209835355247856]
['food', 0.9209775962459833]
['benzene', 0.9209775962459833]
['disk', 0.9209775962459833]
['neglects', 0.9209125220957898]
['done_', 0.920788298601916]
['meddlesome', 0.9207855931393456]
['stability', 0.920687855317568]
['network', 0.920687855317568]
['snap', 0.9206063177501317]
['sighed', 0.9205612552631511]
['canon', 0.9205612552631511]
['contest', 0.9205612552631511]
['minutely', 0.9205371069347784]
['breathlessly', 0.9205371069347784]
['cr', 0.9202750502436092]
['waitin', 0.9202750502436092]
['wisps', 0.9202750502436092]
['prerogative', 0.9202750502436092]
['satisfactorily', 0.9196664585163736]
['qual', 0.9196007364254638]
['gnarled', 0.9188448015795279]
['solstice', 0.9188448015795279]
['appliances', 0.9188448015795279]
['doodle', 0.9186110748039282]
['avidity', 0.9183022892034742]
['interviews', 0.9182529634386739]
['penetrated', 0.9181483189189602]
['vanishes', 0.9181483189189602]
['scorpion', 0.9180031528082023]
['gem', 0.917953098099864]
['beaches', 0.917953098099864]
['effective', 0.917953098099864]
['grazing', 0.917953098099864]
['reassure', 0.917953098099864]
['resent', 0.917953098099864]
['womens', 0.9179516694759424]
['afterworks', 0.9179470142060464]
['messenger', 0.9179470142060464]
['arising', 0.9179470142060464]
['restful', 0.9179375606281102]
['stake', 0.9177680352524124]
['princely', 0.9177205660055145]
['machinations', 0.9177204907268526]
['careen', 0.9177204907268526]
['acoustics', 0.9176943461360346]
['assuming', 0.9176943461360346]
['exterior', 0.9176943461360346]
['preparations', 0.917676338678605]
['gully', 0.9176188271083208]
['grunt', 0.9173703602596395]
['shoo', 0.9172911064005542]
['locks', 0.9171992288871705]
['1914', 0.9171992288871705]
['frowned', 0.9167171948223148]
['unobstructed', 0.9167171948223148]
['warnings', 0.9167171948223148]
['amber', 0.9166851092300098]
['rigs', 0.9166851092300098]
['maliciously', 0.9159812582497204]
['clime', 0.9159812582497204]
['greedy', 0.9159812582497204]
['thunderstorm', 0.9159812582497204]
['rapidity', 0.9159812582497204]
['stuck', 0.9159812582497204]
['annihilates', 0.9159812582497204]
['coherently', 0.9159812582497204]
['telegraphic', 0.9159812582497204]
['fortunes', 0.9159812582497204]
['beaconsfield', 0.9159812582497204]
['trolled', 0.9159812582497204]
['directions', 0.9159812582497204]
['conferred', 0.9159812582497204]
['un', 0.9159812582497204]
['sixty', 0.9159812582497204]
['tenth', 0.9159812582497204]
['tales', 0.9159812582497204]
['delivered', 0.9159812582497204]
['butterflies', 0.9159812582497204]
['rigidity', 0.9159812582497204]
['forenoon', 0.9159812582497204]
['ebooks', 0.9159812582497204]
['himself_', 0.9159812582497204]
['atheist', 0.9159243229767928]
['with', 0.9157634944472691]
['infirmity', 0.9157634944472691]
['battery', 0.9157634944472691]
['assurances', 0.9157634944472691]
['evade', 0.9156388601344291]
['critter', 0.9154900453241709]
['captive', 0.9154900453241709]
['procured', 0.9154900453241709]
['banish', 0.9154900453241709]
['parallelepipedon', 0.9154900453241709]
['colorless', 0.9154900453241709]
['extra', 0.9154900453241709]
['intently', 0.9154900453241709]
['privateer', 0.9154900453241709]
['prying', 0.9154900453241709]
['bastard', 0.9154900453241709]
['thicknesses', 0.9154900453241709]
['seal', 0.9154900453241709]
['butler', 0.9154900453241709]
['ramble', 0.9154900453241709]
['description', 0.9154900453241709]
['oahu', 0.9154900453241709]
['hawser', 0.9154900453241709]
['beside', 0.9154900453241709]
['enlighten', 0.9154900453241709]
['husbandry', 0.9154900453241709]
['donation', 0.9154900453241709]
['delicate', 0.9154900453241709]
['tills', 0.9154900453241709]
['carried', 0.9154900453241709]
['acclaim', 0.9154900453241709]
['frogs', 0.9154900453241709]
['status', 0.9154900453241709]
['recalling', 0.9154900453241709]
['documents', 0.9154900453241709]
['drug', 0.9154900453241709]
['mirabilibus', 0.9154900453241709]
['disclaimers', 0.9154900453241709]
['dune', 0.9154900453241709]
['receptions', 0.9154900453241709]
['flogged', 0.9154900453241709]
['lucy', 0.9154900453241709]
['ravished', 0.9154900453241709]
['authorities', 0.9154900453241709]
['art_', 0.9154900453241709]
['town', 0.9154900453241709]
['quaked', 0.9154900453241709]
['instigated', 0.9154900453241709]
['letting', 0.9154900453241709]
['laborers', 0.9154900453241709]
['implements', 0.9154900453241709]
['toyle', 0.9154900453241709]
['predetermined', 0.9154900453241709]
['dross', 0.9154900453241709]
['knelling', 0.9154900453241709]
['vincent', 0.9154900453241709]
['pattering', 0.9154900453241709]
['outlasted', 0.9154900453241709]
['rejoicings', 0.9154900453241709]
['probing', 0.9154900453241709]
['broglie', 0.9154900453241709]
['anticipating', 0.9154900453241709]
['nation', 0.9154900453241709]
['scratch', 0.9154900453241709]
['whining', 0.9154900453241709]
['delicious', 0.9154900453241709]
['navigator', 0.9154900453241709]
['centripetal', 0.9154900453241709]
['undercurrent', 0.9154900453241709]
['greeting', 0.9154900453241709]
['outskirts', 0.9154900453241709]
['assailants', 0.9154900453241709]
['suspended', 0.9154900453241709]
['brokenly', 0.9154900453241709]
['jitsu', 0.9154900453241709]
['minding', 0.9154900453241709]
['ancient', 0.9154900453241709]
['venturing', 0.9154900453241709]
['contemptuously', 0.9154900453241709]
['rollish', 0.9154900453241709]
['punishment', 0.9154900453241709]
['vibration', 0.9154900453241709]
['proceeding', 0.9154900453241709]
['intellect', 0.9154900453241709]
['environment', 0.9154900453241709]
['curing', 0.9154900453241709]
['royer', 0.9154900453241709]
['apparel', 0.9154900453241709]
['moist', 0.9154900453241709]
['seizes', 0.9154900453241709]
['remedying', 0.9154900453241709]
['rufus', 0.9154900453241709]
['philip', 0.9154900453241709]
['channing', 0.9154900453241709]
['commissioners', 0.9154900453241709]
['homesick', 0.9154900453241709]
['viewpoint', 0.9154900453241709]
['darkened', 0.9154900453241709]
['jobs', 0.9154900453241709]
['weariness', 0.9154900453241709]
['differ', 0.9154900453241709]
['_nuntius_', 0.9154900453241709]
['oppressive', 0.9154900453241709]
['conjured', 0.9154900453241709]
['foretop', 0.9154900453241709]
['oppression', 0.9154900453241709]
['deemed', 0.9154900453241709]
['moral', 0.9154900453241709]
['manufactory', 0.9154900453241709]
['roland', 0.9154900453241709]
['blindness', 0.9154900453241709]
['manufacturer', 0.9154900453241709]
['preoccupied', 0.9154900453241709]
['visiting', 0.9154900453241709]
['rupture', 0.9154900453241709]
['merchant', 0.9154900453241709]
['acknowledged', 0.9154900453241709]
['executed', 0.9154900453241709]
['fulness', 0.9154900453241709]
['precepts', 0.9154900453241709]
['harborage', 0.9154900453241709]
['bnf', 0.915351967660128]
['gutenberg', 0.9152718425261462]
['compulsory', 0.9150900744823771]
['gratis', 0.9148713736569132]
['reverential', 0.9147290377976423]
['seduced', 0.9146275586953323]
['tithe', 0.9145161374840073]
['communicant', 0.9141318550255136]
['waterworn', 0.9140115317426825]
['1632', 0.9140115317426825]
['malice', 0.9140115317426825]
['sickle', 0.9140115317426825]
['etching', 0.9140115317426825]
['stratum', 0.9140115317426825]
['myself', 0.9140115317426825]
['spotlessly', 0.9140115317426825]
['themes', 0.9140115317426825]
['sofas', 0.9138414615162196]
['avitchi', 0.9138414615162196]
['dragging', 0.913756257072472]
['eddied', 0.9136581763625441]
['overhang', 0.9136137535831989]
['litigation', 0.9134590304634285]
['cups', 0.9134352963347383]
['bag', 0.9131314103687652]
['finishing', 0.9129867688377964]
['cumbrous', 0.9125980362360956]
['phial', 0.9124296182285351]
['unceasing', 0.9121894008742596]
['disputations', 0.9114983150388729]
['semiramis', 0.9113500550022597]
['xii', 0.911287646023585]
['reproduce', 0.9112619650200403]
['dimension', 0.9112426797269214]
['steamed', 0.9112426797269214]
['permanence', 0.9112426797269214]
['charmer', 0.9112426797269214]
['questioned', 0.9112426797269214]
['porter', 0.9112426797269214]
['expletives', 0.9112426797269214]
['mindedly', 0.9112426797269214]
['date', 0.9112426797269214]
['dimensions', 0.9112426797269214]
['instituted', 0.9112426797269214]
['sails', 0.9112426797269214]
['matrons', 0.9112426797269214]
['zones', 0.9112426797269214]
['penned', 0.9112426797269214]
['bubbled', 0.9112426797269214]
['sloth', 0.9112426797269214]
['reliance', 0.9112426797269214]
['terrifically', 0.9112426797269214]
['observations', 0.9112426797269214]
['drift', 0.9112426797269214]
['cocks', 0.9112426797269214]
['collapsed', 0.9112426797269214]
['compensated', 0.9112426797269214]
['excellence', 0.9112426797269214]
['credulous', 0.9112426797269214]
['indiscreet', 0.9112426797269214]
['slumbered', 0.9112426797269214]
['influenced', 0.9112426797269214]
['spires', 0.9112426797269214]
['animals', 0.9112426797269214]
['eddies', 0.9112426797269214]
['_atterley', 0.9112426797269214]
['lateral', 0.9112426797269214]
['lights', 0.9112426797269214]
['filename', 0.9112426797269214]
['stinted', 0.9112426797269214]
['agonies', 0.9112426797269214]
['otherwise', 0.9112426797269214]
['landmarks', 0.9112426797269214]
['coeur', 0.9112426797269214]
['masterful', 0.9112426797269214]
['easels', 0.9112213705138609]
['diphtheria', 0.9108244164729037]
['incoherent', 0.9108244164729037]
['metals', 0.9108244164729037]
['les', 0.9108224637576655]
['hours', 0.9107413600951034]
['witches', 0.9106343339463878]
['borrowed', 0.9106343339463878]
['riled', 0.9106343339463878]
['tribute', 0.9106343339463878]
['_ricardo', 0.9106085497715356]
['worldliness', 0.9106085497715356]
['meditate', 0.9106085497715356]
['orange', 0.9106085497715356]
['_some_', 0.9106085497715356]
['bastile', 0.9106085497715356]
['propositions', 0.9106085497715356]
['espagne', 0.9106085497715356]
['glints', 0.9106085497715356]
['startle', 0.9106085497715356]
['spirted', 0.9106085497715356]
['bearable', 0.9105723036294413]
['snare', 0.9103556077076542]
['wistar', 0.9101882679551435]
['disclosed', 0.9101037073652215]
['obstacles', 0.9098143420110107]
['seagull', 0.9096493861966712]
['landowners', 0.9096493861966712]
['exquisite', 0.9096493861966712]
['talking', 0.9096161793576524]
['marvellous', 0.9093744594016921]
['divines', 0.9093744594016921]
['parody', 0.9092884673405249]
['vulcan', 0.9092492959479795]
['yells', 0.9092492959479795]
['84116', 0.909222757451952]
['classic', 0.9091922014134738]
['jeopardize', 0.9091723672110317]
['sustenance', 0.9091503208822804]
['brains', 0.9090550583788718]
['beggin', 0.9089590322536937]
['combine', 0.9089590322536937]
['prometheus', 0.9089262803341357]
['haughtily', 0.908913574165131]
['grasps', 0.9087551524126555]
['succeeding', 0.9087400808607072]
['fittings', 0.9085483181337586]
['manly', 0.9084375904818199]
['campin', 0.9084226737660546]
['hoisted', 0.9084226737660546]
['taming', 0.9084226737660546]
['stall', 0.9084226737660546]
['loveliness', 0.9084116129034109]
['stamping', 0.9080008747334176]
['tracking', 0.9080008747334176]
['plumes', 0.9080008747334176]
['hasn', 0.9080008747334176]
['periodic', 0.9080008747334176]
['farewells', 0.9080008747334176]
['rouen', 0.9080008747334176]
['pelee', 0.9080008747334176]
['charities', 0.9080008747334176]
['bourneville', 0.9080008747334176]
['recollecting', 0.9080008747334176]
['deft', 0.9080008747334176]
['confirming', 0.9080008747334176]
['leagues', 0.9080008747334176]
['election', 0.9080008747334176]
['wanderer', 0.9080008747334176]
['beached', 0.9080008747334176]
['finney', 0.9080008747334176]
['shorn', 0.9080008747334176]
['cruel', 0.9080008747334176]
['jeremy', 0.9080008747334176]
['_balty', 0.9080008747334176]
['succession', 0.9080008747334176]
['organized', 0.9080008747334176]
['obscuring', 0.9080008747334176]
['location', 0.9080008747334176]
['dock', 0.9080008747334176]
['husband', 0.9080008747334176]
['civilized', 0.9080008747334176]
['exhumation', 0.9080008747334176]
['shifty', 0.9080008747334176]
['debates', 0.9080008747334176]
['embarrassing', 0.9080008747334176]
['gradually', 0.9080008747334176]
['whims', 0.9080008747334176]
['eastward', 0.9080008747334176]
['infectious', 0.9080008747334176]
['beast', 0.9080008747334176]
['groaned', 0.9080008747334176]
['pickled', 0.9080008747334176]
['found', 0.9080008747334176]
['pettifoggers', 0.9080008747334176]
['wat', 0.9080008747334176]
['thereabouts', 0.9080008747334176]
['heart', 0.9080008747334176]
['abruptness', 0.9080008747334176]
['arbiters', 0.9080008747334176]
['whose', 0.9080008747334176]
['gladstone', 0.9080008747334176]
['supposed', 0.9080008747334176]
['forthcoming', 0.9080008747334176]
['reserves', 0.9080008747334176]
['wonnte', 0.9080008747334176]
['controls', 0.9080008747334176]
['faintest', 0.9080008747334176]
['ambassadeurs', 0.9080008747334176]
['knows', 0.9080008747334176]
['nights', 0.9080008747334176]
['entendus', 0.9080008747334176]
['kissed', 0.9080008747334176]
['14th', 0.9080008747334176]
['eagerness', 0.9080008747334176]
['contretemps', 0.9080008747334176]
['complimented', 0.9080008747334176]
['glossy', 0.9080008747334176]
['fearless', 0.9080008747334176]
['embroidery', 0.9080008747334176]
['constituting', 0.9080008747334176]
['whiteness', 0.9080008747334176]
['geometry', 0.9080008747334176]
['barefooted', 0.9080008747334176]
['microcosm', 0.9080008747334176]
['_everything', 0.9080008747334176]
['assemblee', 0.9080008747334176]
['geysers', 0.9080008747334176]
['meandered', 0.9078755707049875]
['circulating', 0.9078617982222356]
['woodsmen', 0.9078617982222356]
['palish', 0.9077338418167221]
['veronese', 0.9076703308780211]
['gendarmes', 0.9076703308780211]
['investing', 0.9076703308780211]
['lieutenant', 0.9076703308780211]
['extolling', 0.9076703308780211]
['wretched', 0.9076703308780211]
['tow', 0.9076703308780211]
['amen_', 0.9075715063032209]
['unmanageable', 0.9069504252675341]
['protestations', 0.9069476022824137]
['succeeds', 0.9064342118011381]
['catastrophe', 0.906427827457669]
['cousin', 0.90639285050605]
['faun_', 0.9063181645355134]
['creditor', 0.9062346717682007]
['telepathy', 0.9061023158296648]
['reciprocating', 0.9059583061419876]
['epoch', 0.9057733870116139]
['pitlike', 0.905614822473422]
['poisonous', 0.905592748529613]
['coxswain', 0.9054407183213251]
['appreciating', 0.9054301762880391]
['public', 0.90493129353987]
['execrating', 0.9046215782754359]
['bulgaria', 0.9043943551829102]
['recent', 0.9039684826365137]
['slantin', 0.9039668451257735]
['push', 0.9038831488912248]
['plainness', 0.9037509487285788]
['irreconcilable', 0.9035522607871023]
['thoughtless', 0.9032046269181905]
['decay', 0.9031244749435909]
['fox', 0.9030287024650815]
['explicit', 0.9024825912464959]
['subsided', 0.9024035239323793]
['heroine', 0.9017716273588415]
['apparently', 0.9017716273588415]
['assistance', 0.9017716273588415]
['reeled', 0.9017668279183045]
['craftily', 0.9015138963175311]
['breakers', 0.9014427017768278]
['unpeopled', 0.9014427017768278]
['christofer', 0.9014427017768278]
['aver', 0.9014239512045312]
['remedy', 0.9014239512045312]
['befitting', 0.9014239512045312]
['springing', 0.9014239512045312]
['admonitions', 0.9012327347398402]
['savagely', 0.9011701485956338]
['compass', 0.9010252928313321]
['prescribes', 0.9010252928313321]
['expenses', 0.9010252928313321]
['originality', 0.9010127563242141]
['foresee', 0.9010119417229745]
['unanimously', 0.9009068725466834]
['arithmetical', 0.900881891693928]
['disobedient', 0.9008096124315385]
['schemer', 0.9006952948190938]
['increase', 0.9006158400426352]
['logic', 0.9006158400426352]
['saranacs', 0.9006158400426352]
['averaging', 0.900594689364684]
['antonio', 0.900594689364684]
['comes', 0.9005437602275363]
['errors', 0.9002550636120997]
['sneered', 0.9002343194949552]
['august', 0.9001597393791396]
['socks', 0.9001597393791396]
['relaxed', 0.9001597393791396]
['twinkled', 0.9001597393791396]
['incoming', 0.9001597393791396]
['baiting', 0.9001597393791396]
['classed', 0.9001597393791396]
['expense', 0.9001257495640939]
